POA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
POA6161,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,20,0,24,0,21,..,0,0,0,226,226,87,20,0,24,228,334
POA6162,..,27,6,32,0,32,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,11,0,11,..,4,0,4,0,4,..,7,0,7,0,7,..,0,0,0,0,0,..,25,0,30,0,30,..,509,173,680,8,692,..,37,8,45,0,45,..,12,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,18,3,24,0,24,..,25,8,32,0,32,..,11,0,11,0,11,..,0,0,0,0,0,..,23,11,40,0,37,..,3,0,3,0,3,..,15,3,18,0,20,..,35,0,37,0,40,..,3,0,7,0,7,..,60,4,63,3,69,..,77,12,88,0,88,..,0,0,0,0,0,..,28,0,29,0,29,..,0,0,0,0,0,..,14,3,22,0,22,..,261,73,335,11,339,..,1535,359,1897,25,1918,..,32,0,32,664,696,8411,1572,359,1925,685,11023
POA6163,..,71,7,83,0,82,..,61,9,67,0,67,..,104,0,103,3,109,..,79,6,86,7,92,..,62,3,62,0,62,..,40,0,43,0,43,..,83,6,89,0,88,..,423,29,451,8,462,..,1764,272,2037,23,2053,..,102,14,117,4,119,..,73,54,126,0,126,..,33,0,34,0,34,..,13,0,20,0,20,..,111,8,122,0,122,..,90,6,98,3,96,..,77,11,85,0,85,..,11,0,11,0,11,..,254,79,333,10,340,..,315,9,320,0,320,..,286,28,309,3,312,..,571,34,597,3,605,..,130,12,140,0,142,..,1304,75,1376,5,1379,..,341,42,384,0,387,..,87,8,95,0,95,..,105,18,116,3,118,..,33,9,41,0,41,..,92,37,123,3,126,..,1485,359,1846,34,1881,..,9257,1434,10693,124,10817,..,125,19,143,3359,3498,36042,9381,1450,10831,3482,50359
POA6164,..,32,5,31,0,31,..,125,5,132,0,132,..,270,16,282,0,285,..,221,19,242,0,242,..,160,9,167,0,167,..,110,11,122,0,122,..,298,33,334,0,338,..,1185,94,1280,3,1283,..,550,43,597,10,602,..,145,27,169,3,175,..,197,143,339,3,338,..,11,0,14,0,16,..,3,0,3,0,3,..,203,34,236,0,234,..,183,18,198,0,203,..,126,21,144,0,144,..,36,0,40,0,40,..,281,64,348,4,350,..,415,11,425,3,429,..,395,39,436,0,442,..,671,27,695,7,707,..,153,8,162,0,162,..,1637,82,1723,12,1737,..,492,48,536,12,550,..,167,8,171,0,171,..,124,30,155,3,159,..,31,0,36,0,36,..,98,26,125,0,129,..,1885,234,2121,44,2164,..,10708,1783,12491,118,12614,..,193,21,214,2819,3030,41572,10897,1801,12705,2939,57214
POA6165,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,9,0,9,..,12,0,10,0,10,..,0,0,0,12,11,58,8,0,12,12,84
POA6166,..,0,0,4,0,4,..,0,0,0,0,0,..,19,0,19,0,19,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,13,3,11,0,14,..,39,3,35,0,39,..,346,45,391,0,390,..,8,0,8,0,8,..,3,3,6,0,6,..,5,0,8,0,8,..,4,0,4,0,4,..,9,0,10,0,10,..,15,3,22,0,22,..,17,0,17,0,17,..,8,0,8,0,8,..,76,16,89,0,89,..,53,0,59,0,59,..,10,3,13,0,13,..,95,0,101,0,101,..,11,0,11,0,11,..,176,4,185,0,185,..,33,3,45,0,44,..,3,0,3,0,3,..,13,4,19,0,19,..,0,0,0,0,0,..,23,4,26,0,29,..,293,56,350,8,355,..,1602,208,1807,19,1824,..,20,0,20,450,464,7214,1618,206,1823,469,9509
POA6167,..,14,0,16,0,16,..,48,3,50,0,50,..,123,9,135,0,135,..,214,29,241,3,240,..,63,6,68,0,67,..,45,4,47,0,47,..,79,13,90,0,90,..,569,54,628,4,629,..,109,11,115,6,123,..,31,3,37,0,37,..,41,40,84,0,84,..,20,0,22,0,22,..,3,0,3,0,3,..,29,3,30,3,34,..,41,3,42,0,42,..,27,5,32,0,30,..,20,0,19,0,19,..,70,29,99,0,99,..,347,15,362,4,369,..,70,3,68,0,72,..,454,18,471,5,475,..,118,6,124,4,130,..,982,42,1028,13,1042,..,134,15,148,0,151,..,57,4,57,0,57,..,60,6,64,0,64,..,3,0,0,0,0,..,60,24,79,0,79,..,686,124,807,31,842,..,3577,503,4078,65,4144,..,75,6,78,2817,2894,19412,3644,508,4154,2880,26444
POA6168,..,10,0,10,0,10,..,5,0,5,0,5,..,31,4,34,0,34,..,30,4,27,0,27,..,8,4,4,0,4,..,14,3,17,0,17,..,18,3,26,0,26,..,104,14,119,0,119,..,112,13,126,0,126,..,25,3,31,0,31,..,3,3,5,0,5,..,8,0,8,0,8,..,6,0,6,0,6,..,11,0,11,0,11,..,32,6,32,0,32,..,22,5,25,0,25,..,15,0,16,0,16,..,111,19,134,3,134,..,95,5,96,8,104,..,33,0,39,0,39,..,182,13,191,0,197,..,40,0,38,0,38,..,347,16,362,4,371,..,85,4,89,0,95,..,10,3,14,0,14,..,75,10,88,0,83,..,9,0,9,0,9,..,58,33,86,0,86,..,423,73,493,5,507,..,1917,272,2184,27,2208,..,75,11,85,2103,2182,19633,1990,277,2266,2127,24027
POA6169,..,22,0,18,0,25,..,6,0,6,0,6,..,24,0,24,0,24,..,29,0,29,0,29,..,3,0,6,0,6,..,3,0,3,0,3,..,25,0,23,0,23,..,87,3,88,0,88,..,84,8,88,3,96,..,35,5,39,3,38,..,8,4,12,0,10,..,13,0,14,0,14,..,3,0,3,0,3,..,16,0,18,0,18,..,34,3,36,0,36,..,47,9,48,0,48,..,13,0,13,0,13,..,67,11,79,0,79,..,99,0,101,0,101,..,54,0,56,0,56,..,144,7,154,0,150,..,46,4,48,0,48,..,340,15,355,0,352,..,72,10,86,4,85,..,26,3,23,0,23,..,117,19,132,0,132,..,0,0,0,0,0,..,55,21,78,0,78,..,479,64,541,10,555,..,2119,236,2360,24,2384,..,87,8,98,2131,2225,30063,2211,245,2457,2155,34667
POA6170,..,10,0,10,0,10,..,41,3,47,0,47,..,163,24,184,0,184,..,246,30,278,0,278,..,49,0,47,0,47,..,60,6,68,0,68,..,129,20,151,0,151,..,686,92,773,0,779,..,29,0,29,0,29,..,32,5,39,0,39,..,27,24,47,0,47,..,0,0,0,0,0,..,0,0,0,0,0,..,19,4,19,0,19,..,22,0,25,0,25,..,18,3,19,0,19,..,8,0,8,0,8,..,30,4,38,4,36,..,245,14,257,0,257,..,48,3,51,0,49,..,387,15,405,0,404,..,82,0,82,0,82,..,761,32,793,3,795,..,78,7,91,0,88,..,64,6,71,0,71,..,17,0,24,0,25,..,5,0,5,0,5,..,20,4,24,0,24,..,657,86,741,31,767,..,2896,327,3221,42,3269,..,32,10,42,740,779,8347,2931,337,3262,788,12393
POA6171,..,10,0,10,0,10,..,15,0,14,0,14,..,63,5,66,0,66,..,110,14,119,3,127,..,25,0,28,0,28,..,19,0,21,0,21,..,27,10,36,0,36,..,257,26,289,3,288,..,76,4,81,4,80,..,39,16,55,0,55,..,32,17,50,0,52,..,6,0,6,0,6,..,5,0,5,0,5,..,29,3,36,0,36,..,33,5,41,0,41,..,34,3,36,0,36,..,29,0,26,0,27,..,20,5,27,0,27,..,71,0,71,0,71,..,75,9,84,0,84,..,126,6,125,0,125,..,58,9,66,0,66,..,333,21,354,0,354,..,130,18,149,0,149,..,48,0,45,0,49,..,40,10,48,0,48,..,3,0,3,0,3,..,33,5,39,0,39,..,753,85,839,14,852,..,2771,287,3060,31,3093,..,56,3,62,2352,2415,26141,2833,294,3125,2388,31653
POA6172,..,3,0,6,0,5,..,7,0,7,0,7,..,7,0,7,0,7,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,13,0,13,..,31,0,32,0,32,..,36,4,44,0,48,..,9,0,15,0,15,..,4,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,11,0,11,0,11,..,7,0,7,0,7,..,72,10,78,0,78,..,33,0,33,0,35,..,33,3,35,0,35,..,30,0,30,0,29,..,18,0,18,0,18,..,109,3,114,3,118,..,35,4,41,0,39,..,7,0,7,0,7,..,34,9,43,0,43,..,0,0,0,0,0,..,10,0,10,0,6,..,203,19,216,0,221,..,840,66,904,15,915,..,28,5,27,845,874,11989,867,66,937,862,13777
POA6173,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,15,0,15,0,15,..,25,0,27,0,27,..,18,0,18,0,18,..,3,3,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,14,0,17,0,17,..,3,0,3,0,3,..,5,0,5,0,5,..,16,0,16,0,16,..,9,0,10,0,10,..,17,0,13,0,13,..,17,0,17,0,17,..,51,0,54,0,56,..,20,4,20,0,21,..,0,0,0,0,0,..,31,3,33,0,32,..,0,0,0,0,0,..,8,3,13,0,16,..,121,9,132,5,135,..,549,37,585,9,598,..,31,0,31,588,621,10856,580,37,614,603,12073
POA6174,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,22,0,22,0,22,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,17,0,17,0,17,..,0,0,0,0,0,..,30,0,30,0,30,..,17,0,17,0,19,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,51,3,51,4,55,..,208,13,217,6,223,..,16,0,16,236,251,3313,223,13,233,241,3785
POA6175,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,11,0,11,0,13,..,0,0,0,0,0,..,3,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,10,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,23,3,28,0,26,..,126,11,138,3,140,..,15,0,15,189,203,3402,145,11,157,192,3752
POA6176,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,8,0,8,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,5,0,5,0,5,..,8,0,8,0,8,..,9,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,25,3,33,0,33,..,85,11,92,3,95,..,0,0,0,123,125,1151,86,11,96,122,1371
POA6180,..,0,0,0,0,0,..,0,0,0,0,0,..,8,3,8,0,8,..,4,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,15,0,15,..,22,6,29,0,29,..,21,0,21,0,21,..,11,0,11,0,11,..,3,3,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,5,0,5,..,0,0,0,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,30,0,32,0,32,..,6,0,6,0,6,..,29,0,29,3,28,..,5,0,5,0,5,..,72,0,72,3,77,..,12,0,16,0,16,..,0,0,0,0,0,..,14,3,17,0,22,..,0,0,0,0,0,..,6,0,8,0,8,..,106,11,118,6,124,..,424,29,447,11,464,..,12,3,13,302,314,4630,431,31,461,315,5408
POA6181,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,3,14,0,14,..,0,0,0,26,26,443,13,3,14,26,485
POA6182,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,7,0,0,0,0,7
POA6207,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,36,0,38,0,38,..,3,0,3,87,91,918,37,0,45,87,1047
POA6208,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,47,5,53,0,53,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,23,3,23,0,23,..,11,0,11,0,11,..,23,0,23,0,23,..,12,0,12,0,12,..,64,3,67,0,67,..,9,0,9,0,8,..,0,0,0,0,3,..,15,0,15,0,15,..,3,0,3,0,3,..,4,0,3,0,3,..,62,9,65,4,70,..,344,23,367,6,380,..,26,0,28,916,946,10519,370,26,401,924,11838
POA6209,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,37,4,42,0,42,..,3,0,8,110,120,1795,37,7,46,110,1954
POA6210,..,36,4,42,0,42,..,22,0,22,0,22,..,92,10,104,0,104,..,115,7,123,0,124,..,94,7,102,0,102,..,40,8,46,0,46,..,100,4,105,3,112,..,464,39,511,4,510,..,224,17,239,4,241,..,65,11,80,0,80,..,67,34,98,0,98,..,10,0,10,0,10,..,7,0,7,0,7,..,82,9,95,0,95,..,79,6,87,0,89,..,62,5,63,0,63,..,24,0,24,0,24,..,20,0,15,0,17,..,233,3,236,0,239,..,115,3,122,0,125,..,301,13,316,4,316,..,50,3,54,0,54,..,703,22,722,10,733,..,115,9,122,0,123,..,31,3,34,0,40,..,159,22,184,0,185,..,7,0,7,0,7,..,35,25,61,0,66,..,716,112,829,32,855,..,4165,418,4584,79,4661,..,225,14,238,4182,4416,59236,4390,431,4823,4261,68316
POA6211,..,0,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,20,0,20,3,25,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,6,0,9,0,9,..,7,0,7,0,7,..,3,0,3,0,4,..,25,0,27,0,29,..,15,0,17,0,17,..,0,0,0,0,0,..,12,0,8,0,8,..,0,0,0,0,0,..,11,0,11,0,11,..,61,5,67,0,72,..,318,25,343,9,351,..,16,0,16,419,434,6305,338,22,361,427,7088
POA6213,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,94,94,616,9,0,9,94,717
POA6214,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,46,49,567,4,0,3,46,613
POA6215,..,0,0,0,0,0,..,7,0,4,0,4,..,0,0,0,0,0,..,6,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,4,15,0,15,..,109,14,130,8,129,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,9,0,9,..,0,0,0,0,0,..,21,0,21,0,21,..,0,3,3,0,3,..,31,3,35,0,35,..,0,0,0,3,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,5,..,199,27,229,9,235,..,16,0,18,440,460,3453,216,30,243,454,4148
