region_id,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_estat_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_estat_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_estat_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_over_LT_Real_eSte_agent,R_650_over_LT_Ste_ter_hsg_aut,R_650_over_LT_Psn_not_Sme_hhd,R_650_ovr_LT_hs_coop_com_ch_g,R_650_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_650_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
POA6468,0,0,6,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,10
POA6472,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,0,8,0,16
POA6475,0,0,4,0,11,3,18,0,8,0,0,0,0,8,0,3,5,0,0,0,8,0,0,3,0,0,3,6,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,11,6,44
POA6477,0,3,5,0,8,5,21,0,3,0,0,0,3,6,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,11,0,8,8,36
POA6479,0,9,7,0,8,8,32,0,3,3,0,0,0,6,0,0,3,3,5,0,11,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,15,16,3,16,11,61
POA6484,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
POA6485,0,3,4,0,4,7,18,0,3,0,0,0,0,3,3,4,8,5,8,0,28,3,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,13,23,5,15,7,69
POA6488,0,0,6,0,9,0,15,0,10,0,0,0,0,10,0,0,5,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,10,16,0,14,0,40
POA6490,0,3,3,3,8,3,20,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,8,3,29
POA6501,0,0,4,0,6,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,0,9,0,32
POA6502,0,0,3,0,5,7,15,0,0,3,0,3,0,6,0,11,0,0,0,0,11,0,0,3,0,0,0,3,3,0,3,0,0,0,6,0,0,3,0,0,0,3,4,0,8,0,0,0,12,4,0,3,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,9,17,11,29,0,11,7,75
POA6503,0,0,15,0,23,16,54,0,0,0,0,3,0,3,0,4,9,3,3,0,19,0,6,5,0,3,0,14,3,3,9,0,0,0,15,3,0,9,0,3,0,15,26,0,11,0,0,0,37,5,0,5,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,37,13,66,3,43,16,178
POA6505,0,0,0,0,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,16
POA6507,0,0,3,0,8,5,16,0,0,0,0,0,0,0,0,0,3,0,6,0,9,0,0,5,0,0,0,5,0,0,5,0,0,0,5,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,20,0,19,5,44
POA6509,0,0,4,0,13,12,29,0,0,0,0,3,0,3,0,5,3,0,9,0,17,0,0,0,4,0,0,4,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,10,4,31,12,62
POA6510,0,9,16,0,5,12,42,0,15,0,3,0,0,18,8,20,12,3,8,0,51,7,22,17,3,3,0,52,6,0,8,0,5,0,19,10,0,7,0,3,0,20,4,0,4,0,0,0,8,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,14,38,75,69,9,27,12,230
POA6511,0,0,3,0,0,5,8,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,4,0,0,0,7,3,0,10,0,0,0,13,7,0,0,0,0,0,7,3,0,6,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,3,23,0,6,5,53
POA6513,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,6,19
POA6514,0,3,4,3,3,0,13,0,0,0,0,0,0,0,3,3,3,0,3,0,12,8,0,8,0,0,0,16,10,0,9,0,0,0,19,4,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,6,25,6,32,3,12,0,78
POA6515,0,3,7,0,8,12,30,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,9,11,0,15,12,47
POA6516,0,3,7,0,0,8,18,0,3,0,0,3,0,6,3,0,4,3,3,3,16,7,10,9,0,3,0,29,16,5,6,0,3,0,30,17,0,13,0,0,0,30,30,0,7,0,0,0,37,13,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,86,21,46,3,20,11,187
POA6517,0,3,3,0,9,8,23,0,5,0,0,3,0,8,0,3,3,0,5,0,11,0,0,0,0,4,0,4,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,11,15,0,21,8,55
POA6518,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,6,0,9
POA6519,3,3,4,0,11,10,31,0,3,0,0,3,0,6,0,3,5,0,0,5,13,0,3,12,0,0,0,15,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,3,15,24,0,20,15,77
POA6521,0,0,8,0,4,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,7,0,24
POA6522,0,3,3,0,9,6,21,0,0,3,0,0,0,3,0,3,7,0,5,0,15,3,3,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,12,3,9,22,0,26,6,66
POA6525,3,7,7,0,8,11,36,0,20,3,0,3,0,26,0,34,18,9,5,4,70,19,14,18,0,7,0,58,9,5,20,0,0,0,34,60,0,17,0,0,0,77,54,0,15,0,0,0,69,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,4,17,160,83,104,9,27,19,402
POA6528,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,3,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,15,0,0,9,27
POA6530,6,78,71,4,33,58,250,3,195,10,3,6,0,217,32,222,73,31,38,0,396,198,138,123,10,76,7,552,142,48,126,3,52,0,371,316,35,201,3,39,0,594,413,7,229,3,24,4,680,387,4,147,3,18,0,559,55,3,31,0,4,0,93,6,0,5,0,0,0,11,10,3,5,0,0,5,23,27,69,32,3,14,11,156,1595,802,1053,63,304,85,3902
POA6532,0,3,35,3,38,33,112,0,0,6,3,3,0,12,3,3,17,0,7,0,30,6,7,19,0,8,0,40,7,0,20,0,6,0,33,6,3,12,0,3,0,24,16,3,12,0,7,0,38,62,0,25,0,5,0,92,13,0,3,0,5,0,21,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,12,3,18,0,40,123,19,161,9,100,33,445
POA6535,0,3,11,0,3,9,26,0,5,0,3,0,0,8,3,3,12,0,11,0,29,6,4,9,0,3,3,25,3,3,9,0,0,0,15,0,0,5,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,12,21,51,3,21,12,120
POA6536,0,0,4,0,5,3,12,0,7,0,0,0,0,7,0,8,9,4,6,0,27,13,8,17,0,8,0,46,12,0,14,0,0,0,26,24,0,10,0,0,0,34,31,0,4,0,0,0,35,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,5,85,23,61,4,28,3,204
POA6537,0,9,3,0,3,3,18,0,6,0,0,3,0,9,4,18,3,3,3,3,34,24,3,9,0,3,0,39,9,3,3,0,3,0,18,4,0,3,0,0,0,7,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,3,0,7,0,10,44,39,30,3,25,6,147
POA6556,0,0,3,0,0,4,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,7,8,0,12,0,0,0,20,9,0,5,0,0,0,14,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,24,0,38,0,0,4,66
POA6558,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,0,3,0,0,0,6,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,3,0,9,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,10,0,7,0,35
POA6560,0,6,3,0,0,0,9,0,17,0,0,0,0,17,0,14,3,0,0,0,17,4,4,0,0,0,0,8,4,0,7,0,0,0,11,8,0,7,0,0,0,15,0,0,3,0,3,0,6,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,41,26,0,6,3,92
POA6562,4,0,4,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,10,0,0,3,0,0,0,3,3,0,9,0,0,0,12,3,0,6,0,0,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,14,0,34,0,3,4,55
POA6564,0,0,3,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,6,0,0,4,13
POA6566,0,0,9,0,3,8,20,0,4,0,7,0,0,11,0,5,3,5,4,0,17,6,3,9,0,6,0,24,7,0,13,0,3,0,23,23,0,10,0,4,0,37,29,0,14,0,0,0,43,9,0,12,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,4,0,6,0,13,74,15,78,12,26,8,213
POA6567,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,10
POA6568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,6,0,0,3,0,0,0,3,0,0,3,0,3,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,21
POA6569,0,0,3,0,12,3,18,0,4,0,0,0,0,4,0,6,0,0,3,0,9,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,7,0,21,3,41
POA6575,0,0,4,0,3,4,11,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,4,18
POA6603,0,3,5,3,13,5,29,0,10,0,7,6,3,26,4,7,13,0,7,3,34,10,5,13,0,4,0,32,3,0,9,0,0,0,12,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,17,25,54,10,30,11,147
POA6606,0,0,7,0,0,4,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8,0,0,16,0,5,4,25
POA6608,0,0,3,0,3,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,12
POA6609,0,0,6,0,7,0,13,0,0,3,3,3,0,9,3,5,14,0,8,0,30,0,5,8,0,0,0,13,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,3,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,3,16,37,6,24,0,86
POA6612,0,0,4,0,5,4,13,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,5,4,21
POA6620,0,3,3,0,0,0,6,0,3,0,0,0,0,3,0,3,0,0,0,0,3,3,0,3,0,9,0,15,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,9,0,30
POA6623,0,0,14,0,23,17,54,0,0,3,0,0,0,3,0,3,16,0,4,0,23,7,4,6,3,4,0,24,4,0,0,0,0,0,4,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,4,0,15,17,13,44,3,35,17,129
POA6628,0,0,6,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,6,0,12,0,18
POA6630,0,4,0,0,11,6,21,0,5,3,3,5,0,16,0,7,0,4,0,0,11,0,0,3,3,0,0,6,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,16,9,10,23,6,64
POA6635,0,10,4,0,14,12,40,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,24,4,0,17,12,57
POA6638,0,5,4,3,11,3,26,0,6,0,0,0,0,6,4,17,6,0,3,0,30,4,8,14,0,3,0,29,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,36,28,3,25,3,103
POA6639,0,3,0,0,5,3,11,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,14
POA6640,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,3,9,0,0,0,12,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,9,9,0,12,4,34
POA6642,0,23,0,3,30,6,62,0,9,0,8,9,0,26,0,25,6,8,4,0,43,0,17,5,0,0,0,22,0,3,3,0,0,0,6,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,9,0,21,0,89,17,25,52,6,189
POA6646,0,9,6,4,26,7,52,0,3,0,0,0,0,3,0,11,0,0,7,0,18,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,36,6,4,33,7,86
POA6701,0,28,19,3,29,27,106,0,74,0,4,9,0,87,10,72,17,9,50,4,162,22,56,26,3,41,0,148,20,13,9,4,7,0,53,22,12,21,0,9,0,64,37,14,20,0,3,0,74,13,3,8,0,3,0,27,4,0,9,0,3,0,16,0,0,0,0,0,0,0,0,0,3,0,3,0,6,4,17,13,0,19,3,56,132,289,145,23,176,34,799
POA6705,0,27,0,5,4,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,27,0,5,9,4,45
POA6707,0,24,3,3,12,8,50,0,19,0,0,4,0,23,0,27,3,0,19,0,49,0,16,3,0,12,0,31,3,9,3,0,8,0,23,5,9,4,0,9,0,27,25,3,8,0,4,0,40,55,3,16,0,3,0,77,29,0,8,0,0,0,37,9,0,3,0,0,0,12,4,3,3,0,3,0,13,7,5,3,0,0,0,15,137,118,57,3,74,8,397
POA6710,0,16,3,25,31,13,88,0,13,0,0,4,0,17,0,4,0,0,3,0,7,0,3,3,0,5,0,11,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,0,7,3,0,0,0,0,0,3,3,0,3,0,0,0,6,0,0,4,0,4,0,8,0,5,0,0,10,0,15,9,41,16,28,61,13,168
POA6713,3,3,4,0,30,3,43,0,3,0,0,9,0,12,0,5,0,0,9,0,14,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,0,0,5,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,11,0,10,0,46,8,0,0,0,16,0,24,42,14,15,0,89,3,163
POA6714,54,52,10,5,812,72,1005,5,44,0,0,47,3,99,10,117,0,0,161,3,291,13,123,0,4,143,0,283,4,23,0,0,64,0,91,3,17,0,0,48,0,68,8,11,4,0,63,0,86,8,18,7,3,43,0,79,13,12,11,0,34,0,70,9,0,3,0,21,0,33,358,0,97,0,72,5,532,115,23,24,0,229,7,398,600,440,156,12,1737,90,3035
POA6716,0,0,0,0,169,3,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,180,3,183
