POA_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
POA6164,2549,126,0,0,126,0,2679,239,886,18,0,904,0,1149,0,72,53,0,122,0,124,0,4,0,0,5,0,8,245,958,76,0,1036,0,1281,3,0,0,0,0,0,8,2796,1082,77,3,1160,3,3964,2393,103,4,0,110,6,2502,143,658,20,4,686,0,829,9,44,37,0,86,0,90,3,3,0,3,7,0,7,155,709,54,9,776,0,930,7,0,0,0,0,0,7,2557,813,60,9,885,6,3442,1176,45,3,0,42,3,1221,76,319,8,3,331,0,407,0,25,36,0,58,0,59,0,0,0,0,0,0,3,84,344,39,3,389,0,468,0,0,0,0,0,0,4,1256,384,43,3,432,3,1694,688,25,0,0,25,0,714,54,190,5,0,198,0,249,0,15,17,0,33,0,33,0,0,0,0,0,0,0,56,204,22,0,229,0,280,0,0,0,0,0,0,0,741,236,22,0,254,0,1000,952,22,0,0
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0
POA6166,305,25,0,0,25,0,332,34,62,3,0,71,0,100,0,3,0,0,3,0,3,0,0,0,0,0,0,0,36,66,6,0,71,0,103,0,0,0,0,0,0,0,340,88,6,0,93,0,435,333,25,0,0,25,3,357,21,61,0,0,61,0,83,0,0,0,0,0,0,0,3,0,0,0,0,0,3,25,61,0,0,61,0,88,0,0,0,0,0,0,0,353,88,0,0,88,3,443,173,10,0,0,10,0,184,14,43,0,0,43,0,53,0,0,3,0,3,0,3,4,0,0,0,0,0,4,14,43,3,0,46,0,62,0,0,0,0,0,0,0,184,57,3,0,61,0,247,110,12,0,0,12,0,127,13,27,0,0,27,0,42,0,0,0,0,0,0,0,3,0,0,0,0,0,3,15,27,0,0,27,0,41,0,0,0,0,0,0,0,129,38,0,0,38,0,165,167,15,0,0
POA6167,974,38,0,0,38,3,1011,80,329,9,3,341,0,420,4,14,10,5,24,0,32,0,4,0,0,4,0,4,82,345,21,3,369,0,457,3,6,0,0,6,4,14,1062,388,21,3,414,7,1483,906,31,0,0,31,0,937,43,255,3,6,262,0,305,3,12,7,0,24,0,26,0,0,0,0,0,0,0,46,266,10,6,282,0,330,0,0,0,0,0,0,0,954,296,10,6,312,0,1271,433,15,0,0,15,0,445,15,109,0,0,109,0,127,0,10,9,0,17,0,18,0,3,0,0,0,0,0,18,117,9,0,126,0,143,0,0,0,0,0,0,0,452,133,9,0,144,0,590,252,4,0,0,4,0,260,7,79,4,0,78,0,89,4,9,3,0,7,0,13,0,0,0,0,0,0,0,16,84,7,0,91,0,102,0,0,0,0,0,0,0,269,88,7,0,94,0,358,315,10,0,0
POA6168,583,19,0,0,19,0,600,46,90,5,0,86,0,132,0,11,3,0,8,0,8,0,0,0,0,0,0,0,46,98,6,0,98,0,140,0,0,0,0,0,0,0,622,112,6,0,115,0,742,579,15,0,0,15,0,593,41,75,4,0,76,0,123,7,4,3,0,9,0,11,0,0,0,0,0,0,0,45,80,6,0,85,0,134,0,0,0,0,0,0,0,627,89,6,0,96,0,729,295,6,0,0,6,0,303,28,46,0,0,49,3,80,0,3,0,0,5,0,7,0,0,0,0,0,0,0,27,50,3,0,53,3,83,0,0,0,0,0,0,0,326,58,3,0,57,3,388,174,0,0,0,0,0,178,12,25,3,0,23,0,34,0,6,3,0,7,0,7,0,0,0,0,0,0,0,12,24,3,0,30,0,41,0,0,0,0,0,0,3,186,25,7,0,33,0,223,246,3,0,0
POA6169,1302,19,0,0,26,0,1322,70,111,3,0,113,0,177,0,3,3,0,7,0,7,3,0,0,0,0,0,3,76,110,8,0,119,0,193,3,0,0,0,0,0,8,1377,132,6,0,143,3,1524,1246,27,0,0,29,0,1281,68,105,0,0,110,0,175,3,8,3,0,11,0,18,0,0,0,0,0,0,0,74,117,5,0,124,0,192,3,0,0,0,0,0,3,1323,143,4,0,153,0,1474,702,16,0,0,16,3,720,28,66,0,0,66,0,93,0,7,0,0,7,0,10,0,0,0,0,0,0,0,30,71,3,0,72,0,99,0,0,0,0,0,0,0,735,83,3,0,90,3,822,435,7,0,0,9,0,443,19,35,0,0,35,0,57,0,3,0,0,3,0,8,0,0,0,0,0,0,0,22,42,0,0,38,0,63,0,0,0,0,0,0,0,456,49,4,0,52,0,509,603,8,0,0
POA6170,502,21,0,0,21,0,523,49,335,7,0,339,0,394,4,24,4,0,26,0,29,0,3,0,0,0,0,7,56,363,10,0,373,0,423,3,0,0,0,0,3,6,559,381,10,0,395,3,959,380,14,0,0,14,0,392,21,211,0,0,210,0,234,0,12,4,0,14,0,19,0,3,0,0,3,0,4,23,227,0,0,230,0,254,0,0,0,0,0,3,3,408,236,0,0,240,3,650,177,3,0,0,3,0,178,10,95,0,0,95,0,105,0,3,0,0,3,0,3,0,3,0,0,3,0,3,10,102,0,0,106,0,114,0,0,0,0,0,0,0,186,107,0,0,106,0,294,123,0,0,0,0,0,120,6,63,3,0,62,0,75,0,3,0,0,3,0,3,0,0,0,0,0,0,0,6,70,3,0,71,0,77,0,0,0,0,0,0,0,126,73,3,0,72,0,200,125,3,0,0
POA6171,1875,57,0,3,62,0,1938,71,259,9,0,266,0,334,9,10,4,0,19,0,24,0,0,0,0,3,0,3,74,270,13,0,290,0,363,0,0,0,0,0,0,0,1950,332,15,3,350,0,2302,1719,51,0,0,53,0,1772,55,213,0,0,215,0,272,0,4,0,0,10,0,10,0,0,0,0,0,0,0,55,221,3,0,225,0,281,0,0,0,0,0,0,0,1771,270,4,0,281,0,2053,825,15,0,0,20,0,851,25,100,5,0,98,0,124,0,9,0,0,9,0,7,0,0,0,0,0,0,0,22,102,5,0,104,0,134,0,0,0,0,0,0,0,849,125,3,0,128,0,978,462,13,0,0,13,0,471,18,67,0,0,67,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,67,0,0,63,0,86,0,0,0,0,0,0,0,482,79,0,0,79,0,559,564,11,0,0
POA6172,493,19,0,0,19,0,508,25,40,0,0,43,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,44,0,0,46,0,68,0,0,0,0,0,3,3,517,63,0,0,61,4,579,616,18,0,0,18,0,638,40,55,0,3,64,0,103,0,3,0,0,3,0,7,0,0,0,0,0,0,0,43,64,4,3,68,0,106,0,0,0,0,0,0,0,656,77,4,3,88,5,743,367,11,0,0,11,0,384,21,29,0,0,27,0,48,0,0,0,0,4,0,3,0,0,0,0,0,0,0,18,28,4,0,32,0,52,0,0,0,0,0,0,0,393,42,4,0,42,0,434,265,8,0,0,8,0,274,6,12,0,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,14,0,21,0,0,0,0,0,0,0,276,18,0,0,18,0,298,332,11,0,0
POA6173,601,9,0,0,8,0,612,35,35,0,0,35,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,0,0,35,0,64,0,0,0,0,0,0,0,637,39,0,0,40,0,675,768,6,0,0,6,0,774,33,30,3,0,37,0,67,0,3,0,0,3,0,3,3,0,0,0,0,0,3,40,32,3,0,38,0,71,0,0,0,0,0,0,0,803,43,3,0,46,0,855,469,0,0,0,0,0,469,20,12,0,0,13,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,13,0,31,0,0,0,0,0,0,0,483,12,0,0,13,0,503,307,4,0,0,4,0,319,5,14,0,0,14,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,16,0,28,0,0,0,0,0,0,0,317,23,0,0,23,0,344,385,3,0,0
POA6174,185,5,0,0,5,0,193,5,17,0,0,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,17,0,21,0,0,0,0,0,0,0,194,22,0,0,22,0,215,194,3,0,0,3,0,199,3,8,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,17,0,0,0,0,0,0,0,204,16,0,0,16,0,214,96,3,0,0,3,0,96,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,97,6,0,0,6,0,104,61,0,0,0,0,0,59,3,7,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,9,0,0,0,0,0,0,0,61,9,0,0,9,0,68,97,0,0,0
POA6175,198,0,0,0,0,0,199,20,12,0,0,12,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,12,0,25,0,0,0,0,0,0,0,215,7,0,0,7,0,230,211,0,0,0,0,0,211,8,9,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,9,0,13,3,0,0,0,0,0,3,221,9,0,0,9,0,227,119,0,0,0,0,0,118,7,7,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,7,0,11,0,0,0,0,0,0,0,124,7,0,0,7,0,129,78,0,0,0,0,0,78,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,85,0,0,0,0,0,88,99,3,0,0
POA6176,74,0,0,0,0,0,72,3,4,0,0,4,0,12,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,5,0,0,5,0,8,0,0,0,0,0,0,0,76,5,0,0,5,0,87,65,3,0,0,3,0,66,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,65,4,0,0,4,0,72,32,0,0,0,0,0,32,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,32,3,0,0,3,0,36,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,33,0,0,0
POA6180,287,3,0,0,3,0,292,7,36,0,0,36,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,0,0,36,0,46,0,0,0,0,0,0,0,294,40,0,0,40,0,337,275,3,0,0,3,4,278,11,25,0,0,25,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,29,0,0,27,0,45,0,0,0,0,0,0,0,287,33,0,0,31,4,323,129,4,0,0,4,0,128,10,15,3,0,16,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,3,0,16,0,34,0,0,0,0,0,0,0,137,17,3,0,25,0,159,67,0,0,0,0,0,68,3,17,0,0,23,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,20,0,23,0,0,0,0,0,0,0,65,19,0,0,22,0,90,75,0,0,0
POA6181,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,18,28,0,0,0,0,0,25,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,29,0,0,0,0,0,30,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,14,0,0,0,0,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,18,19,0,0,0
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,47,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,46,55,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,60,26,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,25,17,0,0,0,0,0,17,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,17,28,0,0,0
POA6208,402,4,0,0,4,3,411,16,7,0,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,7,0,24,3,0,0,0,0,0,5,417,16,0,0,16,3,434,417,3,0,0,3,0,422,8,19,0,0,19,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,0,19,0,29,0,0,0,0,0,0,0,425,25,0,0,25,6,452,251,0,0,0,0,0,253,0,13,0,0,13,0,13,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,17,0,0,17,0,14,0,0,0,0,0,0,0,253,15,0,0,15,0,265,154,0,0,0,0,0,158,0,7,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,8,0,0,0,0,0,0,0,158,8,0,0,4,0,162,174,0,0,0
POA6209,45,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,45,0,3,0,3,0,43,57,0,0,0,0,0,57,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,61,0,0,0,0,0,59,53,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,52,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,26,42,0,0,0
POA6210,1882,42,0,0,47,10,1936,124,208,9,0,218,0,338,0,20,3,0,24,0,22,3,0,0,0,0,0,5,132,228,7,3,243,0,367,3,0,0,0,0,0,8,2018,275,7,4,288,14,2314,2066,40,0,0,40,0,2107,110,216,8,3,225,3,341,0,11,4,0,14,0,14,4,0,0,0,0,0,5,112,229,9,3,245,3,364,3,3,0,0,3,0,9,2185,267,9,3,289,3,2477,1164,25,0,0,25,0,1190,57,120,4,0,124,0,182,0,6,3,0,10,0,10,0,0,0,0,0,0,3,57,126,5,0,132,0,188,0,0,0,0,0,0,0,1230,150,5,0,159,0,1385,763,20,0,0,20,0,783,37,80,0,0,78,0,111,0,3,0,0,5,0,6,0,0,0,0,0,0,0,33,80,3,0,87,0,120,4,0,0,0,0,0,4,803,102,3,0,105,0,903,1084,22,0,0
POA6211,230,6,0,0,6,0,232,19,17,0,0,17,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,0,0,17,0,35,0,0,0,0,0,0,0,244,21,0,0,21,0,269,313,3,0,0,3,0,315,12,13,0,0,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,13,0,29,3,0,0,0,0,0,3,325,17,0,0,17,0,346,172,3,0,0,3,0,181,12,7,0,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,7,0,20,0,0,0,0,0,0,0,179,16,0,0,16,0,195,93,0,0,0,0,0,90,4,8,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,6,0,12,0,0,0,0,0,0,0,95,5,0,0,12,0,108,126,0,0,0
POA6213,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,34,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,35,19,0,0,0,0,0,19,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,19,3,0,0,3,0,17,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,16,4,0,0,0
POA6214,22,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,21,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,32,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,14,0,0,0
POA6215,117,3,0,0,3,0,118,6,11,0,0,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,11,0,20,0,0,0,0,0,0,0,128,9,0,0,9,0,142,147,0,0,0,0,0,143,7,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,4,0,0,0,0,0,0,0,152,5,0,0,5,0,151,102,0,0,0,0,0,103,3,6,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,4,0,0,0,0,0,0,0,106,3,0,0,6,0,110,67,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,68,3,0,0,3,0,73,68,0,0,0
POA6218,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,7,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,5,5,0,0
