region_id,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
POA6232,3,387,26,416,16,638,38,692,14,317,12,343,5,281,14,300,9,638,33,680,9,570,25,604,10,568,29,607,20,426,15,461,26,253,12,291,38,148,10,196,30,34,4,68,180,4260,218,4658,0,355,18,373,9,627,20,656,4,277,15,296,3,318,16,337,11,650,23,684,9,663,28,700,12,578,23,613,22,420,12,454,30,277,16,323,51,157,10,218,69,37,4,110,220,4359,185,4764,3,742,44,789,25,1265,58,1348,18,594,27,639,8,599,30,637,20,1288,56,1364,18,1233,53,1304,22,1146,52,1220,42,846,27,915,56,530,28,614,89,305,20,414,99,71,8,178,400,8619,403,9422
POA6233,5,591,31,627,40,1206,64,1310,10,559,32,601,7,359,28,394,8,893,84,985,6,1046,80,1132,24,1058,65,1147,36,836,54,926,31,434,31,496,28,149,12,189,18,25,5,48,213,7156,486,7855,6,566,33,605,19,1193,71,1283,4,468,18,490,6,375,26,407,11,975,63,1049,5,1151,58,1214,19,1120,65,1204,31,843,51,925,20,428,20,468,46,163,15,224,20,29,5,54,187,7311,425,7923,11,1157,64,1232,59,2399,135,2593,14,1027,50,1091,13,734,54,801,19,1868,147,2034,11,2197,138,2346,43,2178,130,2351,67,1679,105,1851,51,862,51,964,74,312,27,413,38,54,10,102,400,14467,911,15778
POA6236,0,52,5,57,3,165,5,173,3,72,3,78,3,38,0,41,0,52,0,52,0,141,5,146,3,169,12,184,3,141,5,149,4,64,4,72,0,22,3,25,0,0,6,6,19,916,48,983,0,47,0,47,0,173,4,177,3,61,3,67,0,32,0,32,3,70,3,76,3,157,4,164,4,175,6,185,3,117,6,126,3,57,0,60,0,17,3,20,5,4,0,9,24,910,29,963,0,99,5,104,3,338,9,350,6,133,6,145,3,70,0,73,3,122,3,128,3,298,9,310,7,344,18,369,6,258,11,275,7,121,4,132,0,39,6,45,5,4,6,15,43,1826,77,1946
POA6237,0,75,5,80,3,180,14,197,0,83,0,83,3,54,0,57,3,92,3,98,3,138,11,152,5,213,13,231,12,181,11,204,10,111,12,133,3,39,4,46,3,4,0,7,45,1170,73,1288,0,73,4,77,3,177,13,193,4,72,4,80,0,35,4,39,3,107,4,114,0,175,6,181,0,218,6,224,0,191,9,200,4,101,7,112,0,31,0,31,3,5,3,11,17,1185,60,1262,0,148,9,157,6,357,27,390,4,155,4,163,3,89,4,96,6,199,7,212,3,313,17,333,5,431,19,455,12,372,20,404,14,212,19,245,3,70,4,77,6,9,3,18,62,2355,133,2550
POA6239,0,111,5,116,8,279,9,296,4,126,12,142,0,66,3,69,0,160,14,174,4,254,15,273,12,288,15,315,13,299,19,331,17,186,3,206,18,74,0,92,4,12,4,20,80,1855,99,2034,0,115,5,120,3,277,9,289,0,101,3,104,4,77,0,81,4,172,7,183,4,281,11,296,9,320,12,341,7,279,12,298,9,171,7,187,18,69,0,87,25,11,0,36,83,1873,66,2022,0,226,10,236,11,556,18,585,4,227,15,246,4,143,3,150,4,332,21,357,8,535,26,569,21,608,27,656,20,578,31,629,26,357,10,393,36,143,0,179,29,23,4,56,163,3728,165,4056
POA6240,0,13,0,13,0,25,0,25,0,3,0,3,0,5,0,5,0,12,0,12,0,11,4,15,0,20,0,20,0,31,0,31,0,20,0,20,0,0,0,0,0,0,0,0,0,140,4,144,0,5,0,5,0,16,0,16,0,3,0,3,0,5,0,5,0,8,0,8,0,16,0,16,0,26,0,26,3,24,0,27,0,13,3,16,0,0,0,0,0,0,0,0,3,116,3,122,0,18,0,18,0,41,0,41,0,6,0,6,0,10,0,10,0,20,0,20,0,27,4,31,0,46,0,46,3,55,0,58,0,33,3,36,0,0,0,0,0,0,0,0,3,256,7,266
POA6244,0,57,0,57,3,96,5,104,0,29,0,29,0,19,3,22,0,64,3,67,0,103,7,110,5,123,4,132,9,113,3,125,8,85,0,93,4,32,0,36,3,8,3,14,32,729,28,789,0,65,6,71,0,103,3,106,0,29,0,29,0,20,0,20,0,80,0,80,3,102,3,108,3,105,6,114,9,106,3,118,7,79,0,86,8,36,0,44,8,12,3,23,38,737,24,799,0,122,6,128,3,199,8,210,0,58,0,58,0,39,3,42,0,144,3,147,3,205,10,218,8,228,10,246,18,219,6,243,15,164,0,179,12,68,0,80,11,20,6,37,70,1466,52,1588
POA6251,0,15,3,18,0,28,5,33,3,12,0,15,0,5,0,5,0,13,3,16,0,25,3,28,4,34,3,41,0,36,3,39,3,17,5,25,0,7,0,7,0,0,0,0,10,192,25,227,0,8,0,8,0,27,0,27,0,10,0,10,0,4,0,4,0,18,0,18,3,26,0,29,0,40,3,43,4,29,3,36,0,19,0,19,0,7,4,11,0,3,0,3,7,191,10,208,0,23,3,26,0,55,5,60,3,22,0,25,0,9,0,9,0,31,3,34,3,51,3,57,4,74,6,84,4,65,6,75,3,36,5,44,0,14,4,18,0,3,0,3,17,383,35,435
POA6253,0,13,0,13,4,32,0,36,0,4,0,4,0,10,0,10,0,8,0,8,0,32,0,32,3,23,3,29,3,68,3,74,4,42,6,52,0,14,0,14,0,0,0,0,14,246,12,272,0,14,0,14,0,20,0,20,0,5,0,5,0,3,0,3,0,13,0,13,0,31,0,31,5,53,0,58,7,75,4,86,0,37,5,42,0,6,0,6,0,8,0,8,12,265,9,286,0,27,0,27,4,52,0,56,0,9,0,9,0,13,0,13,0,21,0,21,0,63,0,63,8,76,3,87,10,143,7,160,4,79,11,94,0,20,0,20,0,8,0,8,26,511,21,558
POA6254,0,20,3,23,3,34,0,37,3,24,0,27,0,8,0,8,0,20,0,20,3,34,3,40,0,52,0,52,4,47,3,54,3,36,3,42,0,11,0,11,0,3,0,3,16,289,12,317,0,20,0,20,3,43,0,46,0,8,0,8,0,10,0,10,0,32,0,32,3,35,0,38,3,49,0,52,3,49,3,55,3,31,3,37,0,9,3,12,0,4,0,4,15,290,9,314,0,40,3,43,6,77,0,83,3,32,0,35,0,18,0,18,0,52,0,52,6,69,3,78,3,101,0,104,7,96,6,109,6,67,6,79,0,20,3,23,0,7,0,7,31,579,21,631
POA6255,0,106,6,112,19,231,7,257,0,80,3,83,3,37,0,40,0,126,7,133,0,173,3,176,8,255,6,269,21,268,7,296,9,214,6,229,10,59,3,72,9,11,3,23,79,1560,51,1690,0,99,0,99,0,249,4,253,3,85,3,91,3,41,4,48,0,141,6,147,5,228,10,243,13,248,0,261,10,311,8,329,13,181,8,202,16,68,0,84,15,16,0,31,78,1667,43,1788,0,205,6,211,19,480,11,510,3,165,6,174,6,78,4,88,0,267,13,280,5,401,13,419,21,503,6,530,31,579,15,625,22,395,14,431,26,127,3,156,24,27,3,54,157,3227,94,3478
POA6256,0,4,0,4,0,14,5,19,0,6,0,6,4,0,0,4,0,3,0,3,0,12,0,12,5,15,0,20,0,21,0,21,0,14,0,14,0,6,0,6,0,0,0,0,9,95,5,109,0,6,0,6,0,17,0,17,0,5,0,5,0,0,0,0,0,3,0,3,0,15,0,15,0,20,0,20,0,12,3,15,0,10,0,10,0,4,0,4,0,3,0,3,0,95,3,98,0,10,0,10,0,31,5,36,0,11,0,11,4,0,0,4,0,6,0,6,0,27,0,27,5,35,0,40,0,33,3,36,0,24,0,24,0,10,0,10,0,3,0,3,9,190,8,207
POA6258,0,198,12,210,7,473,21,501,3,207,8,218,0,164,7,171,0,270,11,281,8,357,18,383,25,462,31,518,16,387,17,420,24,230,10,264,38,104,7,149,21,21,0,42,142,2873,142,3157,3,169,14,186,9,457,25,491,3,182,8,193,4,160,0,164,8,282,13,303,8,399,18,425,14,450,20,484,19,366,18,403,20,241,9,270,40,103,8,151,42,34,4,80,170,2843,137,3150,3,367,26,396,16,930,46,992,6,389,16,411,4,324,7,335,8,552,24,584,16,756,36,808,39,912,51,1002,35,753,35,823,44,471,19,534,78,207,15,300,63,55,4,122,312,5716,279,6307
POA6260,0,41,4,45,3,132,3,138,3,47,3,53,0,21,3,24,0,61,0,61,3,99,0,102,3,116,10,129,3,117,6,126,3,64,0,67,3,33,3,39,3,7,0,10,24,738,32,794,0,41,0,41,3,113,3,119,3,40,3,46,0,15,0,15,0,64,6,70,3,114,3,120,3,102,3,108,7,109,3,119,6,43,4,53,4,37,0,41,7,7,3,17,36,685,28,749,0,82,4,86,6,245,6,257,6,87,6,99,0,36,3,39,0,125,6,131,6,213,3,222,6,218,13,237,10,226,9,245,9,107,4,120,7,70,3,80,10,14,3,27,60,1423,60,1543
POA6262,0,15,5,20,0,53,6,59,0,22,0,22,0,5,0,5,0,17,0,17,0,46,4,50,4,75,5,84,4,72,6,82,3,39,4,46,3,16,4,23,0,0,0,0,14,360,34,408,0,20,0,20,0,42,3,45,0,9,0,9,0,9,0,9,0,21,3,24,0,48,6,54,9,63,3,75,6,61,3,70,0,32,4,36,3,16,0,19,0,0,0,0,18,321,22,361,0,35,5,40,0,95,9,104,0,31,0,31,0,14,0,14,0,38,3,41,0,94,10,104,13,138,8,159,10,133,9,152,3,71,8,82,6,32,4,42,0,0,0,0,32,681,56,769
POA6271,0,100,24,124,9,177,28,214,0,80,9,89,0,46,6,52,4,122,20,146,3,189,21,213,5,186,22,213,11,157,20,188,16,104,0,120,8,30,0,38,0,3,3,6,56,1194,153,1403,0,97,20,117,0,209,33,242,0,69,8,77,0,57,6,63,0,140,18,158,3,208,22,233,5,181,16,202,15,166,15,196,8,91,3,102,8,33,6,47,7,4,0,11,46,1255,147,1448,0,197,44,241,9,386,61,456,0,149,17,166,0,103,12,115,4,262,38,304,6,397,43,446,10,367,38,415,26,323,35,384,24,195,3,222,16,63,6,85,7,7,3,17,102,2449,300,2851
POA6275,0,27,0,27,3,80,0,83,0,38,0,38,0,13,0,13,3,50,6,59,3,71,3,77,7,88,6,101,10,134,6,150,9,84,4,97,4,18,3,25,3,3,0,6,42,606,28,676,0,30,0,30,4,55,0,59,0,26,0,26,0,12,3,15,0,41,0,41,0,76,3,79,0,95,3,98,7,122,3,132,3,67,3,73,7,17,0,24,3,3,3,9,24,544,18,586,0,57,0,57,7,135,0,142,0,64,0,64,0,25,3,28,3,91,6,100,3,147,6,156,7,183,9,199,17,256,9,282,12,151,7,170,11,35,3,49,6,6,3,15,66,1150,46,1262
POA6280,8,781,50,839,48,1597,83,1728,14,744,28,786,12,496,40,548,28,1086,78,1192,28,1365,99,1492,45,1403,73,1521,70,1255,68,1393,73,875,56,1004,79,539,29,647,62,106,9,177,467,10247,613,11327,3,762,57,822,25,1509,83,1617,7,726,28,761,8,498,23,529,16,1192,54,1262,28,1605,73,1706,52,1580,72,1704,52,1387,62,1501,63,985,49,1097,147,628,33,808,187,139,24,350,588,11011,558,12157,11,1543,107,1661,73,3106,166,3345,21,1470,56,1547,20,994,63,1077,44,2278,132,2454,56,2970,172,3198,97,2983,145,3225,122,2642,130,2894,136,1860,105,2101,226,1167,62,1455,249,245,33,527,1055,21258,1171,23484
POA6281,3,207,8,218,3,418,27,448,0,157,3,160,3,100,15,118,0,298,26,324,5,442,33,480,3,333,17,353,7,306,19,332,14,214,8,236,5,76,4,85,7,20,0,27,50,2571,160,2781,3,183,15,201,4,377,16,397,0,130,0,130,0,80,7,87,3,372,21,396,3,473,22,498,7,354,14,375,4,323,10,337,5,213,5,223,15,81,4,100,7,18,0,25,51,2604,114,2769,6,390,23,419,7,795,43,845,0,287,3,290,3,180,22,205,3,670,47,720,8,915,55,978,10,687,31,728,11,629,29,669,19,427,13,459,20,157,8,185,14,38,0,52,101,5175,274,5550
POA6282,3,50,3,56,3,81,3,87,0,31,0,31,0,15,3,18,0,42,0,42,3,107,11,121,0,97,6,103,0,106,5,111,3,54,3,60,0,8,0,8,0,3,0,3,12,594,34,640,0,41,3,44,0,89,3,92,0,32,3,35,0,10,0,10,0,56,3,59,3,109,5,117,0,91,6,97,0,94,5,99,3,38,0,41,0,10,4,14,0,3,0,3,6,573,32,611,3,91,6,100,3,170,6,179,0,63,3,66,0,25,3,28,0,98,3,101,6,216,16,238,0,188,12,200,0,200,10,210,6,92,3,101,0,18,4,22,0,6,0,6,18,1167,66,1251
POA6284,0,75,3,78,0,116,13,129,4,40,6,50,0,18,3,21,0,87,11,98,3,150,17,170,0,98,8,106,0,88,7,95,4,47,10,61,0,18,3,21,0,3,0,3,11,740,81,832,0,64,8,72,0,103,13,116,0,41,3,44,0,13,3,16,0,107,8,115,0,136,8,144,3,104,5,112,0,78,6,84,0,44,0,44,0,18,0,18,0,3,3,6,3,711,57,771,0,139,11,150,0,219,26,245,4,81,9,94,0,31,6,37,0,194,19,213,3,286,25,314,3,202,13,218,0,166,13,179,4,91,10,105,0,36,3,39,0,6,3,9,14,1451,138,1603
POA6285,4,289,29,322,13,514,39,566,0,220,13,233,0,142,12,154,0,483,68,551,5,584,70,659,9,478,54,541,10,370,32,412,5,151,15,171,13,84,7,104,10,18,3,31,69,3333,342,3744,3,279,20,302,7,501,43,551,3,175,15,193,4,143,10,157,7,511,51,569,7,616,51,674,8,521,34,563,8,373,25,406,9,171,13,193,21,88,8,117,34,22,3,59,111,3400,273,3784,7,568,49,624,20,1015,82,1117,3,395,28,426,4,285,22,311,7,994,119,1120,12,1200,121,1333,17,999,88,1104,18,743,57,818,14,322,28,364,34,172,15,221,44,40,6,90,180,6733,615,7528
POA6286,0,14,0,14,0,26,0,26,0,16,0,16,0,9,3,12,0,22,3,25,0,40,8,48,4,51,10,65,0,61,5,66,0,22,0,22,0,11,0,11,0,0,4,4,4,272,33,309,0,6,3,9,0,24,0,24,0,17,0,17,0,12,0,12,0,19,4,23,3,34,3,40,0,40,3,43,3,60,3,66,0,26,0,26,4,6,0,10,0,3,0,3,10,247,16,273,0,20,3,23,0,50,0,50,0,33,0,33,0,21,3,24,0,41,7,48,3,74,11,88,4,91,13,108,3,121,8,132,0,48,0,48,4,17,0,21,0,3,4,7,14,519,49,582
POA6288,0,10,0,10,3,23,0,26,0,10,3,13,0,7,0,7,0,15,0,15,0,22,0,22,0,39,4,43,0,34,3,37,0,14,3,17,3,3,3,9,3,3,0,6,9,180,16,205,0,4,0,4,0,19,0,19,0,14,0,14,0,4,0,4,0,16,0,16,0,34,0,34,3,32,5,40,0,37,3,40,0,20,3,23,0,5,0,5,3,0,0,3,6,185,11,202,0,14,0,14,3,42,0,45,0,24,3,27,0,11,0,11,0,31,0,31,0,56,0,56,3,71,9,83,0,71,6,77,0,34,6,40,3,8,3,14,6,3,0,9,15,365,27,407
POA6290,0,26,0,26,8,75,0,83,6,28,0,34,0,17,3,20,3,49,3,55,3,78,6,87,3,115,3,121,8,145,9,162,7,117,6,130,9,60,4,73,7,15,3,25,54,725,37,816,0,31,0,31,3,52,3,58,0,35,0,35,0,20,0,20,0,49,0,49,6,61,6,73,4,119,6,129,0,151,5,156,5,126,3,134,8,78,6,92,17,32,4,53,43,754,33,830,0,57,0,57,11,127,3,141,6,63,0,69,0,37,3,40,3,98,3,104,9,139,12,160,7,234,9,250,8,296,14,318,12,243,9,264,17,138,10,165,24,47,7,78,97,1479,70,1646
POA6302,3,75,9,87,8,215,13,236,6,96,8,110,3,48,5,56,5,125,11,141,6,158,11,175,8,233,28,269,24,259,17,300,14,184,10,208,10,86,6,102,3,9,0,12,90,1488,118,1696,3,80,5,88,5,190,12,207,0,74,5,79,4,46,4,54,0,128,0,128,0,208,10,218,7,256,13,276,22,272,20,314,9,178,8,195,20,76,7,103,19,11,6,36,89,1519,90,1698,6,155,14,175,13,405,25,443,6,170,13,189,7,94,9,110,5,253,11,269,6,366,21,393,15,489,41,545,46,531,37,614,23,362,18,403,30,162,13,205,22,20,6,48,179,3007,208,3394
POA6304,3,33,0,36,3,103,0,106,4,28,4,36,3,22,3,28,0,43,4,47,4,75,7,86,4,107,4,115,14,141,0,155,16,113,8,137,4,42,4,50,4,9,3,16,59,716,37,812,0,34,0,34,0,90,5,95,0,24,0,24,0,18,0,18,0,47,3,50,3,78,6,87,7,97,4,108,17,128,8,153,12,102,4,118,4,37,6,47,11,10,0,21,54,665,36,755,3,67,0,70,3,193,5,201,4,52,4,60,3,40,3,46,0,90,7,97,7,153,13,173,11,204,8,223,31,269,8,308,28,215,12,255,8,79,10,97,15,19,3,37,113,1381,73,1567
POA6306,0,34,0,34,4,48,0,52,0,12,0,12,0,14,0,14,3,31,0,34,3,60,8,71,6,59,4,69,3,68,10,81,7,49,5,61,10,19,0,29,7,9,0,16,43,403,27,473,0,32,5,37,0,62,0,62,0,11,3,14,0,21,0,21,3,42,3,48,0,56,3,59,0,49,0,49,4,54,0,58,4,49,8,61,8,25,0,33,19,0,0,19,38,401,22,461,0,66,5,71,4,110,0,114,0,23,3,26,0,35,0,35,6,73,3,82,3,116,11,130,6,108,4,118,7,122,10,139,11,98,13,122,18,44,0,62,26,9,0,35,81,804,49,934
POA6308,0,47,0,47,0,125,4,129,3,28,3,34,3,28,3,34,3,63,4,70,3,96,5,104,4,117,10,131,8,109,7,124,5,82,0,87,8,41,0,49,3,8,0,11,40,744,36,820,0,52,0,52,0,101,14,115,0,22,4,26,0,28,3,31,0,69,0,69,3,108,3,114,0,104,8,112,8,98,4,110,5,91,0,96,4,31,0,35,4,13,4,21,24,717,40,781,0,99,0,99,0,226,18,244,3,50,7,60,3,56,6,65,3,132,4,139,6,204,8,218,4,221,18,243,16,207,11,234,10,173,0,183,12,72,0,84,7,21,4,32,64,1461,76,1601
POA6309,0,6,0,6,0,16,0,16,0,3,0,3,0,3,0,3,0,7,0,7,0,20,0,20,0,22,3,25,0,29,0,29,0,19,0,19,3,3,0,6,0,0,0,0,3,128,3,134,0,12,0,12,0,14,0,14,0,4,3,7,0,3,0,3,0,15,0,15,0,17,0,17,0,15,3,18,3,21,0,24,0,13,0,13,3,3,0,6,0,3,0,3,6,120,6,132,0,18,0,18,0,30,0,30,0,7,3,10,0,6,0,6,0,22,0,22,0,37,0,37,0,37,6,43,3,50,0,53,0,32,0,32,6,6,0,12,0,3,0,3,9,248,9,266
POA6311,0,25,0,25,3,33,0,36,0,16,0,16,0,6,0,6,0,21,0,21,0,42,3,45,0,48,0,48,3,43,3,49,3,33,0,36,3,14,0,17,0,0,0,0,12,281,6,299,0,26,0,26,3,43,0,46,3,17,3,23,0,6,0,6,0,21,0,21,0,42,3,45,3,48,0,51,0,47,0,47,3,22,0,25,3,7,0,10,0,3,0,3,15,282,6,303,0,51,0,51,6,76,0,82,3,33,3,39,0,12,0,12,0,42,0,42,0,84,6,90,3,96,0,99,3,90,3,96,6,55,0,61,6,21,0,27,0,3,0,3,27,563,12,602
POA6312,0,170,16,186,7,366,26,399,3,233,12,248,3,102,10,115,3,193,19,215,13,298,22,333,5,312,16,333,13,271,11,295,11,159,8,178,14,80,8,102,19,17,3,39,91,2201,151,2443,0,173,13,186,3,343,14,360,0,191,7,198,0,138,8,146,6,260,10,276,11,290,13,314,12,309,14,335,13,242,10,265,21,153,9,183,40,97,7,144,49,24,3,76,155,2220,108,2483,0,343,29,372,10,709,40,759,3,424,19,446,3,240,18,261,9,453,29,491,24,588,35,647,17,621,30,668,26,513,21,560,32,312,17,361,54,177,15,246,68,41,6,115,246,4421,259,4926
POA6313,0,9,0,9,4,16,0,20,0,8,0,8,0,11,0,11,0,16,0,16,0,26,0,26,0,28,0,28,0,35,0,35,5,19,0,24,0,4,0,4,0,0,0,0,9,172,0,181,0,10,0,10,0,30,3,33,0,11,0,11,0,4,0,4,0,17,0,17,5,26,3,34,0,32,3,35,0,24,0,24,0,11,0,11,0,4,0,4,0,0,0,0,5,169,9,183,0,19,0,19,4,46,3,53,0,19,0,19,0,15,0,15,0,33,0,33,5,52,3,60,0,60,3,63,0,59,0,59,5,30,0,35,0,8,0,8,0,0,0,0,14,341,9,364
POA6315,0,80,3,83,4,114,3,121,5,33,0,38,3,36,3,42,0,87,4,91,3,95,0,98,0,115,9,124,9,142,6,157,11,101,4,116,8,41,5,54,7,8,0,15,50,852,37,939,0,54,0,54,0,119,5,124,3,41,0,44,0,29,0,29,3,97,3,103,3,97,0,100,3,119,4,126,7,140,4,151,6,78,6,90,7,39,4,50,16,15,6,37,48,828,32,908,0,134,3,137,4,233,8,245,8,74,0,82,3,65,3,71,3,184,7,194,6,192,0,198,3,234,13,250,16,282,10,308,17,179,10,206,15,80,9,104,23,23,6,52,98,1680,69,1847
POA6316,0,20,3,23,0,34,0,34,0,3,0,3,0,8,0,8,0,20,0,20,3,21,3,27,0,44,3,47,3,26,0,29,3,17,0,20,4,7,0,11,0,0,0,0,13,200,9,222,0,8,3,11,0,42,0,42,0,9,0,9,0,5,0,5,0,29,0,29,0,28,0,28,0,32,0,32,3,20,0,23,0,13,3,16,3,0,0,3,0,0,0,0,6,186,6,198,0,28,6,34,0,76,0,76,0,12,0,12,0,13,0,13,0,49,0,49,3,49,3,55,0,76,3,79,6,46,0,52,3,30,3,36,7,7,0,14,0,0,0,0,19,386,15,420
POA6317,3,155,20,178,3,340,9,352,0,137,3,140,0,102,5,107,0,208,19,227,13,238,15,266,14,284,3,301,10,215,19,244,17,141,8,166,11,59,8,78,10,9,3,22,81,1888,112,2081,0,131,15,146,8,322,15,345,0,105,5,110,0,124,4,128,0,247,7,254,7,275,11,293,11,260,10,281,21,212,5,238,19,137,6,162,26,75,3,104,20,17,4,41,112,1905,85,2102,3,286,35,324,11,662,24,697,0,242,8,250,0,226,9,235,0,455,26,481,20,513,26,559,25,544,13,582,31,427,24,482,36,278,14,328,37,134,11,182,30,26,7,63,193,3793,197,4183
POA6318,0,5,0,5,0,17,0,17,0,8,0,8,0,4,0,4,6,6,0,12,0,16,0,16,3,18,0,21,0,13,0,13,4,7,0,11,3,7,0,10,0,0,0,0,16,101,0,117,0,8,0,8,0,19,4,23,0,6,0,6,0,3,0,3,0,10,0,10,0,21,0,21,0,16,0,16,0,21,0,21,0,6,0,6,0,0,0,0,0,0,0,0,0,110,4,114,0,13,0,13,0,36,4,40,0,14,0,14,0,7,0,7,6,16,0,22,0,37,0,37,3,34,0,37,0,34,0,34,4,13,0,17,3,7,0,10,0,0,0,0,16,211,4,231
POA6320,0,42,3,45,3,70,5,78,0,18,0,18,0,14,3,17,0,50,3,53,0,57,3,60,0,78,4,82,3,44,3,50,3,30,3,36,3,10,0,13,0,4,0,4,12,417,27,456,0,40,3,43,3,80,3,86,3,19,0,22,0,15,0,15,0,54,3,57,0,54,4,58,0,68,3,71,3,44,3,50,0,20,3,23,3,14,0,17,0,7,3,10,12,415,25,452,0,82,6,88,6,150,8,164,3,37,0,40,0,29,3,32,0,104,6,110,0,111,7,118,0,146,7,153,6,88,6,100,3,50,6,59,6,24,0,30,0,11,3,14,24,832,52,908
POA6321,0,10,0,10,0,24,0,24,0,6,0,6,0,9,0,9,0,12,0,12,4,8,3,15,0,13,6,19,0,13,0,13,0,15,4,19,7,4,0,11,0,4,0,4,11,118,13,142,0,6,0,6,0,22,0,22,0,4,0,4,0,6,0,6,0,15,0,15,0,17,0,17,0,16,0,16,0,11,0,11,0,15,0,15,0,12,0,12,0,0,0,0,0,124,0,124,0,16,0,16,0,46,0,46,0,10,0,10,0,15,0,15,0,27,0,27,4,25,3,32,0,29,6,35,0,24,0,24,0,30,4,34,7,16,0,23,0,4,0,4,11,242,13,266
