POA_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
POA6162,0,0,0,0,0,0,0,0,0,0,258,532,423,879,462,428,222,75,16,3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,3,0,0,24,0,0,0,0,3,3,0,0,4,11,0,0,0,3,4,0,3,0,0,8,0,0,0,3,0,3,5,14,9,35,0,0,0,0,0,0,0,0,0,4,3,18,23,137,122,80,77,29,5,500,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,3,0,0,0,30,0,7,0,14,5,6,4,0,0,43,0,0,4,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,11,3,7,6,3,0,27,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0
POA6163,0,0,5,3,0,0,0,0,0,11,1198,2096,2199,3983,1819,1581,931,496,151,14449,0,0,0,14,0,0,0,3,0,25,0,0,6,24,12,19,9,3,0,76,0,0,0,0,0,0,0,0,0,3,0,0,3,25,8,11,3,0,0,54,0,0,0,12,12,3,0,3,0,30,0,4,29,79,24,19,9,6,0,183,0,0,4,38,35,52,73,76,20,296,0,0,0,4,3,3,4,8,0,35,3,29,91,388,340,327,261,149,57,1656,0,0,0,7,3,3,0,0,0,15,3,3,3,45,14,3,5,3,0,82,0,9,5,48,25,20,35,7,4,159,0,0,3,0,0,3,6,0,0,14,0,0,13,28,4,11,3,3,0,65,3,10,24,147,26,30,32,18,4,283,3,7,21,59,10,12,11,4,0,132,0,3,3,38,13,5,0,0,0,66,3,5,0,20,0,0,0,0,0,37
POA6164,0,0,0,3,0,0,0,0,0,7,2294,3308,2541,5206,1699,1057,504,211,56,16875,0,5,0,24,7,5,0,0,0,39,0,0,6,32,12,12,3,3,0,64,0,0,0,0,0,0,0,0,0,0,0,3,4,20,8,3,3,0,0,42,0,0,0,8,9,5,4,0,0,33,5,60,164,305,73,37,17,3,0,671,0,0,10,42,25,30,23,10,0,148,0,0,0,3,0,3,3,4,0,18,12,131,132,522,435,315,191,85,19,1857,0,0,0,7,0,3,0,0,0,14,0,0,0,15,7,0,0,0,0,27,0,0,10,25,14,12,17,0,3,72,0,0,0,0,0,0,0,0,0,3,0,3,11,48,7,7,0,0,0,83,10,62,73,399,80,46,29,16,0,715,0,4,26,87,21,8,16,3,0,165,0,11,3,73,9,3,4,3,0,107,0,0,3,9,0,0,0,0,0,12
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,6,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,0,0,0,0,0,0,0,0,0,0,248,468,523,715,460,327,190,100,26,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,4,5,3,0,0,0,0,14,0,0,0,10,14,24,33,30,3,111,0,0,0,0,0,0,0,0,0,0,3,25,20,76,74,59,56,30,0,355,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,0,0,0,4,3,4,12,3,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,3,0,0,28,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
POA6167,0,3,3,8,0,0,0,0,0,15,956,1408,1290,2787,848,579,364,118,28,8380,0,0,0,14,3,0,0,0,0,17,0,0,0,3,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,4,0,0,21,0,0,0,16,5,3,5,0,0,28,0,12,12,40,14,4,6,0,0,83,0,0,0,18,5,7,5,6,0,39,0,0,0,0,0,0,0,0,0,0,0,30,17,171,237,208,155,156,40,1021,0,0,0,4,3,3,0,0,0,13,0,0,0,4,5,0,3,0,0,10,0,0,3,3,6,9,13,8,0,43,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,20,6,27,35,211,14,12,5,8,5,315,0,0,4,15,3,3,0,0,0,29,0,0,3,12,5,7,0,0,0,23,0,0,0,10,0,0,0,0,0,10
POA6168,0,0,0,3,0,0,0,0,0,7,548,977,1130,1769,771,762,536,261,82,6844,0,0,0,3,0,0,0,0,0,3,0,0,4,7,6,7,8,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,8,4,3,0,26,0,0,0,4,4,0,0,0,0,6,0,3,5,0,3,0,7,0,0,21,0,0,0,5,3,12,17,6,0,32,0,0,0,3,0,0,0,0,0,3,3,22,61,184,314,313,316,261,88,1571,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,5,3,0,0,16,0,3,0,10,6,13,16,6,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,5,34,9,8,15,15,4,93,0,0,4,6,0,3,0,0,0,17,0,5,0,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
POA6169,0,0,0,0,0,0,0,0,0,0,1033,1909,1737,2785,1256,1111,707,321,142,11007,0,0,0,3,0,0,0,0,0,4,0,0,0,3,4,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,5,5,0,0,21,0,0,0,0,0,0,0,0,0,3,0,3,0,7,3,6,0,0,0,21,0,0,0,3,5,5,3,6,0,27,0,0,0,0,0,0,3,0,0,5,13,78,119,329,498,438,379,257,77,2186,0,3,3,4,3,3,0,0,0,17,0,0,3,14,5,3,0,0,0,21,0,5,3,18,17,9,18,9,0,69,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,3,0,0,0,3,0,10,9,39,14,10,13,10,0,103,0,0,0,6,0,0,0,0,0,17,0,0,0,10,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
POA6170,0,0,0,3,0,0,0,0,0,3,595,591,506,1027,250,187,91,29,3,3274,0,0,0,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,10,3,0,0,0,0,24,0,0,0,3,0,0,0,0,0,7,0,0,5,18,0,4,3,0,0,30,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,3,0,0,0,5,7,17,27,108,105,74,47,28,3,413,0,0,0,9,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,9,25,35,261,20,12,7,0,0,366,0,0,8,6,3,0,0,0,0,11,0,0,0,8,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,3
POA6171,0,0,0,0,0,0,0,0,0,0,1471,1877,1209,2945,711,429,300,100,22,9061,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,16,6,0,0,0,0,34,0,0,0,8,3,0,0,0,0,11,0,0,3,9,0,0,0,0,0,23,0,0,0,4,0,0,3,0,0,18,0,0,0,3,0,3,3,0,0,12,16,171,193,484,430,238,174,94,15,1809,0,0,0,8,6,3,0,0,0,23,0,0,0,6,3,0,0,0,0,11,0,3,0,9,4,9,10,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,16,14,115,17,15,3,0,0,191,0,4,0,9,3,0,0,0,0,26,0,0,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
POA6172,0,0,0,0,0,0,0,0,0,0,423,955,743,1044,495,278,152,97,34,4218,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,70,93,173,247,144,99,64,18,902,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,3,0,0,5,3,8,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,12,3,0,0,0,0,30,0,3,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6173,0,0,0,0,0,0,0,0,0,0,457,809,558,990,371,172,69,19,3,3462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,178,194,283,355,81,76,29,6,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6174,0,0,0,0,0,0,0,0,0,0,133,281,203,382,112,82,33,23,5,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,37,61,70,18,12,3,5,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6175,0,0,0,0,0,0,0,0,0,0,150,274,203,381,140,76,60,16,4,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,48,79,27,27,13,3,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6176,0,0,0,0,0,0,0,0,0,0,46,68,73,128,40,39,21,5,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,16,22,22,11,5,3,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6180,0,0,0,0,0,0,0,0,0,0,239,350,239,479,118,99,111,36,5,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,19,83,62,30,50,28,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6181,0,0,0,0,0,0,0,0,0,0,8,35,37,31,31,18,15,3,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,4,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,0,0,0,0,0,0,30,66,44,93,50,60,40,9,3,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,14,7,5,3,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6208,0,0,0,0,0,0,0,0,0,0,357,662,524,954,495,480,464,246,61,4249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,54,84,92,132,98,17,503,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,10,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6209,0,0,0,0,0,0,0,0,0,0,40,93,109,120,98,109,101,42,9,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,4,20,25,26,8,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6210,0,0,0,7,0,0,0,0,0,8,1704,3140,2977,4675,2411,2511,2375,1412,472,21685,0,7,0,5,0,0,0,0,0,13,0,0,0,3,0,0,3,0,0,7,0,0,0,3,0,0,0,0,0,3,3,6,3,13,6,12,7,3,3,56,0,0,0,3,0,3,0,0,0,12,0,4,6,23,12,3,0,0,0,49,0,4,0,0,3,3,7,5,0,24,0,3,0,3,0,5,3,3,0,21,15,216,248,469,718,553,756,553,143,3663,0,0,0,3,3,0,0,0,0,9,0,0,0,6,3,3,0,3,0,19,0,0,3,7,16,12,54,22,5,112,0,0,0,0,0,5,3,0,0,5,0,8,4,0,4,4,4,0,0,23,3,22,24,133,25,18,18,16,8,260,0,3,7,10,6,3,3,3,3,39,0,10,0,35,6,0,0,0,0,46,0,0,0,3,0,0,0,0,0,3
POA6211,0,0,0,0,0,0,0,0,0,0,213,443,264,511,288,297,283,124,17,2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,26,64,84,70,118,44,9,442,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6213,0,0,0,0,0,0,0,0,0,0,15,40,31,53,50,37,34,13,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6214,0,0,0,0,0,0,0,0,0,0,20,41,28,54,43,33,27,11,3,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6215,0,0,0,0,0,0,0,0,0,0,92,243,184,318,230,213,145,56,17,1492,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,8,26,32,17,13,10,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6218,0,0,0,0,0,0,0,0,0,0,16,21,7,39,19,31,17,3,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6220,0,0,0,0,0,0,0,0,0,0,95,240,191,336,235,209,163,92,18,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,22,25,28,24,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6221,0,0,0,0,0,0,0,0,0,0,4,26,52,19,15,20,10,3,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
