POA_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
POA6215,4,0,0,0,4,0,0,4,80,9,0,0,81,8,3,11,95,3,0,93,177,20,0,0,200,5,0,5,205,3,0,209,19,0,3,0,22,0,0,0,22,0,0,22,11,0,0,5,13,0,0,0,13,0,0,13,286,28,5,8,321,15,3,15,337,6,0,343,3,0,0,0,3,0,0,0,3,0,0,3,15,0,0,0,15,3,0,3,22,0,0,22,19,0,0,0,19,3,0,3,22,0,0,26,304,28,5,8,335,17,3,24,360,8,0,367,138,13,3,5,149,21,0,21,175,20,0,193,0,0,0,0,0,0,0,0,0,0,3,3,435,34,4,12,488,35,3,44,532,28,3,557
POA6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,7,0,0,5,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,3,3,13,0,0,15,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,13,0,0,0,13,3,3,3,12,0,0,15,23,3,4,3,38,9,0,9,45,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,38,3,4,3,47,7,3,10,62,3,0,63
POA6220,3,0,0,0,3,0,0,3,98,9,0,0,107,8,0,9,113,11,0,125,260,38,0,0,300,4,0,4,306,8,0,312,16,4,3,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,370,54,3,0,426,8,0,11,441,11,0,454,12,0,0,0,7,0,0,0,15,0,0,11,7,0,0,0,7,3,0,3,10,0,0,10,18,0,0,0,15,3,0,3,23,0,0,23,383,54,0,0,443,12,0,18,460,17,0,473,176,22,12,3,216,3,0,3,219,8,4,233,0,0,0,0,0,0,0,0,0,0,0,0,558,82,16,8,662,19,3,23,678,23,4,705
POA6221,0,0,0,0,0,0,0,0,4,5,0,0,8,0,0,0,8,0,0,8,29,0,0,0,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,0,0,35,0,0,0,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,7,0,0,0,7,0,0,0,7,0,0,7,35,5,0,0,42,0,0,0,42,0,0,42,13,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,3,57,0,0,0,57,0,0,57
POA6223,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,14,0,0,14,10,0,0,0,15,0,0,0,15,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,36,0,0,0,36,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,36,0,0,0,36,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,33,0,0,0,33,0,0,39
POA6224,0,0,0,0,0,0,0,0,29,0,3,0,29,0,0,0,29,0,0,29,69,0,9,0,74,0,0,0,74,5,0,77,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,103,0,11,0,110,0,0,0,110,3,0,116,0,0,0,0,0,5,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,5,5,4,0,5,103,0,11,0,110,5,0,5,118,9,0,125,34,3,5,4,47,4,0,4,51,11,0,64,0,0,0,0,0,5,0,5,5,0,0,5,133,9,9,4,156,8,0,8,168,16,0,190
POA6225,0,0,0,0,0,0,0,0,153,10,3,3,174,9,0,4,180,13,0,196,448,31,18,5,498,20,0,20,516,24,0,542,18,4,3,0,24,3,0,3,25,0,0,24,10,0,0,4,14,0,0,0,14,0,3,19,631,43,23,12,710,30,0,27,737,45,3,780,9,0,0,0,9,18,0,18,23,0,0,23,23,3,0,0,24,0,0,0,26,3,0,26,27,3,0,0,29,23,0,23,54,3,0,54,664,47,23,12,739,46,0,45,791,48,3,838,260,28,13,12,316,33,5,42,359,74,0,435,0,0,0,0,0,0,0,0,0,0,11,11,924,76,36,20,1061,81,5,90,1150,122,12,1282
POA6226,0,0,0,0,0,0,0,0,25,0,0,0,25,0,3,3,30,3,0,28,79,4,0,0,81,0,0,0,81,0,0,88,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,115,4,0,0,116,0,3,3,118,5,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,4,0,0,116,0,4,4,121,5,0,121,56,4,0,0,57,0,0,0,57,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,168,8,0,3,178,0,4,4,182,5,0,183
POA6227,0,0,0,0,0,0,0,0,19,3,0,0,23,7,0,7,29,0,0,29,88,14,0,0,103,0,0,0,105,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,13,0,0,124,7,0,6,129,0,0,136,3,0,0,0,3,0,0,0,3,0,4,7,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,4,11,116,13,0,0,130,7,0,6,138,3,4,142,43,0,5,0,50,0,0,0,50,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,161,13,5,0,180,7,0,6,188,5,4,190
POA6228,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,13,3,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,19,0,0,0,19,0,0,19,11,3,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,37,0,0,0,37,0,0,35
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,0,0,0,13,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,0,0,0,13,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0,12,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,3,0,19
POA6230,39,0,0,0,40,6,0,45,1024,122,37,11,1195,37,8,45,1237,82,0,1316,2241,248,56,31,2575,78,0,80,2657,72,3,2726,119,7,36,0,169,6,0,6,172,5,0,176,28,0,0,30,55,0,0,0,55,3,3,60,3414,383,127,68,3992,117,5,121,4115,160,3,4284,34,11,3,7,52,23,0,24,72,9,0,87,169,15,0,6,185,21,0,21,205,9,0,217,201,22,3,10,239,38,0,38,281,21,0,299,3614,401,135,82,4229,155,5,166,4394,182,3,4580,1346,145,62,34,1593,74,3,76,1669,182,0,1848,8,0,0,8,15,0,0,0,15,0,10,28,4969,548,193,124,5837,232,9,244,6081,364,16,6460
POA6232,6,0,0,0,6,0,0,6,191,27,4,0,222,5,7,4,231,12,3,242,723,53,27,7,816,19,0,19,828,33,3,864,54,4,7,0,75,0,0,0,75,0,0,75,11,0,0,5,13,0,0,0,13,4,0,21,985,79,41,16,1124,21,7,25,1148,44,5,1194,11,0,0,0,12,12,0,12,21,0,0,25,42,0,3,0,46,3,0,3,47,4,0,47,46,3,3,0,50,16,0,16,66,9,0,70,1034,88,44,16,1175,32,7,40,1213,49,5,1267,453,39,23,23,544,20,0,24,563,28,0,599,0,0,0,0,0,0,0,0,0,0,0,3,1491,127,73,34,1721,53,5,62,1778,86,3,1867
POA6233,12,0,0,0,16,0,0,16,606,34,18,6,662,33,3,36,700,40,0,744,1200,107,45,19,1371,30,5,37,1407,31,0,1443,83,10,12,0,103,3,0,8,107,0,0,112,7,0,0,13,19,0,0,0,18,0,3,26,1901,153,77,30,2159,64,16,75,2237,80,3,2319,42,0,3,0,50,13,0,13,59,3,0,66,99,0,7,4,110,9,3,15,125,3,0,127,143,0,8,9,158,26,3,28,185,8,0,193,2042,153,83,40,2322,87,12,102,2424,87,8,2514,782,66,66,3,920,50,3,47,964,65,0,1029,3,0,0,0,3,0,0,0,3,0,3,6,2827,216,150,45,3237,139,19,153,3394,147,12,3552
POA6236,0,0,0,0,0,0,0,0,59,5,6,0,69,0,0,0,69,3,0,73,148,16,0,0,163,0,0,0,163,0,0,167,8,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,214,21,7,0,245,0,0,0,245,4,0,247,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,14,0,0,0,14,0,0,14,7,0,0,0,14,0,0,0,14,3,0,19,228,21,7,4,255,4,0,4,262,5,0,264,79,3,4,0,89,0,0,0,88,5,0,93,0,0,0,0,0,0,0,0,0,0,0,0,306,26,5,4,339,4,0,3,346,15,0,358
POA6237,0,0,0,0,0,0,0,0,94,12,0,0,109,0,0,0,114,3,0,120,135,27,10,0,171,0,0,0,173,6,0,181,16,3,3,0,22,0,0,0,22,0,0,22,3,0,0,0,3,0,0,0,3,0,0,3,253,39,11,0,306,3,0,3,310,13,0,318,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,3,0,4,5,0,0,0,5,0,0,0,5,3,0,4,258,39,11,0,307,3,0,3,312,12,0,324,96,5,3,3,105,4,0,4,111,15,0,123,0,0,0,0,0,0,0,0,0,0,0,0,346,49,15,3,416,5,0,5,421,30,0,448
POA6239,3,0,0,0,3,0,0,3,97,27,8,0,128,3,0,3,132,13,0,143,196,36,10,3,241,13,5,11,256,8,0,262,4,0,3,0,9,0,0,0,12,0,0,12,4,3,0,3,12,0,0,0,12,0,0,12,303,62,14,8,388,13,3,17,408,16,0,423,0,0,3,0,3,0,0,0,3,0,0,3,5,4,0,0,12,0,0,0,8,0,0,8,5,4,3,0,11,0,0,0,13,0,0,13,310,65,18,8,401,18,3,21,419,16,0,440,179,18,22,14,231,5,0,5,240,11,3,255,0,3,0,0,3,0,0,0,3,0,0,3,489,87,41,23,639,20,3,22,657,34,3,697
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,0,0,7,0,0,7
POA6243,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,4,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,0,0,9
POA6244,0,0,0,0,0,0,0,0,38,7,4,0,49,0,0,0,49,0,0,49,66,3,0,0,75,0,0,0,77,0,0,78,3,3,5,0,11,0,0,0,11,0,0,11,3,0,0,0,3,0,0,0,3,0,0,3,109,20,13,0,139,0,0,0,140,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,20,13,0,140,0,0,0,140,0,0,139,54,4,3,0,59,0,0,0,59,10,0,69,0,0,0,0,0,0,0,0,0,0,0,0,159,22,12,0,203,0,0,0,202,8,0,213
POA6251,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,10,0,0,6,19,0,0,0,19,0,0,0,19,4,0,23,3,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,3,0,29,0,0,0,29,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,3,0,29,0,0,0,29,4,0,36,14,3,3,0,25,0,0,0,25,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,42,5,5,0,48,0,0,0,48,10,0,60
POA6252,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,17,0,0,17
POA6253,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,11,7,11,0,0,17,0,0,0,17,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,0,0,34,0,0,0,34,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,22,8,0,0,33,0,0,0,33,3,0,37,16,0,0,4,25,0,0,0,25,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,40,12,0,4,60,0,0,0,60,5,0,65
POA6254,0,0,0,0,0,0,0,0,7,3,0,0,7,0,0,0,7,0,0,7,19,3,0,0,21,0,0,0,21,5,0,30,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,40,0,0,0,40,5,0,44,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,3,3,0,6,0,3,0,0,3,3,0,3,9,3,0,11,35,11,0,0,40,3,0,3,41,8,0,54,15,0,0,0,11,0,0,0,11,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,42,11,0,0,56,3,0,3,58,10,0,68
POA6255,4,0,0,0,4,0,0,4,68,11,0,0,81,6,7,12,91,4,0,95,189,40,0,0,233,12,0,12,239,15,0,253,4,0,4,0,10,0,0,0,10,0,0,10,0,0,0,3,3,0,0,0,3,0,0,3,268,45,9,3,325,13,7,17,340,14,0,357,3,0,0,0,3,0,0,0,3,3,0,4,20,0,0,0,20,0,3,3,24,0,0,24,21,0,0,0,23,0,3,3,30,3,0,31,287,45,5,3,346,13,4,20,372,16,0,387,88,14,4,7,118,13,3,17,129,20,0,150,0,0,0,0,0,0,0,0,0,0,9,9,375,65,18,12,462,23,13,38,500,33,9,541
POA6256,0,0,0,0,0,0,0,0,11,3,0,0,13,0,0,0,13,0,0,13,27,3,0,0,31,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,35,8,0,0,43,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,0,0,43,0,0,0,43,0,0,43,3,3,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,42,14,0,0,56,0,0,0,56,0,0,52
POA6258,0,0,0,0,0,0,0,0,197,21,10,0,225,5,0,5,231,9,3,247,394,25,5,0,428,3,0,3,432,22,0,455,7,3,9,0,24,0,0,0,24,0,0,24,5,0,0,0,12,0,0,0,12,0,0,12,605,55,23,0,686,10,0,10,698,34,3,727,9,0,0,0,10,0,0,0,10,0,0,11,15,0,0,0,15,4,0,4,16,0,0,16,18,0,0,0,20,4,0,4,28,0,0,28,628,55,29,0,708,13,0,13,719,30,3,756,154,22,13,9,196,10,7,19,211,40,0,255,3,0,0,0,3,0,0,0,3,0,4,3,779,74,36,15,907,22,7,28,936,76,9,1019
POA6260,0,0,0,0,0,0,0,0,62,0,6,0,68,0,0,0,68,6,0,70,71,19,3,0,97,0,0,0,97,0,0,97,8,0,3,0,10,0,0,0,10,0,0,10,0,0,0,0,4,0,0,0,4,0,0,4,142,19,13,0,175,0,0,0,175,6,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,6,0,3,0,0,6,0,0,0,6,0,0,6,150,24,13,0,181,0,0,0,181,6,0,187,28,3,0,0,33,3,0,3,40,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,177,23,12,0,216,3,0,3,218,12,0,229
POA6262,0,0,0,0,0,0,0,0,6,6,0,0,13,0,0,0,10,0,0,11,24,3,0,0,23,0,0,0,23,3,0,32,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,6,0,0,34,0,0,0,37,4,0,44,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,28,6,0,0,34,0,0,0,37,10,0,46,12,8,0,0,18,6,0,6,29,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,43,18,0,0,55,6,0,7,67,15,0,85
POA6271,0,0,0,0,0,0,0,0,86,7,3,0,89,0,0,0,89,7,0,104,168,35,0,7,203,8,0,6,211,3,0,222,21,0,6,0,27,0,0,0,27,0,0,27,0,3,0,0,3,0,0,0,3,0,0,3,268,49,6,4,326,8,0,6,337,12,0,353,7,3,0,0,15,0,0,0,12,0,0,12,5,0,0,0,5,0,0,0,10,0,0,10,21,3,0,0,21,0,0,0,20,0,0,20,286,48,6,4,345,8,0,8,360,12,0,373,92,20,11,5,129,5,0,5,129,3,0,133,0,0,0,0,0,0,0,0,0,0,4,5,377,68,17,11,475,14,0,17,491,21,4,515
POA6275,0,0,0,0,0,0,0,0,31,3,0,0,34,0,0,0,34,3,0,42,45,14,0,0,61,0,0,0,61,4,0,63,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,8,0,0,0,8,0,0,8,80,18,0,8,103,0,0,0,103,10,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,4,80,18,0,8,103,0,0,0,108,9,0,115,12,8,0,0,18,0,0,0,20,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,92,21,0,8,122,5,0,5,126,15,0,140
POA6280,17,0,0,0,17,4,0,18,735,88,21,4,848,24,4,31,873,34,0,909,1542,241,63,18,1867,43,5,46,1912,43,7,1961,73,12,17,0,103,0,0,0,103,0,0,103,13,0,3,4,24,0,0,0,24,0,0,20,2369,333,101,30,2837,67,11,72,2906,78,9,2996,17,3,0,0,24,8,0,8,34,10,0,48,70,20,0,0,82,10,0,10,92,19,0,109,88,21,3,0,109,17,0,20,127,28,0,159,2453,353,110,30,2950,77,6,92,3036,109,9,3152,788,150,54,23,1019,46,7,54,1070,109,0,1178,9,0,0,3,13,0,3,3,17,0,4,22,3256,501,165,60,3982,120,19,147,4124,216,13,4356
POA6281,3,0,0,0,3,0,0,3,140,44,0,0,188,0,5,9,197,9,0,205,542,91,25,9,677,4,0,4,674,17,0,692,37,6,15,3,54,0,0,0,54,0,0,54,7,0,0,3,8,0,0,0,8,0,0,8,726,144,43,18,930,4,5,8,941,27,0,967,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,13,0,0,0,13,0,0,0,13,0,0,13,731,144,43,18,935,4,5,8,951,27,0,977,215,35,11,0,267,3,0,3,267,21,0,287,0,0,0,0,0,0,0,0,0,0,0,0,951,181,46,24,1200,8,5,15,1212,49,0,1263
POA6282,0,0,0,0,0,0,0,0,33,4,0,3,37,0,0,0,43,0,0,43,86,24,7,0,117,3,0,3,122,3,0,126,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,120,27,7,3,162,4,0,4,161,3,0,168,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,3,4,0,0,0,4,0,0,0,4,0,0,5,125,27,7,3,165,4,0,4,169,6,0,174,41,10,8,0,55,0,0,0,55,5,0,60,0,0,0,0,0,0,0,0,0,0,0,0,173,41,13,3,217,4,0,6,229,12,0,237
POA6284,0,0,0,0,0,0,0,0,60,22,0,0,80,0,0,0,80,10,0,86,154,41,13,0,208,0,0,0,205,7,0,216,15,0,5,0,26,0,0,0,26,0,0,29,0,0,0,0,3,0,0,0,3,0,0,3,225,56,19,3,311,0,0,0,311,15,0,329,0,0,0,0,0,0,0,0,3,0,0,3,9,4,0,0,17,0,0,0,17,0,0,17,9,8,0,0,20,0,0,0,17,0,0,17,237,67,27,3,326,3,0,3,333,15,0,347,66,13,0,4,83,3,0,3,86,17,0,99,0,0,0,0,0,0,0,0,0,0,0,0,304,78,23,7,408,3,0,3,419,29,0,444
POA6285,3,0,0,0,3,0,0,3,212,58,0,3,272,3,3,4,274,12,0,286,603,153,18,15,780,10,9,17,794,30,0,827,23,14,4,0,44,0,0,0,44,4,0,48,8,0,0,10,20,0,0,0,20,0,0,20,845,215,29,21,1113,9,10,15,1132,39,0,1175,7,0,0,0,7,3,0,3,7,0,0,7,14,8,0,0,24,0,0,0,24,4,0,30,21,8,0,0,27,3,0,3,31,8,0,41,865,223,29,27,1148,15,10,24,1168,46,0,1215,232,50,38,0,323,12,3,14,340,33,0,368,0,0,3,0,0,0,0,0,0,0,0,7,1103,281,68,27,1468,23,10,36,1504,76,5,1585
