POA_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA6375,0,3,7,133,112,244,0,0,0,11,4,11,0,0,0,72,77,152,3,4,15,0,0,0,10,9,22,0,0,0,0,0,3,0,0,0,0,3,3,0,3,3,4,9,18,0,0,0,0,0,0,39,45,88,5,3,6,0,0,0,288,273,563,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,161,143,301,0,0,0,0,0,0,159,143,303,75,55,126,525,480,1001
POA6383,3,0,3,97,130,226,0,0,0,5,3,10,0,0,0,89,95,182,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,3,3,6,0,0,0,14,12,23,0,3,3,0,0,0,40,58,93,11,5,18,0,0,0,259,303,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,126,265,4,0,4,0,0,0,148,126,270,75,67,139,485,499,981
POA6384,0,0,0,5,9,11,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,10,0,0,0,0,0,0,8,5,10,3,0,3,21,14,40
POA6385,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,12,12,19
POA6386,0,0,0,16,12,23,0,0,0,0,0,0,0,0,0,14,14,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,33,31,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,18,0,0,0,0,0,0,10,3,18,5,5,11,56,39,96
POA6390,0,4,9,202,191,395,0,0,0,9,13,25,0,0,0,133,135,270,3,3,3,0,0,0,0,3,3,0,0,0,3,3,7,0,0,0,3,4,9,3,8,8,12,13,22,3,3,5,6,10,12,13,8,28,19,24,43,0,0,0,416,415,835,5,6,13,9,4,13,0,0,0,0,0,0,3,0,4,9,3,11,11,4,18,392,326,717,3,3,9,3,0,3,403,326,729,105,81,189,957,857,1811
POA6391,0,0,0,155,137,290,0,0,0,7,18,27,0,0,0,82,77,152,0,0,0,0,0,0,3,7,4,3,0,5,3,0,3,3,0,4,0,0,3,0,3,5,4,7,13,0,0,0,0,0,0,19,21,42,9,12,21,0,0,0,289,276,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,137,303,3,4,10,0,0,0,176,139,316,67,52,114,534,468,1001
POA6392,0,0,0,51,49,100,0,0,0,0,5,8,0,0,0,34,36,73,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,0,0,3,0,0,0,5,3,8,0,3,3,0,0,3,13,20,33,0,5,3,0,0,0,118,128,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,81,179,0,0,0,0,0,0,101,81,181,20,23,38,240,228,463
POA6393,0,0,0,19,15,34,0,0,0,0,0,0,0,0,0,9,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,11,4,3,9,0,0,0,36,37,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,35,0,0,0,0,0,0,25,14,38,9,6,9,66,52,120
POA6394,0,0,0,68,61,127,0,0,0,11,8,16,0,0,0,49,22,74,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,3,8,6,0,0,0,3,3,7,11,14,25,5,10,17,0,0,3,154,139,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,46,110,0,0,0,0,0,0,63,46,113,26,24,53,243,214,454
POA6395,3,3,3,202,203,407,0,0,0,36,22,57,0,0,0,124,138,264,0,0,0,0,0,0,3,3,4,0,0,0,11,12,20,0,0,0,0,0,0,0,4,9,6,16,23,0,0,0,0,0,0,43,61,98,23,30,51,0,0,0,449,486,937,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,257,227,490,0,3,3,4,0,4,260,232,497,99,112,206,814,832,1649
POA6396,3,4,4,49,47,97,0,0,0,0,6,6,0,0,0,30,33,59,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,4,8,13,0,0,0,0,0,0,4,3,4,3,3,10,0,0,0,100,97,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,56,38,100,0,0,0,0,0,0,58,38,101,35,23,61,192,174,367
POA6397,0,0,0,9,5,19,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,50,0,0,0,0,0,0,27,18,50,8,11,18,49,45,98
POA6398,0,3,3,68,68,141,0,0,0,4,0,3,0,0,0,33,34,68,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,4,0,3,0,0,0,5,15,17,3,3,4,0,0,3,127,138,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,100,225,0,0,0,0,0,0,127,104,229,32,28,57,285,266,546
POA6401,16,22,39,634,724,1363,0,0,0,53,69,120,71,70,144,821,900,1721,31,42,76,22,24,43,54,73,124,3,3,10,8,18,29,7,3,10,11,25,39,27,31,58,41,48,85,26,37,61,11,12,22,101,136,232,93,126,223,7,4,7,2013,2344,4356,12,9,27,21,8,27,0,0,4,4,0,3,3,4,12,9,16,26,14,23,42,1195,1014,2208,12,16,34,4,11,15,1214,1041,2253,945,479,1432,4247,3930,8176
POA6403,0,0,0,22,20,41,0,0,0,0,0,0,0,0,0,13,14,26,3,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,0,0,0,4,0,4,10,9,12,0,0,0,52,52,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,50,0,0,0,0,0,0,30,27,52,4,10,14,88,84,176
POA6405,0,0,0,48,37,82,0,0,0,0,0,0,0,3,7,32,33,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,3,3,3,0,0,0,0,0,0,16,15,26,0,0,0,0,0,0,100,93,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,45,106,0,0,0,0,0,0,59,47,103,12,4,12,170,144,319
POA6407,0,0,0,118,105,226,0,0,0,3,0,5,56,41,93,108,77,183,0,3,3,0,0,3,4,6,12,0,0,0,0,0,0,0,0,0,0,3,4,4,0,5,3,5,7,3,0,3,0,0,3,37,41,79,14,24,42,0,0,0,355,312,671,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,193,125,325,0,0,0,0,0,0,193,125,325,80,57,141,637,503,1138
POA6409,0,0,0,57,40,98,0,0,0,0,0,0,0,0,0,39,38,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,9,0,0,0,0,0,0,21,22,49,0,3,3,0,0,0,127,113,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,58,40,95,0,0,0,0,0,0,58,40,95,33,24,61,217,185,402
POA6410,0,0,0,114,119,235,0,0,0,9,9,17,0,0,0,77,86,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,3,3,0,0,3,6,14,29,3,4,8,5,8,20,42,40,77,13,22,38,0,0,0,283,313,598,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,167,144,312,0,0,0,0,0,0,167,148,310,68,69,131,525,526,1051
POA6411,0,0,0,10,12,22,0,0,0,0,0,0,0,0,0,17,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,0,4,4,0,0,0,39,41,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,29,0,0,0,0,0,0,17,14,29,8,7,15,60,63,123
POA6412,3,0,3,3,4,14,0,0,0,0,0,0,0,0,0,7,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,15,0,0,0,0,0,0,8,6,16,5,3,12,31,27,56
POA6413,0,0,0,4,7,14,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,6,0,4,0,0,0,19,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,0,0,0,0,0,0,8,4,13,3,0,3,32,20,47
POA6414,0,0,0,5,3,11,0,0,0,0,0,0,0,0,0,5,6,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,7,9,8,13,0,0,0,0,0,0,26,25,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,10,0,0,0,0,0,0,8,5,10,6,8,9,37,29,64
POA6415,7,3,13,217,261,483,0,0,0,7,7,14,0,0,0,295,309,600,24,32,54,3,3,4,8,4,10,0,0,0,4,5,6,0,0,0,3,3,7,4,6,15,20,20,40,3,6,9,27,27,51,61,78,139,55,54,113,3,0,3,734,827,1555,0,0,3,4,3,8,0,0,0,0,0,0,0,0,0,4,6,17,4,6,17,659,437,1097,12,3,9,4,4,6,672,445,1113,162,139,300,1585,1424,3003
POA6418,0,0,0,80,79,159,0,0,0,3,3,4,0,0,0,65,67,134,10,12,24,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,3,0,3,0,3,3,9,5,13,5,5,11,0,0,0,23,27,51,12,7,24,0,0,0,212,223,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,112,87,191,0,0,0,0,0,0,112,87,191,37,34,74,361,341,703
POA6419,0,0,0,10,6,10,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,17,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,29,0,0,0,0,0,0,20,12,29,0,0,0,33,27,57
POA6420,0,0,0,11,10,20,0,0,0,0,0,0,0,0,0,12,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,24,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,39,0,0,0,0,0,0,22,15,39,17,16,32,56,54,107
POA6421,0,0,0,21,13,29,0,0,0,0,0,0,0,0,0,18,28,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,0,0,0,0,0,0,42,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,35,0,0,0,0,0,0,17,20,35,12,10,29,72,76,157
POA6422,0,0,0,6,11,14,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,18,0,0,0,0,0,0,12,8,14,8,5,14,34,21,52
POA6423,0,0,3,27,16,46,0,0,0,0,0,0,0,0,0,34,18,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,6,0,0,0,0,0,0,5,8,17,0,0,0,0,0,0,73,54,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,17,53,0,0,3,0,0,0,36,19,56,20,9,30,135,79,216
POA6424,0,0,0,11,5,23,0,0,0,0,0,0,0,0,0,10,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,26,27,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,15,0,0,0,0,0,0,10,3,15,7,7,10,45,34,79
POA6425,0,0,0,11,9,27,0,0,0,0,0,0,0,0,0,12,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,27,29,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,13,0,15,8,9,16,48,41,85
POA6426,0,0,6,86,69,163,0,0,0,0,0,0,0,0,0,126,113,239,0,0,0,0,3,3,3,3,3,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,10,6,18,0,0,0,3,0,3,14,16,32,7,12,19,0,0,0,262,228,494,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,95,230,0,0,4,0,0,0,141,95,238,72,34,110,487,363,846
POA6427,0,0,0,8,3,6,0,0,0,0,0,0,0,0,0,18,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,29,0,0,0,3,0,3,26,3,30,24,7,27,77,11,94
POA6428,0,0,0,10,14,17,0,0,0,0,0,0,0,0,0,7,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,13,0,0,0,0,0,0,9,8,13,0,0,0,28,29,54
POA6429,3,4,5,78,61,134,0,0,0,8,4,15,0,0,0,66,52,119,32,28,62,0,0,0,0,0,0,0,0,3,4,8,11,0,0,0,12,4,12,8,4,10,14,8,19,0,0,0,0,3,3,5,15,25,38,68,105,0,0,0,250,262,515,0,0,0,0,4,4,0,0,0,3,0,8,0,0,0,3,3,3,9,3,14,179,125,298,0,3,3,0,0,0,176,126,306,94,58,155,532,458,992
POA6430,90,131,225,1249,1296,2551,0,0,0,232,240,475,0,0,0,2561,2644,5201,83,116,197,32,26,56,44,66,114,86,104,184,52,58,104,7,3,11,75,73,153,117,115,241,240,233,466,22,35,56,58,70,132,255,295,547,503,514,1017,25,23,43,5634,5916,11548,159,138,299,101,74,171,4,0,8,0,0,0,25,27,60,32,28,56,53,63,117,4166,3335,7499,32,35,67,10,26,36,4210,3398,7603,1516,1258,2774,11768,10975,22746
POA6431,3,3,5,33,17,49,0,0,0,0,3,0,0,0,0,52,19,68,57,69,124,0,0,0,0,0,0,4,3,9,0,3,6,0,0,0,0,3,3,0,0,0,8,0,8,4,0,3,3,4,5,4,7,12,84,57,141,0,0,0,245,182,427,0,0,0,3,0,6,0,0,0,30,31,62,0,0,0,0,0,0,33,31,61,104,43,154,0,0,0,0,0,0,104,43,154,199,161,359,586,420,1012
POA6432,19,34,56,367,336,701,0,0,0,77,79,158,0,0,0,684,707,1385,32,56,89,10,3,14,16,27,42,28,27,53,18,8,33,0,0,0,29,32,60,45,28,72,72,56,128,9,14,18,14,20,35,87,84,170,132,142,278,5,18,23,1629,1632,3254,11,11,19,22,11,32,0,0,0,4,0,6,0,0,0,6,19,26,16,18,35,1391,1116,2500,18,15,26,6,7,10,1404,1133,2543,650,496,1144,3752,3340,7092
POA6434,0,0,0,21,4,28,0,0,0,0,0,0,0,0,0,18,10,19,16,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,12,0,0,0,0,0,0,59,39,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,6,48,0,0,0,0,0,0,43,6,50,18,6,18,118,49,174
POA6436,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,13,4,17,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,23,26,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,44,0,0,0,0,0,0,21,22,44,12,8,23,60,51,107
POA6437,0,7,5,33,27,62,0,0,0,9,0,7,0,0,0,57,30,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,13,0,0,0,0,0,3,3,3,10,12,7,20,0,0,0,123,79,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,87,209,3,0,3,0,0,0,124,87,208,118,41,153,373,214,584
POA6438,7,7,12,58,36,95,0,0,0,3,3,3,0,0,0,70,33,105,6,14,22,3,3,8,3,0,3,0,0,3,3,3,8,0,0,0,0,0,0,3,0,3,3,7,8,0,0,0,4,4,9,17,13,27,16,12,27,0,0,0,192,128,316,3,0,3,0,0,0,0,0,0,9,3,6,0,0,0,4,4,6,11,5,19,174,106,277,0,0,0,0,3,3,174,111,279,133,67,202,511,313,831
POA6440,12,4,12,79,21,96,0,0,0,8,5,19,0,0,0,112,39,159,71,79,151,3,0,3,3,0,3,0,0,0,0,0,0,0,3,3,3,3,8,3,4,9,9,3,10,0,0,0,3,0,7,17,5,19,25,28,48,0,0,3,341,192,534,3,0,3,3,0,10,0,0,0,3,5,5,0,0,0,0,0,0,6,6,11,229,89,315,0,0,0,0,0,0,230,89,313,189,75,263,790,368,1153
POA6442,12,18,31,157,158,321,0,0,0,18,19,39,0,0,0,238,229,462,5,0,6,5,3,6,7,17,22,3,4,3,4,4,9,0,0,0,5,10,13,5,3,9,24,16,39,0,0,6,4,0,4,29,27,54,29,37,64,7,10,21,534,542,1074,5,3,5,4,5,13,0,0,0,0,0,0,0,0,0,0,6,8,0,6,8,518,462,982,9,4,15,3,7,6,531,467,1000,241,167,408,1336,1201,2542
POA6443,7,7,7,59,41,95,0,0,0,5,3,4,0,0,0,91,71,167,3,11,14,0,0,0,0,0,0,7,3,13,5,0,9,0,0,0,0,6,6,0,0,0,8,7,13,0,0,0,3,0,3,6,15,20,3,11,9,0,0,0,201,159,361,3,0,3,4,3,6,0,0,0,0,0,3,0,0,0,0,6,3,3,6,6,176,114,292,0,0,0,0,0,0,173,120,294,100,69,168,490,361,854
POA6445,0,0,0,16,12,25,0,0,0,0,0,0,0,0,0,21,12,30,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,5,0,5,0,3,3,0,6,3,0,0,0,0,3,0,8,7,20,3,7,3,0,0,0,57,46,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,58,0,0,0,0,0,0,26,26,58,18,25,38,97,97,203
POA6446,0,0,0,8,3,13,0,0,0,0,0,0,0,0,0,7,5,15,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,32,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,60,0,0,0,0,0,0,30,29,60,10,6,22,68,60,133
POA6447,0,0,0,7,15,27,0,0,0,0,0,0,0,0,0,19,9,20,0,0,0,0,0,0,0,0,0,0,0,0,6,4,15,0,0,0,0,0,0,0,3,4,4,3,5,0,0,0,0,0,0,5,6,6,0,3,6,0,0,0,44,41,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,15,54,0,0,0,0,0,0,39,15,54,29,18,41,108,77,183
POA6448,0,0,0,47,45,89,0,0,0,6,0,3,0,0,0,35,21,57,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,0,0,3,12,10,24,5,0,10,0,0,0,0,0,0,6,0,9,37,51,91,0,0,0,144,141,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,49,111,3,3,6,0,0,0,65,53,112,19,27,48,224,223,449
POA6450,29,57,83,1099,1215,2310,0,0,0,100,104,205,0,0,0,1005,1157,2153,19,30,50,6,10,11,38,70,108,7,8,11,70,89,156,0,0,0,39,45,84,48,78,127,110,117,230,11,17,28,51,51,104,247,331,580,339,344,681,3,7,15,3195,3666,6862,10,4,10,3,3,4,3,4,7,5,6,6,8,3,13,12,16,36,25,27,50,2465,2027,4488,25,12,40,9,9,17,2494,2050,4550,976,858,1830,6730,6669,13397
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,5
POA6460,0,0,0,89,91,180,0,0,0,5,3,10,0,0,0,100,104,198,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,14,0,0,0,0,0,0,19,22,49,9,8,17,0,0,0,234,240,473,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,3,88,96,183,0,0,3,0,0,0,88,95,189,46,43,86,373,382,752
POA6461,0,0,0,51,77,129,0,0,0,0,3,6,0,0,0,36,30,67,4,0,4,0,0,0,9,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,32,28,61,3,3,9,0,0,0,136,163,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,76,186,3,0,6,0,0,0,112,80,194,22,23,46,263,267,533
POA6462,0,0,0,19,17,35,0,0,0,3,3,4,0,0,0,3,11,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,5,9,3,0,3,0,0,0,37,38,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,19,9,32,0,0,0,0,0,0,19,9,32,13,9,15,70,62,128
POA6463,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,8,6,20
POA6465,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,12,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,3,6,7,0,0,0,18,15,28
POA6466,5,0,6,6,7,18,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,5,6,12,12,22,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,0,0,0,8,3,11,4,3,6,31,32,67
