POA_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA6160,11,84,3,9,17,5,0,0,0,123,7,19,0,3,4,0,0,0,0,34,90,424,15,63,74,23,9,11,5,715,0,0,0,0,0,0,0,0,0,0,11,33,9,18,12,9,0,0,3,87,17,33,10,27,24,7,0,3,0,118,10,14,32,37,30,20,0,7,0,153,0,0,0,7,0,0,0,3,0,12,3,0,0,4,6,3,0,0,0,18,0,4,0,0,3,3,0,3,0,19,0,10,3,7,3,3,3,0,3,30,187,831,77,180,184,85,12,34,10,1597,0,3,0,0,0,0,0,0,0,9,18,140,0,0,3,0,0,0,0,163,67,235,7,8,25,10,0,0,5,364,6,3,0,0,0,0,0,0,0,7,26,120,7,7,14,6,0,4,0,184,10,23,0,5,4,0,0,0,0,43,185,770,47,94,108,47,18,33,8,1301,0,0,0,0,0,0,0,0,0,3
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
POA6162,10,96,3,9,9,0,0,0,3,133,4,13,0,0,7,0,0,0,0,29,102,545,22,74,97,38,4,13,18,902,0,0,0,0,0,0,0,0,0,0,15,40,11,34,35,9,0,3,3,144,19,25,12,35,26,15,0,0,0,141,17,11,33,45,54,23,3,17,3,207,3,0,0,5,7,6,0,0,0,24,6,7,3,12,19,4,0,3,0,45,3,9,4,3,4,0,0,5,0,26,5,5,6,8,4,8,3,3,7,51,230,998,98,241,273,109,16,45,31,2023,0,12,0,3,0,0,0,0,0,17,22,124,0,0,6,0,0,0,0,153,90,265,10,20,16,9,0,3,4,411,7,15,0,0,0,0,0,0,0,24,28,130,7,12,14,0,0,0,3,184,9,24,0,3,7,0,0,0,0,38,241,900,77,91,135,49,11,32,28,1565,0,0,0,0,0,0,0,0,0,5
POA6163,34,238,8,30,29,9,0,3,3,353,18,72,0,7,6,0,0,0,0,99,238,1713,92,278,358,136,18,72,22,2934,0,0,4,5,4,0,0,0,0,18,58,182,31,98,130,41,0,22,9,573,84,117,78,239,192,63,8,31,4,820,91,78,235,411,302,126,26,82,16,1372,15,4,3,32,47,39,8,24,7,179,21,17,13,104,114,40,4,26,0,335,6,13,9,18,31,10,0,13,0,99,23,47,14,50,44,37,3,24,15,265,672,2973,495,1318,1322,531,71,314,86,7782,8,24,0,3,0,3,0,0,0,38,25,282,8,6,7,0,3,0,0,341,170,525,30,41,94,37,13,27,10,941,6,50,0,6,0,4,0,0,0,63,60,350,20,39,41,10,3,8,5,534,34,88,6,14,11,0,0,0,0,153,608,2745,303,403,475,234,95,178,46,5083,7,0,3,12,4,4,0,0,0,24
POA6164,44,233,6,41,20,3,0,0,6,357,11,83,0,3,20,5,0,0,0,124,271,1783,103,239,470,149,14,62,35,3130,4,0,3,3,5,0,0,0,0,19,64,163,41,138,176,37,3,22,5,648,110,178,79,283,312,94,14,51,7,1123,111,131,262,558,521,195,38,104,20,1937,20,5,12,59,77,66,0,17,0,258,27,21,28,82,146,38,7,20,0,372,11,30,3,20,35,19,0,10,5,142,21,29,10,44,50,23,4,28,13,220,774,3074,579,1512,1931,645,78,329,103,9008,3,27,0,0,3,0,0,0,0,38,16,166,11,0,9,0,0,4,0,211,225,612,53,57,137,36,15,22,12,1173,7,40,0,3,6,0,3,0,0,59,87,345,13,39,39,10,4,4,4,542,24,106,3,11,24,5,0,0,0,173,709,3051,316,333,652,236,116,134,60,5604,8,4,4,8,5,4,5,3,0,35
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,13,32,0,4,3,0,0,0,0,48,0,14,0,0,3,0,0,0,0,14,41,265,15,34,49,20,0,4,6,433,0,3,0,0,0,0,0,0,0,3,14,35,4,20,36,14,3,11,3,131,13,23,10,40,43,27,0,4,3,165,18,14,57,80,74,34,3,18,5,313,5,0,0,6,21,8,0,0,0,38,6,3,3,20,22,10,3,3,0,72,0,3,0,10,3,0,0,4,0,25,0,8,3,16,19,7,0,3,3,61,123,448,97,230,284,122,14,45,23,1387,0,0,0,0,0,0,0,0,0,0,7,19,0,0,0,0,0,0,0,28,25,59,3,3,10,0,0,3,0,107,0,3,0,0,0,0,0,0,0,4,16,42,3,4,4,0,0,0,3,69,0,11,0,0,3,0,0,0,0,23,109,410,42,49,71,25,14,13,11,736,0,3,3,0,0,0,0,0,0,9
POA6167,4,52,3,15,3,4,0,0,0,85,0,26,0,0,0,0,0,0,0,31,48,400,25,104,114,43,5,28,7,772,0,0,0,4,0,0,0,0,0,10,23,45,17,46,48,16,0,18,6,218,35,44,31,129,80,33,0,9,0,369,52,48,94,299,184,86,16,56,11,846,5,7,4,15,43,28,4,13,3,130,14,9,3,37,32,21,3,16,3,143,3,5,0,8,9,3,0,4,3,39,5,18,8,22,18,20,3,23,17,130,194,735,183,696,567,263,39,178,50,2911,3,9,0,0,0,0,0,0,0,13,3,27,0,4,0,0,0,0,0,33,11,113,7,25,44,13,3,10,4,230,0,7,0,0,4,0,0,0,0,13,9,74,4,16,13,6,3,0,0,124,4,25,0,4,3,0,0,0,0,42,122,648,127,134,147,72,56,63,25,1386,3,0,0,4,0,3,0,0,0,14
POA6168,3,30,3,10,3,0,0,0,3,56,3,17,0,0,0,0,0,0,0,25,39,290,8,68,61,21,3,15,3,514,0,0,0,0,0,0,0,0,0,0,16,48,13,33,44,14,3,10,0,172,36,36,16,114,86,28,6,16,3,336,43,42,122,307,148,90,20,51,9,824,5,7,11,19,23,32,0,10,0,112,6,6,13,49,37,13,6,25,0,155,4,3,4,6,12,3,0,0,0,34,0,13,5,38,19,15,3,14,14,132,176,531,199,650,440,220,40,149,32,2443,0,0,0,0,0,0,0,0,0,5,4,13,0,0,0,0,0,0,0,19,30,57,12,11,9,3,5,5,3,135,3,10,0,0,0,0,0,0,0,14,10,44,9,12,3,0,0,3,3,80,5,22,0,0,6,0,0,0,0,33,106,423,64,94,82,27,19,31,8,851,0,0,3,3,0,0,0,0,0,9
POA6169,5,76,0,20,9,8,0,0,0,121,3,31,0,0,0,0,0,0,0,35,77,584,33,100,105,40,0,31,9,981,0,0,0,7,3,3,0,0,0,10,27,87,12,60,56,14,9,17,3,284,50,68,28,212,127,51,5,24,0,565,71,87,176,426,254,132,15,82,14,1255,7,11,8,42,40,28,3,22,0,163,21,14,11,52,70,24,5,16,4,208,3,8,3,11,14,7,3,3,3,55,6,19,5,33,27,26,0,28,15,159,295,1119,281,960,718,337,39,219,50,4020,0,7,0,0,3,0,0,0,0,14,0,28,0,0,0,0,0,0,0,35,56,161,4,10,13,0,4,4,3,260,0,6,0,3,3,0,0,0,0,17,16,120,0,20,5,8,0,6,0,173,12,35,0,3,5,5,0,0,3,57,181,859,105,134,133,67,19,55,12,1559,0,0,0,7,3,3,0,0,0,14
POA6170,4,37,0,10,7,4,0,3,0,71,4,17,0,0,0,0,0,0,0,25,52,316,31,69,92,34,4,23,0,616,0,0,0,0,0,0,0,0,0,5,0,28,8,27,24,7,3,4,0,103,16,36,6,81,44,20,6,7,9,227,26,24,69,130,114,53,11,37,6,485,6,0,0,14,11,14,0,14,0,57,6,0,0,19,21,19,0,0,0,69,0,3,0,3,4,3,0,3,0,24,0,6,0,9,17,3,3,6,4,49,136,529,127,380,366,170,24,108,19,1862,0,9,0,0,0,0,0,0,0,10,3,22,3,0,0,0,0,0,0,27,36,134,11,23,47,21,6,12,0,287,0,11,0,0,0,0,0,0,0,12,10,60,0,13,15,4,0,3,0,103,3,19,0,4,3,3,0,0,0,36,100,504,96,102,128,45,47,53,7,1097,0,0,0,0,0,0,0,0,0,11
POA6171,15,81,3,25,9,4,0,0,0,137,0,31,0,0,4,0,0,0,0,34,64,710,31,107,138,39,5,27,9,1121,0,3,0,0,5,0,0,0,0,16,30,67,12,71,71,23,3,13,4,292,59,79,34,212,152,56,9,24,5,629,98,82,214,415,333,143,27,67,11,1397,14,9,4,29,57,32,5,17,0,169,9,6,7,76,47,32,5,12,3,205,3,8,0,16,18,5,0,5,0,54,9,10,3,39,24,18,4,14,11,136,334,1184,317,1002,868,360,59,177,45,4348,0,7,0,0,0,0,0,0,0,16,0,22,0,0,0,0,0,0,0,32,58,155,10,21,24,3,10,0,0,278,7,13,0,0,0,0,0,0,0,19,19,110,8,23,11,4,0,4,0,180,11,37,0,8,4,0,0,0,0,60,190,1032,97,154,187,77,37,51,17,1841,3,5,3,0,5,0,0,0,0,18
POA6172,0,29,0,13,3,3,0,0,0,45,0,12,0,0,0,0,0,0,0,12,26,209,16,34,23,12,0,8,7,328,0,4,0,0,0,0,0,0,0,3,13,25,3,41,36,10,3,3,0,135,24,32,14,93,47,24,0,11,0,246,38,29,77,201,123,68,0,33,6,578,10,0,0,13,16,21,3,10,0,70,7,3,4,32,23,29,3,3,0,96,0,3,0,3,5,3,0,3,0,27,3,4,3,9,12,15,0,10,0,58,121,374,119,435,301,181,12,82,17,1641,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,13,19,45,5,3,8,3,0,0,0,78,0,3,0,0,0,0,0,0,0,3,4,30,0,13,3,3,0,0,0,52,3,15,0,0,0,0,0,0,0,17,67,291,30,53,34,26,11,19,7,531,0,4,0,0,0,0,0,0,0,4
POA6173,5,29,0,9,0,0,0,0,0,48,0,10,0,0,0,0,0,0,0,20,34,291,16,45,55,22,0,3,0,466,0,3,0,0,3,0,0,0,0,9,13,28,3,31,39,15,0,3,0,135,29,40,14,67,49,18,0,0,0,227,24,38,68,174,113,56,7,17,3,497,9,5,7,5,13,9,0,3,3,48,4,4,4,29,26,15,0,6,0,84,0,5,0,4,3,0,0,0,0,19,7,6,3,10,16,7,0,0,4,51,140,501,119,381,329,138,13,37,18,1670,0,9,0,0,0,0,0,0,0,12,4,16,0,0,0,0,0,0,0,15,41,46,3,4,4,4,0,0,0,103,3,4,0,0,0,0,0,0,0,3,7,47,0,9,6,0,0,0,0,69,5,11,3,3,3,0,0,0,0,27,107,427,41,77,71,30,9,19,4,781,0,3,0,0,3,0,0,0,0,12
POA6174,3,9,0,3,3,0,0,0,0,15,0,9,0,0,0,0,0,0,0,12,8,94,4,13,11,4,0,3,0,140,0,0,0,0,0,0,0,0,0,3,4,15,0,10,4,6,0,0,0,41,5,6,0,16,20,6,0,4,0,62,13,9,35,55,43,16,0,5,0,173,0,4,3,5,9,0,0,0,0,18,0,0,3,11,3,0,0,3,0,19,3,0,0,0,4,3,0,0,0,12,3,3,4,5,0,6,0,0,0,23,42,162,47,108,103,37,6,23,4,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,3,0,0,0,0,21,0,4,0,0,0,0,0,0,0,4,6,10,0,3,3,0,0,0,0,24,3,9,0,0,0,0,0,0,0,12,14,132,9,12,14,8,0,5,0,199,0,0,0,0,0,0,0,0,0,3
POA6175,0,23,0,0,0,0,0,0,0,27,0,4,0,0,0,0,0,0,0,9,13,90,0,9,16,3,0,0,0,129,0,0,0,0,0,0,0,0,0,0,3,11,5,12,9,0,0,3,0,44,10,15,5,29,11,4,0,0,0,74,7,7,22,46,30,9,0,6,0,141,0,0,3,4,3,4,0,0,0,12,0,3,3,13,5,0,0,0,0,28,0,0,0,5,0,0,0,0,0,5,0,7,0,3,0,0,0,4,0,16,39,164,34,121,78,27,7,17,5,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,4,0,0,0,0,3,0,18,3,3,0,0,0,0,0,0,0,3,3,24,0,4,0,0,0,0,0,37,0,4,0,0,0,0,0,0,0,13,28,141,5,8,23,8,3,3,0,213,0,0,0,0,0,0,0,0,0,0
POA6176,0,3,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,7,4,17,0,0,7,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,4,7,6,5,3,0,0,0,20,0,0,3,8,6,3,0,3,0,23,3,3,8,25,16,11,0,4,0,71,0,0,0,0,3,0,0,0,0,7,0,0,0,3,3,0,0,0,0,6,0,0,0,3,3,0,0,0,0,5,0,0,0,3,0,3,0,0,0,9,10,45,18,49,42,20,0,15,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,7,4,30,3,0,10,3,3,0,0,56,0,0,0,0,0,0,0,0,0,0
POA6180,0,15,0,3,0,0,0,0,0,25,0,5,0,0,0,0,0,0,0,11,8,105,3,10,16,7,0,3,0,159,0,0,0,0,0,0,0,0,0,3,3,17,0,12,14,0,0,0,0,54,12,8,12,52,24,10,0,8,0,127,12,14,30,79,58,20,0,5,3,229,0,0,0,3,8,3,0,0,0,15,3,0,0,12,11,3,0,3,0,31,0,3,0,0,3,3,0,0,0,11,0,0,0,3,0,0,4,7,0,19,52,188,47,175,139,56,6,27,7,706,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,7,26,5,0,0,0,0,3,0,44,0,4,0,0,0,0,0,0,0,4,4,29,0,3,0,0,0,0,0,42,0,5,0,0,0,0,0,0,0,8,25,134,19,19,23,12,4,6,0,243,0,0,0,0,0,0,0,0,0,3
POA6181,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,3,3,7,4,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,3,14,16,7,0,6,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,14,3,6,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,4,0,4,7,3,0,0,0,0,13,7,0,0,4,10,7,3,5,0,39,3,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,10,14,27,7,28,23,10,3,9,7,119,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,15,3,6,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
POA6208,3,24,0,3,0,0,0,0,0,35,0,4,0,0,3,0,0,0,0,12,21,132,8,10,21,5,4,11,6,211,0,0,3,0,0,0,0,0,0,5,15,29,3,17,24,6,0,0,0,100,11,21,10,38,25,13,0,9,0,126,24,30,43,137,78,46,18,22,9,409,0,0,0,9,12,5,4,9,0,43,8,0,5,20,11,6,4,3,0,59,0,3,0,5,4,0,0,0,0,15,5,10,8,9,10,7,0,0,0,41,84,292,81,242,186,98,33,54,13,1091,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,10,9,23,0,0,0,0,0,0,0,39,0,8,0,0,0,0,0,0,0,4,3,31,0,3,4,0,0,0,0,47,3,6,0,0,3,0,0,0,0,14,40,183,20,17,26,10,9,13,6,312,0,0,3,0,0,0,0,0,0,5
POA6209,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,27,4,0,3,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,18,0,3,0,9,4,0,0,0,3,19,3,3,11,20,8,3,0,3,0,56,0,0,0,3,3,3,0,0,0,11,3,0,3,3,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,14,12,55,19,42,26,16,3,11,4,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,35,0,0,5,4,0,0,0,60,0,0,0,0,0,0,0,0,0,0
POA6210,22,168,3,34,18,3,0,0,0,246,4,59,0,4,5,0,0,0,0,75,138,1190,46,186,155,78,10,59,12,1878,5,4,0,10,4,0,0,0,0,24,63,194,30,139,132,52,12,20,8,644,100,121,47,319,196,105,17,55,15,973,129,133,285,775,428,241,51,152,16,2208,19,10,16,52,51,65,9,24,7,251,33,21,22,123,113,63,13,34,3,435,11,18,4,23,29,19,3,12,0,106,14,43,19,72,64,44,16,32,24,320,567,2127,484,1765,1216,691,121,394,95,7463,3,22,0,0,3,0,0,0,0,27,15,54,4,0,3,0,0,3,0,77,104,210,29,40,36,29,7,19,5,486,3,16,4,0,3,0,0,0,0,27,41,221,12,41,19,0,0,0,0,345,16,65,9,6,8,0,0,0,3,100,360,1739,166,250,214,135,71,131,29,3096,3,3,3,12,4,0,3,0,0,37
