POA_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
POA6024,131,264,205,243,580,849,459,667,55,3452,0,0,0,0,3,0,0,0,0,6,7,6,12,5,7,19,3,11,0,70,0,15,10,16,14,16,0,4,0,83,0,0,3,4,7,4,3,0,0,25,5,20,7,13,18,17,3,9,0,96,0,3,11,8,12,10,3,0,0,46,6,95,69,43,44,24,14,13,3,322,7,63,25,21,12,13,4,8,4,155,4,7,8,3,13,10,3,4,0,52,0,6,6,7,5,3,0,0,0,28,11,8,10,13,19,23,8,5,0,97,5,5,9,11,18,14,4,3,0,64,5,40,32,27,42,34,8,11,0,204,0,20,26,22,12,23,8,4,0,115,14,7,29,25,65,45,22,14,0,221,39,73,92,77,78,66,28,58,11,519,42,94,170,134,146,67,33,27,3,720,0,15,6,12,4,3,0,3,0,48,3,29,24,23,24,11,5,3,0,121
POA6025,251,651,476,524,1231,1874,1008,1836,123,7969,0,8,3,3,7,4,0,0,0,25,13,3,9,6,12,33,15,32,0,120,6,34,31,35,33,27,10,5,3,180,0,4,0,3,8,9,0,3,0,30,10,49,41,51,25,69,12,26,3,287,6,16,21,19,35,28,9,13,0,152,25,226,168,167,109,65,23,14,3,805,20,203,61,56,34,34,21,30,4,468,5,17,20,13,23,16,8,9,0,112,4,12,15,11,9,13,0,10,0,69,13,21,43,33,50,70,20,23,0,277,4,21,20,16,28,33,15,14,0,156,28,94,78,60,78,99,37,28,3,505,0,60,41,26,44,28,13,17,3,237,30,39,60,64,124,72,28,21,0,444,47,182,205,189,168,159,108,133,8,1198,91,202,303,327,316,139,67,68,5,1523,7,36,18,19,16,11,8,7,0,118,7,66,63,45,35,24,18,11,0,271
POA6026,208,537,290,371,903,1492,756,1259,78,5896,0,3,0,8,3,0,0,0,0,20,7,0,4,8,13,24,8,20,0,80,5,35,20,30,31,14,10,15,0,147,0,4,11,10,10,7,4,0,0,39,4,28,38,36,17,33,20,11,0,179,3,10,10,8,15,14,5,7,0,81,21,260,162,104,60,45,21,22,11,702,5,129,46,40,29,17,10,22,4,294,0,12,12,13,11,8,3,0,0,63,4,6,9,3,7,10,7,3,0,51,15,15,40,31,62,47,15,19,0,239,3,17,12,11,19,12,10,9,0,98,15,57,63,49,62,54,23,41,0,367,6,49,30,20,22,15,4,7,0,151,25,27,54,53,108,55,23,17,0,370,54,145,189,157,169,114,62,100,8,998,46,150,268,265,226,104,49,38,4,1150,5,30,18,7,19,11,8,9,0,104,4,67,32,32,40,26,11,6,0,212
POA6027,375,961,638,748,1925,2717,1322,2385,214,11277,0,8,6,4,4,7,3,0,0,40,7,6,13,13,22,38,13,53,3,161,7,52,30,38,57,43,18,20,0,263,5,0,4,3,27,12,8,0,0,70,17,68,68,50,54,93,28,33,6,414,4,24,23,33,41,42,13,9,0,181,44,354,244,231,201,100,44,47,10,1281,23,288,127,89,62,54,28,27,17,713,12,11,22,30,29,18,10,9,4,141,0,15,8,11,18,6,4,9,0,80,19,25,45,63,82,82,27,26,0,365,3,22,24,27,41,39,25,28,5,216,25,92,89,84,103,124,50,47,0,626,20,99,60,55,65,58,18,17,5,399,36,36,72,72,206,111,52,31,4,622,55,232,264,293,264,221,123,163,9,1629,118,283,442,475,492,234,74,115,22,2255,0,56,32,24,27,16,10,4,0,177,11,96,50,88,81,49,21,17,7,420
POA6028,187,523,288,377,963,1638,843,1417,90,6332,0,3,8,4,5,3,0,3,0,23,6,0,11,3,14,18,7,26,0,85,3,28,25,21,27,21,10,3,0,138,3,0,7,12,11,9,5,3,0,45,11,36,35,39,34,53,6,27,9,232,5,9,14,19,20,17,5,4,0,95,35,298,158,114,112,52,30,31,8,835,12,189,66,53,38,21,10,21,0,402,3,8,15,17,11,10,3,7,0,74,3,24,14,10,11,8,0,3,0,72,14,18,35,29,50,58,12,11,3,235,0,8,18,20,21,29,11,9,3,113,8,54,58,46,69,87,20,27,3,371,8,42,19,24,30,29,3,10,0,176,19,23,31,53,102,83,19,18,0,349,24,132,135,165,138,126,62,77,3,857,47,173,236,296,261,112,49,45,5,1225,4,40,16,10,8,18,4,5,0,98,7,64,44,39,36,31,10,9,4,246
POA6029,19,70,46,59,77,157,87,224,8,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,20,0,0,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,7,6,3,3,0,0,3,0,20,0,3,5,6,3,3,0,0,0,15,0,26,12,3,9,3,0,4,0,57,4,22,8,11,0,0,0,3,0,43,0,3,0,0,0,3,0,3,0,14,0,5,0,0,0,0,3,0,0,12,0,4,0,3,3,4,0,3,0,24,0,4,3,0,4,3,3,3,0,22,3,11,16,12,11,14,3,5,0,66,0,3,0,3,0,3,0,0,0,12,6,3,7,4,10,4,3,6,0,37,7,19,16,8,9,27,9,12,5,112,9,26,24,27,20,14,0,0,3,120,0,10,3,0,0,3,0,0,0,18,0,4,3,4,5,8,0,0,0,23
POA6030,355,771,525,676,1584,2282,1113,2148,224,9686,7,13,10,10,8,3,3,3,3,67,10,3,6,9,23,28,18,36,3,135,7,45,30,31,46,38,16,14,0,230,4,0,3,7,22,15,3,4,0,64,7,65,29,30,52,83,18,16,0,301,0,19,19,30,38,30,16,11,0,151,45,331,229,258,212,92,46,37,7,1258,26,291,99,68,54,43,24,28,6,644,9,13,8,21,17,38,4,14,0,127,0,5,10,6,19,8,5,3,0,61,21,16,33,40,89,66,18,17,3,307,0,31,20,18,61,55,15,16,3,215,16,65,49,65,99,82,30,28,4,437,16,91,56,61,58,50,18,26,8,378,32,30,51,31,147,79,36,31,4,452,42,159,160,167,237,150,57,89,5,1069,89,222,305,474,420,175,78,92,20,1872,7,38,28,19,16,14,9,4,0,138,11,69,61,62,71,46,24,20,0,362
POA6031,134,290,205,267,835,1076,547,918,92,4349,0,0,6,9,8,6,5,3,0,40,4,0,4,0,10,11,9,22,0,66,3,18,7,11,29,25,7,3,0,103,0,3,3,3,9,4,0,0,0,26,0,23,16,23,42,32,4,5,3,147,0,7,7,15,28,14,3,4,0,74,21,149,86,88,116,55,25,19,3,568,14,100,47,40,34,15,17,11,6,286,0,10,8,12,8,15,5,3,0,61,0,3,4,6,7,3,0,0,0,23,8,8,22,20,41,39,8,5,3,153,4,11,11,9,20,20,5,3,0,87,9,28,25,28,34,39,18,13,0,184,4,41,26,26,27,18,5,8,3,151,16,10,18,19,63,53,17,10,3,215,19,48,59,100,94,60,21,42,4,449,64,106,142,229,264,97,55,47,10,1014,0,13,8,8,6,7,0,3,0,52,11,43,31,28,49,20,10,6,3,197
POA6032,0,7,4,5,11,17,6,11,3,62,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,9,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
POA6033,5,17,8,7,13,26,5,32,3,122,0,3,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,3,3,12,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,0,0,0,14,0,3,3,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
POA6034,22,17,15,21,76,131,61,120,11,477,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,3,5,0,3,0,0,13,0,0,0,0,0,0,0,0,0,3,3,3,0,0,5,4,3,0,0,20,0,0,0,0,3,0,0,0,0,7,3,5,7,7,14,5,4,0,4,54,0,12,5,0,0,0,3,7,0,29,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,15,0,0,3,0,4,3,0,0,0,12,0,4,0,3,5,3,0,0,0,25,0,5,4,0,3,0,3,0,0,16,3,0,0,3,9,3,0,0,0,20,5,4,9,13,13,10,0,6,0,52,5,16,11,27,31,19,3,3,0,112,0,0,0,3,0,0,0,0,0,4,0,6,4,3,3,4,3,0,0,28
POA6035,86,107,101,110,319,436,207,578,44,1983,3,0,0,11,9,6,0,3,0,28,3,0,0,0,3,6,3,23,0,35,0,3,4,3,9,6,0,0,0,31,0,0,0,0,8,0,0,0,0,7,3,16,9,6,8,25,3,9,0,80,0,4,0,7,8,13,3,3,0,40,14,51,48,45,47,15,6,6,0,243,5,41,17,21,11,12,3,10,3,123,0,0,4,6,11,8,4,3,0,32,0,3,0,0,5,3,0,0,0,16,3,3,3,6,13,8,5,0,0,45,0,0,7,4,15,12,3,7,0,41,4,17,9,14,16,20,5,7,3,92,5,17,7,9,12,8,0,4,0,63,7,4,13,10,22,17,3,0,0,79,10,35,27,31,54,32,10,16,3,212,26,50,73,91,93,40,7,13,3,388,3,9,7,6,5,3,4,3,0,44,5,17,24,10,16,7,3,3,0,89
POA6036,143,250,158,235,649,924,490,861,67,3779,0,0,5,3,10,3,0,0,0,22,3,0,3,7,3,16,4,19,0,56,0,16,11,13,16,23,7,4,0,79,0,0,3,0,8,3,6,0,0,20,0,16,9,20,24,24,9,10,0,106,0,7,8,9,14,4,0,0,0,47,24,137,108,92,98,39,19,16,3,530,15,102,45,45,29,19,15,20,6,293,5,3,8,11,11,10,8,3,0,52,0,0,3,0,12,5,0,0,0,26,3,9,9,15,51,29,12,5,0,138,0,0,8,10,23,18,0,4,0,71,7,12,32,29,31,25,18,13,0,174,4,33,26,20,26,18,8,17,4,160,17,16,14,20,68,31,10,10,3,195,21,52,50,87,99,53,29,23,3,410,61,73,126,174,216,94,37,25,4,816,3,14,14,0,3,3,4,3,0,36,9,45,23,24,36,24,7,4,0,170
POA6037,30,32,36,44,91,127,75,187,21,641,0,3,0,4,8,0,0,3,0,23,4,0,0,0,0,0,3,8,0,16,0,0,0,4,4,5,4,0,0,17,0,0,0,3,3,0,0,0,0,3,0,9,4,5,3,3,0,0,0,32,0,0,0,4,0,0,0,4,0,8,0,22,9,13,9,6,0,0,0,69,5,15,14,5,6,5,0,5,3,46,0,0,4,0,5,3,0,0,0,16,0,0,0,0,3,0,0,0,0,3,0,3,3,0,3,4,0,3,0,12,0,3,0,3,3,5,0,0,0,11,3,6,3,3,3,4,0,3,0,26,0,8,6,3,3,0,0,3,0,22,4,3,6,0,3,0,0,0,0,19,0,3,14,14,7,8,3,8,0,64,10,15,15,27,17,8,3,7,0,94,0,3,0,0,0,0,0,0,0,8,0,8,3,3,5,4,3,0,0,28
POA6038,74,90,52,80,327,417,220,409,28,1694,0,0,0,0,0,0,0,0,0,7,0,0,3,0,3,3,3,13,0,24,0,0,0,3,10,0,6,0,0,25,0,0,0,0,4,0,0,0,0,5,0,8,7,6,10,25,3,0,0,64,3,3,3,3,15,3,3,3,0,32,4,49,36,35,48,30,9,5,0,217,3,31,22,18,7,14,4,17,0,122,4,0,4,4,0,0,0,0,0,13,0,0,3,0,3,0,0,0,0,5,0,0,6,9,16,14,8,0,0,64,3,0,3,0,6,3,0,3,0,26,5,3,5,6,17,16,3,3,0,68,3,5,3,15,7,16,5,11,0,65,9,0,10,12,41,17,6,4,0,99,8,18,30,25,41,29,16,18,0,188,19,36,66,83,101,37,17,19,3,373,0,3,3,3,0,0,0,0,0,17,4,17,12,21,13,12,6,7,3,86
POA6041,17,29,22,19,46,49,21,88,7,289,0,0,4,3,3,7,0,4,0,22,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,9,0,4,8,7,8,4,0,0,0,34,3,12,3,0,0,4,0,0,0,30,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,5,0,0,3,0,0,0,11,0,3,0,0,0,0,4,0,0,8,0,0,0,4,3,0,3,0,0,9,0,0,3,0,4,3,3,3,0,22,3,7,6,11,3,3,0,0,0,35,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,3,0,0,0,9
POA6042,3,3,3,0,3,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,8,4,3,10,3,3,3,12,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,18,17,21,19,19,30,25,101,9,260,0,5,7,5,3,11,20,23,0,75,0,0,0,0,0,0,0,3,0,6,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,10,3,3,3,0,0,3,0,24,3,3,3,4,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,4,0,3,3,0,0,0,0,0,0,5,3,3,0,3,0,3,3,0,0,23,0,9,4,0,0,4,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6050,97,405,295,288,567,856,450,956,52,3964,0,0,3,3,0,0,0,0,0,13,5,0,8,5,10,22,16,30,0,106,6,13,12,12,13,15,12,3,3,89,0,0,3,6,3,4,3,0,0,22,0,8,12,11,14,22,11,11,0,88,0,10,3,10,11,7,8,5,0,54,9,118,72,61,57,23,14,21,3,380,11,99,68,43,35,30,12,18,9,325,4,6,7,11,10,16,8,7,0,70,0,5,9,5,10,7,3,11,0,49,10,9,13,24,23,32,4,15,0,135,6,7,14,11,20,13,10,14,0,92,15,47,43,46,59,80,38,69,0,401,3,21,25,15,17,24,8,14,3,132,18,21,33,32,82,52,26,17,0,292,19,92,90,68,63,70,51,84,9,554,28,102,112,125,123,97,39,44,6,677,3,26,7,14,8,14,11,11,0,103,4,28,20,12,20,13,10,3,0,121
POA6051,118,245,302,274,706,862,454,750,56,3774,0,0,0,3,3,3,0,0,0,9,3,5,3,6,17,34,15,38,0,129,3,15,8,8,16,16,4,9,0,82,0,0,0,4,7,7,5,0,0,29,3,11,7,3,23,22,9,14,0,100,0,0,3,8,9,14,8,3,0,41,6,61,53,44,61,26,13,14,4,286,11,65,57,52,47,31,19,18,4,303,8,7,11,12,17,18,10,7,0,87,3,0,0,3,5,5,0,7,0,32,3,5,10,5,37,30,12,13,4,126,3,12,8,0,12,14,8,9,0,62,11,24,25,30,61,71,29,32,0,277,0,11,24,15,21,26,9,17,0,128,15,18,26,32,108,64,27,28,0,317,9,45,42,40,61,59,43,44,0,344,39,56,104,122,168,101,31,34,3,653,0,20,9,16,11,8,11,4,0,78,7,14,19,18,23,20,9,11,0,112
POA6052,85,246,182,194,471,709,371,625,29,2912,0,0,0,0,0,0,0,4,0,3,8,3,6,7,9,20,5,14,0,76,3,10,11,7,8,7,5,3,0,50,0,0,0,0,3,3,0,3,0,19,7,14,10,5,12,15,5,12,0,85,0,6,10,3,11,12,4,3,0,47,12,89,56,39,47,13,7,9,3,275,9,64,33,22,14,22,12,16,0,184,3,0,15,11,6,9,0,3,0,47,3,4,11,9,10,6,9,9,0,55,9,4,11,20,26,21,13,5,0,103,0,7,7,0,12,16,7,7,3,63,12,23,29,49,49,50,25,28,0,271,0,13,11,12,20,11,16,10,0,97,17,16,22,33,77,42,23,13,0,240,13,66,74,58,57,52,38,57,3,414,40,59,94,91,112,62,34,26,0,520,0,17,14,8,5,9,0,8,0,58,4,17,19,15,21,10,13,11,0,111
POA6053,88,284,245,267,726,892,462,815,62,3839,0,0,0,0,0,0,0,0,0,3,8,10,7,5,7,36,19,30,0,126,0,15,17,17,27,15,10,13,3,107,0,7,3,8,13,8,0,0,0,33,3,13,9,13,16,28,10,15,0,94,0,8,9,9,7,8,6,4,0,56,4,91,51,34,50,27,16,14,0,289,7,72,34,28,34,17,18,19,7,238,4,7,0,14,23,15,4,12,0,89,0,0,5,6,10,6,3,3,0,37,5,6,16,9,25,25,4,5,0,112,3,9,3,4,13,9,3,11,0,64,13,49,37,43,57,55,24,25,0,293,5,18,26,18,25,19,9,10,0,134,23,18,41,38,105,60,31,22,0,344,24,76,84,60,92,73,45,58,3,517,29,77,118,149,170,89,49,58,7,739,3,23,14,4,16,15,9,3,0,85,5,22,19,23,23,23,6,10,0,129
POA6054,150,372,305,373,993,1103,583,951,103,4931,0,0,5,3,0,0,0,3,0,11,9,3,4,4,7,21,24,23,0,100,4,20,22,26,48,20,5,3,0,159,3,3,5,3,3,5,3,0,0,23,5,18,9,10,16,30,13,14,0,129,6,4,5,14,24,22,6,3,0,93,10,120,90,77,86,41,23,19,4,471,7,125,59,56,36,27,19,25,0,355,6,16,6,18,27,24,7,11,0,123,0,4,4,10,16,10,3,7,0,53,6,7,17,16,43,26,3,10,0,142,4,14,5,9,15,15,7,11,0,77,8,34,41,41,52,55,17,22,3,265,3,42,29,20,29,24,8,11,8,173,23,30,38,46,122,76,30,30,3,394,37,65,76,105,107,80,54,77,3,603,61,109,144,203,239,92,39,44,15,958,5,26,16,19,10,11,8,7,0,98,6,37,35,23,41,27,12,13,0,193
POA6055,190,302,267,346,1154,1254,734,1343,114,5702,6,6,3,8,0,7,0,4,0,36,3,4,5,9,16,20,14,39,0,121,7,15,16,12,43,35,13,17,0,161,5,0,4,0,11,9,3,0,0,36,0,23,23,15,24,59,16,18,4,174,0,13,10,11,34,19,11,9,0,114,14,108,100,105,120,50,21,30,4,552,11,125,57,46,36,34,11,30,3,349,7,17,13,29,52,31,15,26,4,203,5,8,3,3,4,8,0,3,0,36,11,7,23,21,45,34,8,3,0,159,3,10,11,12,31,20,17,4,0,107,14,36,40,33,65,63,15,27,0,285,3,44,40,26,38,28,11,16,3,206,35,16,39,27,95,72,34,28,0,353,30,66,73,72,96,79,46,55,8,521,60,93,151,207,296,122,48,60,15,1047,3,15,16,18,10,15,4,11,0,88,7,38,24,34,45,30,12,12,0,206
POA6056,364,678,464,670,1807,1968,1207,2114,213,9495,0,11,3,17,6,11,3,14,0,70,10,10,11,5,20,36,28,56,0,172,8,43,36,51,73,78,16,17,0,328,0,4,7,3,7,15,0,3,0,41,9,43,48,31,38,54,21,18,0,254,9,11,21,18,58,32,19,15,0,181,44,303,211,211,229,113,43,51,8,1213,20,197,129,90,61,59,26,43,8,625,20,32,36,73,68,72,28,33,0,359,0,17,3,8,19,13,3,3,0,65,8,10,21,29,47,42,15,11,3,189,8,19,17,16,40,26,10,22,0,169,18,61,41,63,80,81,30,27,3,394,9,76,50,45,58,34,10,17,0,315,38,33,53,72,204,130,70,25,4,623,30,129,158,176,183,114,70,92,4,952,76,188,297,332,441,182,66,87,20,1687,8,38,16,16,19,19,8,14,0,138,11,64,52,60,69,46,12,22,4,348
POA6057,154,257,161,259,764,1022,583,1116,73,4395,0,0,0,3,0,4,3,4,3,22,10,0,4,8,5,20,12,35,0,98,8,11,15,16,37,29,12,3,0,130,0,0,0,0,7,4,3,7,0,29,10,23,19,15,30,41,8,8,0,145,4,13,14,18,23,23,5,9,0,106,13,129,86,111,91,52,20,30,11,532,9,97,40,35,32,18,16,16,4,267,12,26,21,38,37,61,31,26,5,256,0,0,4,0,4,4,0,0,0,17,4,5,14,13,25,22,9,3,0,98,0,7,10,7,13,14,4,8,0,64,6,30,15,25,35,37,10,10,0,175,3,30,24,18,23,22,13,10,3,146,9,11,31,18,89,31,22,14,0,235,12,60,54,76,82,52,30,43,3,409,38,83,116,167,176,79,20,33,5,721,4,18,7,17,15,5,3,3,0,69,7,37,34,27,40,22,8,8,3,182
POA6058,118,199,155,213,662,733,423,761,58,3317,3,0,3,6,0,3,3,0,0,17,8,3,0,7,7,18,4,30,3,72,8,14,18,14,27,23,9,3,0,111,0,0,3,3,12,0,0,0,0,24,4,12,11,9,17,27,12,9,3,101,3,5,11,6,36,26,10,0,3,100,13,98,70,61,83,35,12,9,3,388,3,71,35,31,28,20,13,12,4,209,6,16,21,19,40,36,21,12,0,166,0,3,4,3,7,3,0,0,0,16,4,0,3,11,18,25,10,4,0,73,0,0,8,6,11,14,3,3,0,43,9,18,12,9,27,14,3,6,0,110,4,20,14,24,21,7,3,12,3,106,7,16,12,19,72,34,14,12,0,188,17,46,43,52,47,29,28,16,0,283,37,48,62,126,128,56,20,34,5,507,0,17,7,8,14,7,0,0,0,58,5,27,19,14,14,5,7,5,0,95
