region_id,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA6383,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,103,98,201,7,14,21,14,0,14,0,0,0,4,0,4,13,5,18,30,19,49,178,136,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,56,19,36,55,8,0,8,232,201,433
POA6386,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,15,23,38,0,3,3,3,0,3,0,0,0,0,0,0,10,0,10,9,3,12,40,29,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,32,5,10,15,3,0,3,64,55,119
POA6390,0,0,0,90,8,98,0,0,0,0,0,0,0,0,0,443,224,667,67,29,96,9,0,9,4,0,4,5,0,5,14,3,17,14,34,48,646,298,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18,4,0,4,0,0,0,15,7,22,8,3,11,23,10,33,0,0,0,0,0,0,0,0,0,0,0,0,24,22,46,58,57,115,10,0,10,761,387,1148
POA6391,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,154,120,274,15,10,25,4,0,4,0,0,0,0,0,0,13,0,13,30,19,49,219,149,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,3,0,3,3,0,3,60,38,98,21,37,58,6,5,11,309,232,541
POA6392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,49,122,7,0,7,4,0,4,0,0,0,0,0,0,12,0,12,9,9,18,105,58,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,30,31,61,9,14,23,0,0,0,150,103,253
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,56,3,4,7,5,0,5,0,0,0,0,0,0,5,0,5,12,7,19,53,39,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,61,37,98,7,5,12,4,7,11,128,88,216
POA6394,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,37,38,75,0,0,0,3,0,3,3,3,6,0,0,0,5,0,5,14,6,20,66,47,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,35,94,5,9,14,0,3,3,130,94,224
POA6395,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,205,175,380,21,10,31,12,0,12,3,0,3,3,0,3,15,3,18,34,36,70,296,227,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,0,4,4,0,4,4,61,43,104,44,40,84,10,10,20,414,327,741
POA6396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,29,93,5,10,15,0,0,0,0,0,0,0,0,0,7,0,7,10,6,16,86,45,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,39,3,6,9,4,4,8,117,70,187
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,27,66,9,5,14,3,0,3,0,0,0,0,0,0,3,3,6,4,4,8,58,39,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,45,5,4,9,0,0,0,87,64,151
POA6398,0,3,3,3,0,3,3,0,3,0,0,0,0,0,0,57,59,116,3,3,6,0,0,0,3,0,3,3,0,3,4,3,7,15,15,30,91,83,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28,12,23,35,0,0,0,121,119,240
POA6401,0,4,4,19,0,19,0,0,0,0,0,0,0,4,4,1054,918,1972,115,111,226,43,0,43,18,0,18,7,3,10,34,4,38,102,93,195,1392,1137,2529,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,6,0,6,14,7,21,23,10,33,0,0,0,0,0,0,0,0,0,0,0,0,69,93,162,146,214,360,30,24,54,1660,1478,3138
POA6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,63,3,4,7,3,0,3,0,0,0,0,0,0,0,3,3,7,3,10,46,40,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,6,10,0,0,0,53,50,103
POA6405,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,28,32,60,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,11,7,18,54,43,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23,5,12,17,3,0,3,75,65,140
POA6407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,115,276,22,4,26,5,0,5,0,0,0,0,0,0,9,0,9,34,24,58,231,143,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,22,19,41,19,23,42,4,4,8,279,189,468
POA6409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,63,4,4,8,4,0,4,0,0,0,0,0,0,10,0,10,16,11,27,68,44,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,32,7,7,14,3,3,6,97,67,164
POA6410,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,119,105,224,10,7,17,12,0,12,3,0,3,8,0,8,9,0,9,36,36,72,203,148,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,3,3,6,3,3,6,25,28,53,15,30,45,5,0,5,255,209,464
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,35,3,3,6,3,0,3,0,0,0,3,0,3,3,0,3,7,3,10,38,22,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,3,5,8,3,0,3,57,37,94
POA6415,0,0,0,16,3,19,3,0,3,0,0,0,0,0,0,486,361,847,41,32,73,28,3,31,5,0,5,9,4,13,13,3,16,62,71,133,663,477,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,16,13,3,16,0,0,0,0,0,0,0,0,0,0,0,0,24,36,60,58,60,118,8,10,18,766,586,1352
POA6418,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,101,61,162,5,3,8,5,0,5,0,0,0,0,0,0,3,3,6,28,24,52,145,91,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,41,18,22,40,4,0,4,185,136,321
POA6421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,62,0,3,3,3,0,3,0,0,0,0,0,0,7,0,7,7,4,11,48,38,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19,7,6,13,0,0,0,69,52,121
POA6423,0,0,0,16,4,20,0,0,0,0,0,0,0,0,0,38,25,63,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,13,30,82,42,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18,6,10,16,0,0,0,101,61,162
POA6425,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,18,13,31,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,14,0,14,44,16,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,14,29,4,8,12,0,0,0,63,41,104
POA6426,0,0,0,18,9,27,0,0,0,0,0,0,0,0,0,167,104,271,31,7,38,11,0,11,4,0,4,3,3,6,7,3,10,30,33,63,271,159,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,4,7,3,0,3,6,4,10,24,17,41,33,25,58,10,4,14,347,209,556
POA6429,0,0,0,69,3,72,0,0,0,0,0,0,0,0,0,208,106,314,70,19,89,15,0,15,3,0,3,0,0,0,22,5,27,34,42,76,421,175,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,10,0,10,18,0,18,0,0,0,4,0,4,0,0,0,4,0,4,13,16,29,27,12,39,13,8,21,496,211,707
POA6430,3,3,6,216,53,269,3,3,6,0,0,0,35,47,82,4484,3372,7856,633,436,1069,121,11,132,84,15,99,93,33,126,58,18,76,234,264,498,5964,4255,10219,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,33,7,40,5,3,8,6,0,6,44,10,54,62,30,92,109,43,152,0,0,0,0,0,0,5,3,8,5,3,8,66,152,218,564,544,1108,119,76,195,6827,5073,11900
POA6431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,59,67,126,86,71,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,5,7,12,5,3,8,103,87,190
POA6432,0,0,0,77,28,105,0,0,0,0,0,0,17,10,27,1338,1036,2374,232,128,360,53,3,56,25,3,28,31,11,42,16,6,22,62,55,117,1851,1280,3131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,3,3,6,3,9,17,6,23,26,9,35,0,0,0,3,0,3,3,0,3,6,0,6,16,34,50,194,160,354,32,26,58,2125,1509,3634
POA6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,9,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
POA6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26,0,0,0,5,0,5,0,0,0,0,0,0,3,3,6,12,9,21,35,23,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,7,3,10,3,0,3,0,3,3,45,32,77
POA6437,0,0,0,224,22,246,0,0,0,0,0,0,3,0,3,118,57,175,74,13,87,18,3,21,0,3,3,4,0,4,80,12,92,29,30,59,550,140,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,3,9,0,9,15,6,21,24,6,30,5,0,5,5,3,8,0,0,0,10,3,13,5,7,12,38,12,50,12,5,17,639,173,812
POA6438,0,0,0,57,4,61,0,0,0,0,0,0,0,0,0,114,56,170,43,11,54,9,0,9,3,0,3,7,3,10,22,7,29,51,59,110,306,140,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,3,7,0,0,0,3,0,3,0,0,0,3,0,3,3,3,6,17,16,33,6,6,12,339,168,507
POA6440,0,0,0,132,19,151,0,0,0,0,0,0,4,0,4,116,51,167,53,12,65,16,3,19,0,3,3,3,0,3,66,7,73,47,52,99,437,147,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,0,6,10,0,10,21,0,21,31,0,31,0,0,0,3,0,3,3,0,3,6,0,6,0,0,0,26,14,40,4,0,4,504,161,665
POA6442,0,0,0,42,7,49,0,0,0,3,0,3,0,0,0,455,272,727,88,50,138,6,3,9,11,0,11,9,3,12,12,0,12,16,27,43,642,362,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,5,0,5,21,0,21,3,6,9,24,6,30,0,0,0,0,0,0,3,0,3,3,0,3,3,5,8,103,69,172,17,11,28,792,453,1245
POA6443,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,144,88,232,29,15,44,3,0,3,0,0,0,5,0,5,16,3,19,46,60,106,264,166,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,0,9,6,0,6,15,0,15,3,0,3,3,0,3,0,0,0,6,0,6,3,14,17,27,20,47,4,0,4,319,200,519
POA6445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,27,3,0,3,0,0,0,0,0,0,0,0,0,8,0,8,9,8,17,37,18,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,32,0,5,5,0,0,0,57,35,92
POA6447,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,68,25,93,4,4,8,6,0,6,0,0,0,0,3,3,3,0,3,9,7,16,94,39,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,41,37,78,11,13,24,0,0,0,149,89,238
POA6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,43,91,3,3,6,3,0,3,0,0,0,0,0,0,3,0,3,17,13,30,74,59,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,30,12,10,22,3,3,6,109,82,191
POA6450,0,4,4,40,13,53,0,0,0,0,0,0,3,3,6,2038,1664,3702,165,159,324,61,0,61,57,14,71,46,15,61,43,23,66,109,132,241,2562,2027,4589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,4,3,7,20,8,28,24,11,35,0,0,0,0,0,0,3,3,6,3,3,6,179,218,397,327,385,712,58,45,103,3153,2689,5842
POA6460,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,130,111,241,9,8,17,7,0,7,0,0,0,0,0,0,14,3,17,19,19,38,186,141,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,34,23,57,17,28,45,3,6,9,243,202,445
POA6461,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,56,41,97,0,3,3,3,0,3,0,0,0,3,3,6,3,0,3,4,6,10,72,56,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,11,15,3,3,6,79,75,154
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,54,4,0,4,9,0,9,0,0,0,3,0,3,6,3,9,9,4,13,61,31,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,54,7,6,13,7,0,7,105,61,166
POA6468,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,35,12,47,4,3,7,3,0,3,0,0,0,0,0,0,0,3,3,7,5,12,52,26,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,3,4,7,3,3,6,65,48,113
POA6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,19,45,0,5,5,4,0,4,0,0,0,0,0,0,0,0,0,13,5,18,43,29,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27,3,4,7,0,0,0,59,47,106
POA6475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,36,96,9,3,12,8,0,8,0,0,0,0,0,0,4,3,7,10,3,13,91,45,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,25,13,38,7,12,19,0,5,5,123,78,201
POA6477,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,40,33,73,3,3,6,5,0,5,0,0,0,0,0,0,8,0,8,16,7,23,75,43,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,18,13,31,4,8,12,0,0,0,100,64,164
POA6479,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,66,41,107,6,3,9,3,0,3,3,0,3,4,3,7,8,0,8,25,17,42,118,64,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,26,34,60,13,13,26,4,3,7,161,117,278
POA6484,0,3,3,82,7,89,0,0,0,0,0,0,0,0,0,31,5,36,18,7,25,3,0,3,0,0,0,0,0,0,24,3,27,21,20,41,179,45,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,3,0,3,0,0,0,3,0,3,4,3,7,7,8,15,3,0,3,200,56,256
POA6485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,56,121,5,0,5,6,0,6,4,0,4,0,0,0,7,3,10,5,5,10,92,64,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,36,7,12,19,0,3,3,122,92,214
POA6488,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,32,33,65,3,3,6,7,0,7,3,0,3,3,0,3,3,0,3,15,10,25,69,46,115,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17,3,12,15,3,3,6,89,67,156
POA6490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,55,3,3,6,0,0,0,0,0,0,0,0,0,9,0,9,8,4,12,49,33,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,12,15,3,0,3,0,0,0,58,45,103
POA6501,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,170,138,308,12,9,21,21,3,24,0,0,0,0,0,0,0,0,0,15,10,25,229,160,389,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,16,30,46,24,22,46,7,3,10,283,218,501
POA6502,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,145,123,268,10,12,22,5,0,5,0,0,0,0,0,0,10,0,10,14,7,21,188,142,330,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,19,16,35,27,35,62,9,4,13,246,200,446
POA6503,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,281,211,492,37,39,76,23,5,28,7,0,7,0,3,3,21,9,30,43,33,76,420,300,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,4,7,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,72,62,134,47,49,96,11,8,19,553,426,979
POA6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,29,64,5,0,5,3,0,3,0,0,0,0,0,0,0,4,4,4,0,4,47,33,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,48,11,7,18,0,0,0,84,62,146
