POA_CODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
POA6168,6,19,11,10,3,0,3,5,0,71,12,31,21,15,12,12,7,7,0,120,117,116,826,52,45,29,148,104,27,1462,26,7,231,8,3,3,31,59,9,386,9,5,22,3,0,3,14,15,0,67,17,40,5,28,5,5,7,12,0,122,10,41,6,14,3,0,3,0,0,85,78,43,30,28,35,26,42,17,9,289,14,30,15,60,5,9,10,9,3,157,8,15,11,8,0,3,4,9,0,58,18,3,75,26,3,4,27,22,0,171,0,0,0,0,0,0,0,0,0,11,4,3,15,3,0,0,11,3,0,37,8,0,27,17,3,7,24,17,21,121,318,356,1298,270,125,100,339,274,61,3154,8,17,13,3,13,3,3,3,0,67,0,5,4,4,4,3,0,0,0,28,6,10,15,6,5,9,5,11,3,77,0,5,3,0,8,3,0,0,0,18,0,0,12,3,5,5,0,3,0,27
POA6169,15,36,19,4,4,6,6,3,3,104,17,55,28,10,16,13,10,16,4,162,181,196,1315,67,66,62,239,155,42,2328,37,11,370,22,12,9,64,116,16,648,16,6,35,3,3,6,22,26,3,110,27,87,17,30,3,0,10,7,4,187,25,93,12,16,8,3,7,3,4,167,132,77,55,17,48,46,40,30,11,457,29,49,13,96,18,13,17,31,3,258,10,19,19,7,8,7,11,12,0,99,19,4,92,5,8,15,37,27,4,212,0,0,0,0,0,0,4,0,0,6,9,7,27,3,13,3,12,5,3,75,6,7,50,13,0,3,27,27,32,174,523,655,2045,294,200,181,501,456,125,4987,6,40,35,5,16,12,0,8,0,129,8,6,0,3,8,3,0,0,0,34,9,18,17,17,7,9,12,14,0,98,0,10,5,7,4,4,0,0,0,28,5,12,18,6,8,12,0,10,0,65
POA6170,7,25,5,7,0,0,3,3,0,54,13,72,36,8,13,3,8,14,0,164,62,112,467,28,23,18,97,71,13,889,11,12,102,4,6,4,22,31,3,202,3,3,8,3,3,0,7,9,0,47,4,48,3,19,5,3,7,3,0,91,5,19,5,3,0,0,10,0,0,46,58,85,27,24,59,27,34,24,7,336,14,30,3,42,11,6,8,9,4,136,5,16,10,3,0,9,6,0,0,50,9,6,69,9,3,3,23,14,3,133,0,0,0,0,0,0,0,0,0,0,5,0,6,3,0,4,12,0,0,28,4,0,17,3,3,8,19,6,5,63,205,419,752,151,131,93,251,191,44,2241,3,24,14,5,8,9,0,0,0,63,4,18,3,6,8,8,0,4,0,48,3,12,12,3,9,0,3,8,0,49,0,10,6,0,0,0,0,0,0,16,0,5,3,5,3,3,0,4,0,24
POA6171,20,31,14,11,3,7,3,8,0,100,33,80,43,13,16,12,16,9,3,219,185,219,1389,67,62,41,231,116,29,2342,42,10,380,13,19,8,73,75,11,641,19,10,31,3,6,4,26,22,0,108,24,100,21,33,8,4,12,10,3,214,18,86,10,4,7,5,9,4,6,144,174,129,49,39,88,44,59,20,16,602,33,44,18,116,16,15,23,28,3,285,12,26,21,9,3,13,5,3,0,90,27,3,103,14,12,19,44,25,0,252,0,3,0,0,0,0,3,0,0,6,5,10,21,9,8,3,21,8,8,78,13,6,26,7,3,4,21,22,19,129,610,747,2115,344,240,178,544,347,95,5209,9,32,23,15,3,3,3,3,0,89,4,13,3,3,11,3,0,3,0,51,7,13,30,8,17,7,5,10,3,95,0,9,8,0,11,4,3,0,0,35,0,5,11,3,10,4,0,7,4,44
POA6172,6,14,0,0,0,0,0,3,0,31,3,18,10,0,3,0,4,6,0,52,101,80,496,32,38,15,109,66,15,945,17,6,144,3,7,4,25,35,9,256,6,3,9,0,3,3,3,14,0,38,4,32,7,12,4,5,3,3,0,78,11,44,0,5,5,0,5,4,0,74,56,27,17,8,13,16,19,14,4,183,12,9,9,52,0,7,10,10,3,120,3,8,7,0,0,7,0,3,0,31,11,3,34,5,0,3,7,13,0,90,0,0,0,0,0,0,0,0,0,0,9,0,8,4,3,0,3,6,4,36,6,3,21,4,3,0,11,10,8,67,251,251,766,140,83,64,209,187,44,1992,0,9,11,4,0,4,0,0,0,33,3,0,0,5,0,0,0,3,0,18,3,3,6,3,3,0,0,4,0,26,0,0,3,0,4,0,0,0,0,10,3,0,5,4,3,0,0,4,0,27
POA6173,9,11,7,3,0,3,3,3,0,43,13,22,12,3,5,10,0,0,0,68,121,97,541,28,33,25,75,45,22,977,33,11,173,15,8,6,25,38,6,316,13,3,20,5,0,3,3,5,0,52,12,58,9,17,3,3,3,3,3,100,14,42,6,10,3,0,3,0,0,73,83,46,17,17,22,14,17,9,8,223,14,24,10,32,13,8,4,16,0,122,4,4,12,3,0,0,5,3,0,30,15,0,32,3,0,5,7,3,0,66,0,0,0,0,0,0,0,0,0,0,9,4,8,6,0,0,5,0,6,37,4,0,13,3,7,0,14,9,10,54,339,318,846,145,93,75,158,141,56,2173,8,14,9,4,9,0,0,0,0,41,0,3,0,7,8,3,0,0,0,17,3,8,13,0,0,3,0,3,0,29,0,9,0,0,3,0,0,4,0,13,0,3,3,3,0,0,0,0,0,15
POA6174,0,3,0,0,0,0,0,0,0,10,0,9,0,0,6,0,0,0,0,18,21,18,176,9,4,3,25,14,12,281,4,3,63,0,0,3,16,11,3,100,0,0,5,0,4,0,3,3,0,19,4,11,3,7,0,0,3,0,0,25,0,16,0,3,0,0,0,0,0,21,17,6,0,3,4,14,6,4,0,58,3,0,3,14,0,0,0,0,0,23,0,0,0,0,3,0,0,0,0,8,0,0,11,3,3,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,3,3,5,4,23,55,76,266,39,28,24,59,40,21,608,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,13
POA6175,3,8,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,32,27,151,7,8,6,25,18,3,271,10,3,59,4,3,0,8,11,0,100,7,3,5,0,0,0,0,0,0,23,0,15,0,0,0,0,0,0,0,18,4,24,0,0,0,0,0,0,0,29,16,15,8,4,11,5,5,3,3,73,3,5,0,3,0,0,0,4,0,20,0,4,0,0,0,0,0,3,0,10,3,0,12,3,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,16,4,3,3,0,0,0,0,4,4,12,77,105,252,28,31,13,48,46,13,620,0,11,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11
POA6176,3,3,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,10,11,7,58,5,9,3,9,7,3,116,0,0,18,0,0,0,3,3,0,28,0,0,0,0,0,0,3,0,0,6,0,8,0,4,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,10,7,4,0,0,4,3,5,0,0,26,4,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,30,31,90,17,19,8,25,23,3,240,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6180,3,4,7,0,0,0,0,0,0,11,4,5,7,0,0,3,0,7,0,29,34,19,216,10,14,11,46,23,3,375,3,3,57,0,3,4,15,20,0,105,9,3,13,0,0,0,5,5,0,34,0,11,3,3,0,0,3,3,3,24,7,28,0,0,0,0,3,0,0,41,16,12,7,5,7,12,12,3,3,80,5,3,3,12,0,4,7,5,0,38,0,3,3,0,0,0,3,0,0,10,8,0,15,4,0,6,5,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,9,3,0,4,0,3,0,3,6,0,17,92,92,340,39,36,34,102,71,10,815,4,3,5,3,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,0,3,3,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9
POA6181,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,3,29,4,0,0,3,0,0,59,0,0,10,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,40,4,5,5,10,3,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,8,6,55,0,0,3,8,0,3,81,0,0,11,4,0,0,0,3,3,22,5,0,0,0,0,0,0,3,0,10,0,0,0,3,0,0,0,0,0,8,3,8,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,25,18,74,12,0,6,19,15,8,168,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8
POA6208,4,4,0,0,0,0,3,0,0,20,6,6,0,0,0,3,3,3,0,15,60,31,399,5,9,17,86,49,12,667,8,0,97,0,0,0,22,24,3,162,10,3,13,0,0,4,15,11,4,62,9,13,3,14,3,0,6,3,0,46,3,28,7,3,3,0,13,0,0,53,18,18,11,5,9,12,9,6,0,95,3,6,6,16,4,0,5,4,0,47,0,3,3,0,0,0,0,3,0,15,8,0,21,3,0,0,19,5,0,62,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,7,3,0,24,6,0,19,4,0,0,13,6,11,69,136,121,585,57,37,36,192,123,37,1324,0,5,4,0,3,0,0,0,0,17,5,4,0,3,0,0,0,0,0,9,3,4,7,0,0,3,3,3,0,27,0,3,3,0,0,0,0,0,0,7,5,0,5,0,3,6,3,4,0,25
POA6209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,52,0,0,0,15,3,3,100,6,0,19,0,0,0,3,4,0,31,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,9,0,0,0,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,7,28,15,86,4,6,7,26,15,3,199,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
POA6210,27,77,25,10,6,4,10,10,3,171,22,47,51,14,15,21,14,24,6,217,372,318,1955,62,117,87,463,279,57,3710,105,36,748,17,21,23,149,154,16,1272,32,20,62,15,9,8,47,44,8,238,40,191,32,61,9,7,20,23,6,379,45,202,23,15,9,11,28,12,4,354,227,169,98,34,83,116,59,46,16,848,46,81,22,143,12,28,24,43,5,398,15,33,22,5,9,15,13,14,0,124,49,4,195,15,20,22,79,54,9,458,0,0,3,0,0,0,8,0,0,14,8,18,29,7,3,4,22,10,3,106,17,12,71,6,7,14,39,29,31,233,1007,1202,3331,409,330,364,973,744,162,8522,11,73,45,24,14,19,0,9,3,200,4,13,0,11,11,10,0,8,0,55,7,30,27,12,19,14,17,26,0,142,8,8,11,6,8,7,0,0,0,45,9,27,25,3,15,6,0,17,0,110
POA6211,5,3,0,0,5,0,0,0,0,15,0,4,4,3,0,3,3,3,0,23,42,35,260,7,11,15,52,32,0,455,20,0,97,5,3,3,19,19,0,166,0,0,17,0,0,0,3,5,0,30,7,22,0,7,0,0,0,3,0,38,3,32,3,4,0,0,8,3,0,48,23,11,4,3,4,10,4,5,0,68,3,9,6,11,0,0,3,3,0,37,4,3,3,0,0,0,3,0,0,15,12,0,16,0,0,0,7,3,3,36,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,3,16,0,0,10,0,0,0,4,5,10,27,109,131,413,33,31,35,117,84,14,976,0,4,8,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,9,0,3,0,0,5,0,0,3,0,13
POA6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,0,0,0,9,6,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,3,0,8,0,0,0,3,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,17,18,16,4,0,0,20,9,0,83,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
POA6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,0,0,0,5,0,3,41,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10,14,4,39,4,0,3,10,8,5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6215,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,22,14,183,3,4,0,32,15,3,282,6,3,27,0,0,0,9,0,0,42,8,0,6,0,0,0,7,4,0,29,0,11,0,3,0,0,4,0,0,17,0,3,0,0,0,3,3,0,0,12,10,3,3,0,3,3,3,0,3,31,3,3,0,7,0,3,0,0,0,14,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,0,14,11,4,40,53,42,240,16,9,7,72,40,9,494,3,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,3,0,22
POA6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,3,3,0,19,0,0,7,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,21,0,0,0,10,13,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6220,0,0,0,0,0,0,0,3,0,10,0,3,0,0,0,0,0,5,0,9,28,16,166,0,11,0,35,41,3,296,16,0,29,0,0,0,11,8,3,68,12,5,7,3,3,3,6,17,0,53,3,6,0,4,0,0,0,5,0,19,7,7,0,0,0,0,5,6,0,27,12,4,7,0,3,11,12,22,0,78,3,5,0,3,0,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,5,6,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,4,0,11,3,0,0,3,6,3,38,87,49,239,9,24,16,88,138,12,660,0,3,6,0,0,0,0,4,0,15,0,0,0,0,0,0,0,3,0,4,0,0,9,0,0,3,0,5,0,14,0,0,0,0,4,0,0,0,0,4,3,0,0,5,0,4,0,4,0,9
POA6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,7,0,0,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,9,0,0,3,0,7,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6224,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,12,4,36,0,0,4,7,3,4,68,3,0,7,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,15,15,13,63,4,4,4,17,14,3,139,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6225,8,5,4,0,0,0,3,0,0,14,0,0,5,0,0,0,3,0,0,13,30,22,472,12,11,9,101,28,10,692,3,0,41,0,0,0,32,18,0,105,15,3,5,0,0,0,3,4,0,29,0,16,3,3,0,0,8,0,0,37,3,20,3,0,0,0,7,0,0,34,8,3,8,3,8,3,11,3,3,50,0,6,0,14,0,0,3,3,0,26,3,0,0,3,0,0,0,0,0,8,3,0,4,3,0,0,13,7,4,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,11,3,0,18,0,0,0,22,10,3,52,86,78,572,38,28,9,216,80,23,1122,0,3,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,0,9,3,0,23,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,0,0,8,0,19
