POA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
POA6168,86,31,26,35,26,24,14,12,305,0,0,0,0,0,0,0,0,0,0,0,174,76,179,60,76,58,49,34,22,30,771,234,72,104,24,21,19,22,14,3,14,534,53,42,103,20,32,30,11,15,8,3,314,0,0,23,0,0,0,3,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,54,42,128,23,34,34,17,15,10,3,351,0,0,0,0,0,0,0,0,0,3,3,289,110,231,44,57,54,37,33,8,21,887,739,108,157,23,18,20,12,6,0,21,1112,104,20,69,8,13,6,3,0,0,9,231,10,4,10,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,0,4,112,22,85,14,16,5,3,3,0,7,260,0,0,0,0,0,0,0,0,0,0,4,852,130,243,34,32,28,10,12,4,34,1372,1013,57,54,9,20,7,3,3,4,25,1186,155,10,10,0
POA6169,99,27,34,31,27,18,13,3,304,0,0,0,0,0,0,0,0,0,0,0,309,97,265,93,91,77,58,43,22,19,1070,439,109,250,61,84,35,28,27,0,17,1050,48,66,143,32,44,13,22,11,3,4,386,3,7,15,0,0,3,0,0,5,0,29,0,0,0,0,0,0,0,0,0,0,4,54,68,159,30,47,14,21,11,9,8,416,0,0,0,0,0,0,0,0,0,0,0,496,185,408,96,129,52,45,35,9,28,1470,1189,160,279,56,35,21,19,12,4,40,1805,110,40,88,17,14,15,0,0,3,4,279,5,3,3,3,4,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,118,42,93,15,15,15,4,6,3,5,305,0,0,0,0,0,0,0,0,0,0,0,1307,199,369,72,45,33,17,15,9,43,2112,1322,65,90,25,17,14,4,3,0,36,1570,133,8,22,4
POA6170,412,68,79,71,58,48,18,15,891,0,0,0,0,0,0,0,0,0,0,3,159,141,516,104,119,102,86,62,21,20,1330,131,37,97,22,23,13,4,5,3,12,344,35,83,322,54,46,35,23,14,7,8,630,0,5,14,3,3,0,5,0,0,3,32,0,0,0,0,0,0,0,0,0,0,3,36,89,337,63,52,35,22,14,9,10,662,0,0,0,0,0,0,0,0,0,0,0,168,125,435,87,70,49,32,19,8,14,1004,231,44,80,17,17,7,6,4,0,10,412,52,32,149,17,20,8,12,3,3,6,303,0,0,6,3,0,0,0,0,3,3,29,0,0,0,0,0,0,0,0,0,0,0,52,36,155,17,22,12,12,6,3,12,328,0,0,0,0,0,0,0,0,0,0,3,282,81,236,40,37,19,17,7,4,18,750,227,16,28,4,3,5,0,0,0,4,287,31,11,22,3
POA6171,252,49,52,43,37,26,11,7,594,0,0,0,0,0,0,0,0,0,0,0,425,213,557,149,185,113,98,71,30,41,1886,351,162,422,100,140,65,38,28,6,24,1336,55,97,280,61,70,40,32,8,5,4,657,0,10,11,0,5,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,55,106,289,63,73,40,32,8,6,6,686,0,0,0,0,0,0,0,0,0,0,3,410,271,714,163,214,102,71,32,15,28,2024,727,169,358,60,82,50,14,16,4,23,1492,74,51,136,20,16,5,3,3,4,0,309,3,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,76,52,134,20,16,11,8,3,3,3,321,0,0,0,0,0,0,0,0,0,0,0,801,224,495,74,96,56,23,15,8,21,1822,622,55,78,15,20,18,17,0,3,7,844,71,20,16,6
POA6172,37,9,7,14,5,0,0,3,106,0,0,0,0,0,0,0,0,0,0,0,131,59,101,33,34,34,16,13,5,16,448,197,71,140,35,34,20,14,13,0,10,538,35,34,60,7,10,11,0,11,0,0,165,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,37,34,67,7,10,11,0,10,0,3,174,0,0,0,0,0,0,0,0,0,0,3,234,102,204,43,44,25,12,25,0,15,707,466,112,158,23,20,4,15,8,0,11,813,51,25,39,6,6,4,0,0,0,0,126,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,53,22,40,6,6,4,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,3,518,132,193,29,26,11,12,5,0,14,945,404,38,53,10,8,6,3,3,0,10,528,44,14,8,3
POA6173,26,3,3,5,4,3,3,0,70,0,0,0,0,0,0,0,0,0,3,3,98,52,117,32,35,25,32,24,12,12,439,179,84,233,54,75,60,48,47,10,21,809,20,16,53,16,3,4,4,0,0,3,122,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,16,56,16,3,4,4,0,0,3,124,0,0,0,0,0,0,0,0,0,0,0,200,103,295,69,80,65,49,47,10,22,940,347,142,367,38,64,21,13,13,3,13,1016,17,22,25,8,3,0,4,0,0,0,78,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,22,25,8,3,0,4,0,0,3,81,3,0,0,0,0,0,0,0,0,0,3,366,160,389,49,65,25,17,13,3,14,1103,194,30,35,7,6,0,3,3,0,7,292,14,0,6,0
POA6174,11,3,0,3,0,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,43,24,57,7,5,5,4,5,0,0,157,52,14,45,5,14,5,11,0,3,0,147,0,5,13,0,8,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,8,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,56,16,59,6,16,10,11,0,3,0,181,113,21,34,0,13,3,3,4,0,0,193,13,6,12,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,12,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,118,29,44,0,11,3,3,4,0,0,221,74,4,7,0,0,0,0,0,0,0,85,6,0,4,0
POA6175,9,0,3,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,30,5,20,7,8,24,11,0,0,3,109,65,9,42,8,6,3,3,3,0,3,141,0,3,13,4,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,63,15,52,12,8,3,3,4,0,3,163,125,30,39,5,13,10,3,0,0,3,230,4,4,5,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,133,28,49,12,14,10,3,0,0,3,246,82,12,7,0,0,0,0,3,0,4,108,7,0,0,0
POA6176,5,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,12,8,21,5,11,5,0,0,0,0,57,13,0,8,0,3,4,3,0,0,0,43,3,4,3,0,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,19,6,14,3,4,10,7,0,0,0,59,25,14,7,5,3,3,0,0,0,0,61,3,4,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,31,16,15,5,3,3,0,0,0,0,69,34,3,0,0,0,0,0,0,0,0,38,3,0,0,0
POA6180,26,9,7,10,6,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,59,27,96,25,23,29,14,6,0,9,275,56,29,76,13,16,6,12,0,3,3,216,5,8,46,5,3,4,7,3,0,8,93,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,5,7,48,8,4,4,7,3,0,8,101,0,0,0,0,0,0,0,0,0,0,0,64,42,120,18,23,10,14,8,3,9,316,108,28,70,12,0,3,3,3,0,0,227,7,14,27,10,6,3,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,16,34,10,6,3,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,118,41,104,18,13,3,3,5,0,3,300,104,11,17,6,0,4,0,0,0,0,142,10,0,5,0
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,7,0,4,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,17,24,5,3,0,0,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,3,0,0,3,0,0,0,0,37,24,0,5,0,0,0,0,0,0,0,26,0,0,0,0
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,3,0,22,13,3,8,3,0,0,0,0,0,0,23,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,3,6,3,0,0,0,0,0,0,26,24,0,8,0,0,0,0,0,0,0,43,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,27,3,15,0,0,0,0,0,0,0,48,14,0,3,0,0,0,0,0,0,0,16,4,4,0,0
POA6208,11,0,5,3,3,3,3,0,37,0,0,0,0,0,0,0,0,0,0,0,46,12,47,5,17,9,9,7,3,3,156,90,21,25,7,3,6,8,3,0,6,171,12,14,13,4,3,3,3,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,14,13,4,3,3,3,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,100,32,34,10,9,5,9,4,0,7,224,248,32,25,3,3,4,0,0,0,5,332,14,4,10,3,3,4,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,15,3,3,4,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,264,34,43,3,4,10,0,0,0,5,369,286,15,16,7,0,0,0,0,0,6,333,22,3,0,0
POA6209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,14,4,12,0,0,0,3,0,0,0,33,3,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,6,12,3,0,0,3,0,0,0,47,54,10,8,0,0,0,0,0,0,3,71,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,12,8,0,0,0,0,0,0,3,78,71,0,3,0,0,0,0,0,0,0,75,3,0,0,0
POA6210,238,55,78,73,78,59,24,8,694,0,0,3,0,0,0,0,0,0,0,4,296,175,492,159,166,156,119,91,46,38,1736,521,190,397,118,110,89,71,46,11,30,1580,84,92,301,53,92,85,65,43,13,11,844,7,5,16,3,4,13,8,3,3,0,62,0,4,3,0,0,3,0,0,0,0,10,86,101,323,62,95,97,73,46,20,13,917,0,3,0,0,0,0,0,0,0,0,3,609,286,718,176,205,186,144,94,28,47,2501,1420,286,528,86,107,74,50,29,14,49,2632,132,81,202,24,29,29,16,16,6,7,551,3,0,25,3,3,0,0,0,3,8,54,0,0,3,0,0,0,0,0,0,0,4,140,87,233,30,30,32,16,21,10,17,601,0,0,0,0,0,0,0,0,0,3,4,1562,366,757,113,134,108,70,44,23,64,3238,1868,141,173,42,26,14,10,9,6,60,2351,181,31,32,3
POA6211,10,8,8,3,5,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,33,23,42,13,15,7,11,5,0,7,158,82,31,43,14,13,3,7,0,3,0,199,9,12,21,0,9,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,15,21,0,9,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,92,42,69,14,27,7,7,0,4,3,258,176,37,42,14,7,3,4,3,0,7,297,6,7,10,4,3,3,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,7,10,4,5,3,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,184,49,59,15,7,5,4,5,3,9,341,234,23,17,5,4,3,0,0,0,3,288,20,3,3,0
POA6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,12,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0
POA6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,3,3,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,5,16,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0
POA6215,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,11,6,10,3,4,0,0,5,0,4,43,23,3,12,0,0,0,0,0,0,0,48,0,0,9,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,25,9,24,3,0,3,0,0,0,0,67,76,6,13,0,0,3,0,0,0,4,107,10,3,6,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,4,6,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,90,12,21,3,3,4,3,0,0,8,133,102,4,6,0,3,0,0,0,0,3,120,3,0,7,0
POA6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,9,15,3,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,19,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0
POA6220,18,10,9,13,26,37,13,8,146,0,0,0,0,0,0,0,0,0,0,0,11,3,20,13,10,12,26,40,20,11,177,21,5,6,3,5,3,0,0,0,0,41,4,8,31,12,16,13,3,17,0,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,31,7,15,13,3,17,0,5,99,0,0,0,0,0,0,0,0,0,0,0,25,12,32,13,20,15,3,17,0,5,141,69,6,7,0,0,0,0,0,0,3,101,5,0,18,6,3,5,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,18,6,3,5,0,0,0,4,44,0,0,0,0,0,0,0,0,0,0,0,79,10,23,3,4,5,0,0,0,7,138,80,6,8,0,0,0,0,0,3,3,102,12,0,3,0
POA6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0
POA6223,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6224,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,12,9,3,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,0,0,0,0,0,14,24,0,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,0,7,0,0,0,0,0,0,0,33,28,0,0,0,0,0,0,0,0,0,25,6,0,0,0
POA6225,8,4,3,3,4,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,22,15,24,3,3,4,9,3,3,3,89,49,8,15,0,0,3,0,0,0,3,74,5,3,8,4,0,4,0,0,3,0,26,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,8,4,0,4,0,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,57,10,23,4,0,7,0,0,3,4,105,130,15,12,0,6,0,0,0,0,9,166,7,6,5,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,6,5,0,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,138,17,19,0,6,3,0,0,0,4,192,172,3,9,6,0,0,0,0,0,14,200,9,0,0,0
