POA_CODE_2016,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
POA6164,17,32,30,31,28,18,12,160,3,12,11,8,5,3,3,44,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,26,43,42,34,38,23,14,218,0,4,4,0,3,3,0,12,0,3,3,0,0,0,0,10,0,6,5,0,3,3,0,21,22,50,46,38,36,25,14,235,7,5,3,4,4,4,3,30,0,0,0,0,0,0,0,0,33,60,52,44,44,26,16,272,52,120,88,59,125,48,19,521,102,195,127,93,111,41,14,682,7,7,4,0,8,0,0,29,9,3,3,0,0,0,0,13,170,324,220,158,246,92,33,1241,8,24,16,9,11,0,0,71,17,44,15,7,6,4,0,87,28,64,32,14,17,4,0,157,199,392,250,167,262,97,33,1400,175,180,82,53,62,22,14,583,0,0,0,7,0,0,0,4,377,565,333,226,320,115,52,1992,72,152,117,93,156,69,31,680
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,0,5,0,0,4,3,4,19,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,3,3,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,11,0,0,9,3,3,31,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,11,3,0,19,3,3,38,9,13,6,10,10,5,5,59,15,26,14,11,15,4,4,86,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,28,41,18,19,23,12,8,148,0,0,3,0,0,4,0,11,3,3,4,4,0,0,0,11,3,6,9,3,3,3,0,22,29,46,25,19,28,17,9,179,28,24,5,6,9,3,0,70,0,0,0,0,0,0,0,0,54,70,34,26,35,18,9,249,12,17,8,10,20,6,11,83
POA6167,6,22,16,19,16,8,3,92,3,8,0,0,3,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,26,22,19,19,6,3,109,6,8,4,0,3,0,0,26,0,3,5,0,0,0,0,5,6,14,6,0,3,0,0,32,18,43,23,22,21,12,3,142,14,11,5,5,3,3,0,43,0,0,0,0,0,0,0,3,28,55,32,29,25,16,4,188,28,47,30,25,40,18,8,202,55,97,58,26,40,9,7,289,0,3,0,4,5,0,0,18,3,3,0,3,3,0,0,8,83,155,89,56,88,28,15,524,14,25,23,12,16,5,3,101,21,32,19,10,11,0,0,87,34,55,39,25,29,5,0,190,117,210,133,83,120,36,18,707,212,193,83,39,45,13,8,598,0,9,3,3,0,0,0,14,333,409,218,128,160,48,23,1321,31,68,52,40,60,25,12,293
POA6168,4,15,18,8,35,4,4,90,3,7,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,26,24,13,35,4,4,108,5,4,10,4,3,0,0,30,0,3,0,0,0,0,0,4,5,12,11,4,3,0,0,29,18,31,27,20,42,4,4,140,0,8,9,5,10,4,0,34,0,0,0,0,0,0,0,0,21,36,40,22,46,10,3,179,22,43,39,31,40,7,6,179,32,69,56,33,41,10,5,240,4,3,0,4,4,0,3,18,0,4,4,0,0,0,0,10,52,121,95,62,78,17,13,446,9,20,13,8,6,0,0,54,12,8,5,7,3,3,0,43,28,28,20,15,11,3,0,101,76,153,113,77,86,22,15,549,177,143,72,30,48,10,0,476,6,3,0,3,0,0,0,11,258,297,191,111,134,29,19,1037,29,59,51,41,74,8,7,271
POA6169,11,20,22,12,27,5,0,101,6,17,4,7,4,3,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19,35,30,20,37,10,0,145,3,3,3,5,3,0,0,17,0,0,0,0,0,0,0,0,3,3,3,5,3,0,0,17,18,37,30,30,40,13,0,163,3,19,10,3,3,0,0,43,0,0,0,0,0,0,0,3,26,57,45,30,46,10,0,215,23,76,55,37,66,33,15,301,73,122,90,48,68,26,9,430,6,12,7,0,3,0,0,31,3,3,0,0,0,0,0,12,107,211,148,84,143,51,25,773,8,34,6,12,12,0,0,76,13,40,21,8,10,0,0,91,23,75,29,19,19,0,3,169,128,286,178,104,156,58,28,935,225,218,93,58,49,10,7,661,0,3,0,3,0,0,0,9,356,503,278,165,206,67,33,1602,33,94,75,50,96,36,18,401
POA6170,3,7,3,4,4,6,3,36,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,6,4,6,4,3,39,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,15,3,4,13,4,3,46,4,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,12,13,7,5,12,6,3,59,21,35,26,15,20,12,8,131,24,52,19,16,16,12,6,140,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,50,88,44,26,41,25,17,285,0,12,5,3,9,4,0,39,15,17,4,3,4,0,0,41,14,33,14,5,16,3,0,81,63,115,58,36,49,28,16,365,109,77,35,21,23,7,0,280,3,7,0,0,0,0,0,8,180,198,93,55,74,36,16,651,26,43,34,11,24,14,9,166
POA6171,10,28,25,8,16,0,0,89,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,13,35,23,12,18,3,3,106,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,3,3,0,0,0,0,7,13,36,23,12,22,3,3,109,5,3,0,0,0,0,0,15,0,0,0,0,0,0,0,3,21,39,26,14,27,3,3,133,32,70,50,30,61,15,11,272,72,114,72,42,57,12,0,368,12,7,0,4,3,0,0,25,0,0,0,0,0,0,0,9,112,191,124,76,117,30,13,666,19,24,5,5,3,0,0,62,15,27,10,6,4,0,0,62,31,50,18,12,11,3,0,119,144,240,141,85,131,33,17,785,174,144,61,23,31,6,3,445,3,0,3,0,0,0,0,4,321,387,204,110,157,34,21,1239,43,98,74,42,78,15,16,360
POA6172,3,9,11,12,13,0,4,47,3,3,3,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,8,15,12,10,0,4,60,0,0,4,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,15,9,10,19,12,18,0,4,74,10,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,14,10,19,11,19,3,4,86,17,47,20,28,31,9,3,156,20,68,43,31,29,8,9,208,4,3,0,0,0,3,0,14,0,0,0,0,0,0,0,3,45,124,62,64,64,15,8,377,4,14,9,4,8,0,0,39,7,13,12,8,3,0,0,42,13,30,15,10,7,0,0,77,55,153,82,73,71,15,8,456,129,108,41,40,29,4,3,358,5,0,4,0,0,0,0,10,183,260,126,115,103,25,16,820,15,58,35,39,40,9,7,200
POA6173,3,10,8,10,17,3,0,40,0,0,3,3,0,0,0,8,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,14,10,7,17,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,10,7,14,3,0,55,3,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,8,17,11,7,14,3,0,65,6,15,9,34,25,5,3,103,20,45,30,25,32,3,0,151,4,0,0,0,4,0,0,14,0,0,0,0,4,0,0,7,25,61,42,58,60,13,3,271,6,11,3,0,0,0,0,25,4,11,5,5,0,0,0,31,15,27,14,5,5,3,0,60,37,91,54,62,69,14,3,329,67,50,13,17,8,0,0,153,0,0,0,0,0,0,0,0,104,134,69,78,80,14,7,485,8,29,16,40,40,9,3,142
POA6174,0,0,3,3,5,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,13,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,7,3,3,0,0,19,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,0,4,0,0,17,0,14,5,10,14,7,3,57,3,34,19,18,14,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,52,32,29,24,5,4,149,0,0,3,0,3,0,0,9,9,8,3,3,0,0,0,20,9,10,3,5,0,0,0,30,14,64,31,36,28,5,4,182,22,20,8,7,5,0,0,72,3,0,0,0,0,0,0,3,32,84,48,42,29,13,4,250,4,14,11,8,17,7,3,64
POA6175,0,0,0,3,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,16,0,10,5,7,10,3,0,37,7,12,15,13,9,0,0,59,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,9,21,24,22,21,3,0,101,0,0,3,0,0,0,0,3,7,7,0,0,0,0,0,19,6,4,7,6,0,0,0,24,16,27,28,22,21,3,0,121,21,16,13,3,3,0,0,54,0,0,0,0,0,0,0,0,33,46,38,28,26,3,0,174,3,8,7,7,15,3,0,42
POA6176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,7,0,0,11,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,19,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,6,12,0,3,3,0,0,30,3,3,5,0,3,0,0,14,0,0,0,0,0,0,0,0,9,14,3,6,6,0,0,36,3,4,0,4,7,0,0,12
POA6180,0,0,5,0,3,0,0,10,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,5,4,3,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,3,0,0,17,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,4,3,0,0,23,5,14,12,8,9,0,0,57,14,18,22,10,11,0,0,70,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20,33,33,21,20,0,0,129,0,0,0,0,0,0,0,3,3,13,8,0,3,0,0,28,11,13,8,0,3,0,0,31,26,49,40,20,27,0,0,165,30,34,20,12,4,3,4,105,0,0,0,0,0,0,0,0,56,83,63,29,28,3,3,269,6,17,19,7,11,3,3,68
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,3
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,4
POA6208,0,5,4,0,5,0,0,18,3,8,0,3,5,3,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,13,3,7,13,4,0,42,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,7,9,9,9,13,4,0,55,5,3,3,3,3,0,0,17,0,0,0,0,0,0,0,0,9,19,14,9,14,5,0,70,4,11,16,14,23,6,0,79,15,51,22,15,28,7,0,145,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,23,69,39,31,51,11,0,237,5,9,4,11,4,0,0,31,4,20,4,3,3,0,0,33,9,33,9,12,11,0,0,66,32,105,49,41,60,14,0,306,99,86,31,22,17,0,0,255,0,0,0,0,0,0,0,0,131,189,79,66,78,13,0,560,6,19,19,14,33,13,0,104
POA6209,4,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,13,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,5,0,3,6,3,3,0,18,0,0,0,0,3,0,0,5,4,3,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,0,0,23,0,3,0,0,0,0,0,4,0,3,4,0,0,0,0,4,0,6,4,3,0,0,0,7,4,9,6,6,3,0,0,35,10,3,0,3,8,0,0,28,0,0,0,0,0,0,0,0,16,14,12,7,10,0,0,62,7,3,3,3,3,3,0,18
POA6210,12,28,35,17,37,9,5,135,7,4,14,4,9,4,0,40,3,6,0,3,0,0,3,12,3,0,7,0,0,0,0,6,24,34,55,21,47,8,10,196,3,6,3,11,11,0,3,36,4,3,3,7,0,0,0,10,7,13,5,15,11,0,3,48,32,49,59,33,54,8,7,246,21,33,19,13,21,0,0,104,3,0,0,0,0,0,0,3,54,74,79,52,80,10,13,354,32,115,106,95,134,39,21,546,107,224,160,119,161,29,10,809,12,9,6,10,10,0,3,50,3,8,0,0,3,3,0,23,151,356,273,224,306,77,38,1419,17,35,20,18,24,3,0,122,42,53,30,27,19,0,0,167,55,89,52,49,44,4,3,286,206,445,326,270,354,84,36,1708,505,426,217,124,137,13,3,1429,7,0,6,3,0,0,0,19,715,874,545,393,490,94,41,3161,42,143,145,106,174,50,26,686
POA6211,4,14,8,8,4,0,0,31,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,13,10,5,10,0,0,43,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,7,18,6,5,6,0,0,45,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,16,11,12,6,0,0,56,3,16,6,6,5,0,0,37,14,31,14,8,21,5,0,100,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,3,25,50,28,18,20,5,0,144,3,3,4,0,3,0,0,15,6,12,9,0,0,0,0,27,10,19,8,0,8,0,0,45,37,68,41,17,25,5,0,192,38,32,12,8,13,0,0,100,0,0,0,0,0,0,0,0,78,95,53,21,34,5,0,292,12,24,18,12,6,0,0,69
POA6213,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,10,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,16,0,3,3,0,3,0,0,9
POA6214,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,5,0,0,17,0,0,0,0,0,0,0,0,6,3,5,3,9,0,0,24,0,0,0,0,0,0,0,4
POA6215,0,0,3,3,4,0,3,7,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,8,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,0,3,23,0,4,0,0,3,0,0,8,0,0,0,0,0,0,0,0,5,3,7,5,6,0,3,30,3,5,0,0,3,0,0,16,0,16,12,5,7,3,0,41,0,4,0,0,0,0,0,5,0,0,3,5,0,0,0,6,3,25,14,11,11,4,0,69,0,3,0,3,0,0,0,10,0,4,0,0,0,0,0,9,0,10,5,3,0,0,0,17,9,29,18,11,13,4,0,87,13,12,7,7,7,0,0,48,0,0,0,0,0,0,0,0,24,45,28,17,23,4,0,137,4,5,4,6,9,0,3,21
POA6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,3,0,3,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,5,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,3,0,0,16,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,5,3,4,0,0,15,0,0,0,0,0,0,0,0
