POA_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
POA6168,..,15,74,29,39,35,20,20,11,16,256,..,3,46,13,21,19,15,13,4,3,131,..,0,0,0,0,0,3,3,7,0,13,..,0,0,0,0,0,0,0,0,0,0,..,3,49,13,22,17,19,19,13,3,146,..,0,0,0,0,0,0,0,0,0,0,..,14,122,40,57,52,40,34,21,13,404,48,98,106,10,11,16,22,9,3,15,342,11,14,54,9,16,9,17,9,7,3,144,0,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,11,14,56,9,18,14,21,9,6,8,157,0,0,0,0,0,0,0,0,0,0,0,55,114,162,27,33,33,39,20,13,16,502,153,49,98,27,56,26,18,10,4,21,465,21,25,80,29,22,29,26,18,9,6,279,0,0,4,0,0,5,0,6,3,0,31,0,0,0,0,0,0,0,0,0,0,5,21,30
POA6169,..,26,210,72,91,48,58,31,5,11,556,..,3,38,15,25,17,18,10,3,3,137,..,0,0,0,0,0,3,4,5,0,16,..,0,0,0,0,0,0,0,0,0,0,..,3,38,15,27,17,20,14,14,8,157,..,0,0,0,0,0,0,0,0,0,0,..,32,244,89,118,73,77,46,20,17,708,70,106,252,38,53,23,21,15,8,20,609,11,31,55,13,20,17,8,14,7,5,183,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,4,11,31,61,13,20,17,8,14,8,5,188,0,0,0,0,0,0,0,0,0,0,0,88,140,308,58,66,38,27,30,18,24,800,273,80,170,65,55,48,31,21,10,15,766,36,17,93,25,33,27,24,18,13,3,287,0,0,4,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,35,22
POA6170,..,3,92,33,46,28,15,12,8,12,254,..,7,92,36,36,26,19,14,7,7,245,..,0,3,0,4,0,0,3,0,9,21,..,0,0,0,0,0,0,0,0,3,4,..,6,89,36,42,28,25,17,9,16,271,..,0,0,0,0,0,0,0,0,0,0,..,13,183,75,91,53,39,32,19,30,525,30,57,81,25,29,13,7,10,0,3,262,3,30,155,48,36,29,21,25,29,7,385,0,0,0,0,0,0,3,4,0,0,5,0,0,0,4,0,0,0,0,0,0,3,3,27,155,48,36,29,26,30,29,12,392,0,0,0,0,0,0,0,0,0,0,0,31,81,240,77,60,44,32,41,32,19,657,116,54,105,36,37,29,25,16,4,8,437,40,87,403,61,70,65,55,43,13,14,850,0,0,8,9,3,6,4,3,3,3,36,0,0,0,0,4,0,0,0,0,3,9,40,89
POA6171,..,56,375,119,204,110,87,50,19,40,1057,..,3,108,36,48,28,23,15,3,6,272,..,0,0,0,0,0,3,9,4,4,17,..,0,0,0,0,0,0,0,0,0,0,..,3,107,39,48,30,28,20,9,14,294,..,0,0,0,0,0,0,0,0,0,0,..,62,486,155,250,139,111,72,30,50,1358,56,172,350,80,86,59,29,31,16,23,893,9,41,122,22,19,17,12,16,12,3,277,0,3,0,0,0,0,0,8,3,0,14,0,0,0,0,0,0,0,0,0,0,3,9,47,125,24,17,17,15,21,14,3,294,0,0,3,0,0,0,0,0,0,0,3,67,218,472,106,105,78,46,49,31,25,1186,377,147,304,99,136,75,59,43,20,34,1287,41,66,245,48,51,36,30,24,9,11,568,0,0,10,3,3,4,3,0,0,0,24,0,0,0,3,0,0,0,0,0,0,8,41,71
POA6172,..,29,142,55,58,43,20,11,3,8,372,..,0,29,3,7,8,0,6,0,0,57,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,29,3,7,8,0,6,0,0,56,..,0,0,0,0,0,0,0,0,3,3,..,27,163,60,65,46,25,19,4,12,433,39,81,163,33,16,10,16,11,4,15,381,0,8,16,10,9,4,3,6,3,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,10,9,4,3,6,3,5,56,0,0,0,0,0,0,0,0,0,3,4,39,83,182,38,24,12,20,18,4,22,434,116,49,67,19,26,19,14,12,7,12,340,16,11,37,9,8,10,5,0,0,3,102,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,11
POA6173,..,37,184,74,110,79,69,60,16,19,652,..,6,19,6,4,0,7,3,0,3,56,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,6,19,6,4,0,5,3,3,3,58,..,0,0,0,0,0,0,0,0,0,0,..,44,208,86,112,81,75,65,20,29,710,21,97,303,29,45,17,19,18,3,14,569,0,6,24,7,0,0,0,3,0,0,45,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,6,22,7,3,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,3,21,103,329,41,49,17,16,19,5,20,620,85,38,94,34,29,20,26,19,12,10,367,9,16,21,3,3,5,4,0,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16
POA6174,..,6,32,7,15,4,14,0,3,3,82,..,0,8,0,6,3,0,0,0,0,21,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,8,0,6,3,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,0,..,4,38,7,25,3,14,0,3,3,106,8,21,42,3,14,7,0,10,0,0,108,0,0,3,0,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,24,44,3,22,11,0,9,0,0,118,36,15,40,6,4,7,4,3,0,0,120,3,5,11,3,0,3,0,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
POA6175,..,3,35,11,11,16,0,0,0,0,83,..,0,4,3,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,3,0,3,0,6,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,3,41,16,11,21,0,5,0,0,96,3,24,33,9,13,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,29,9,13,0,0,0,0,0,81,27,8,18,7,4,15,3,0,0,0,79,0,0,9,0,3,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6176,..,0,3,3,4,12,0,0,0,0,26,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,5,3,4,12,3,0,0,0,28,3,12,19,0,5,3,4,0,0,3,43,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,12,22,0,5,3,5,0,0,3,48,12,5,13,5,9,4,0,0,0,0,44,0,3,5,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6180,..,13,60,20,20,13,12,0,0,7,150,..,0,19,9,5,0,7,4,0,3,49,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,0,15,9,5,0,4,4,3,3,51,..,0,0,0,0,0,0,0,0,0,0,..,13,81,25,30,17,17,4,3,7,200,10,23,71,4,16,5,5,5,3,8,157,0,10,17,3,3,0,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,3,3,0,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,10,36,83,8,17,5,13,5,8,8,190,53,22,67,19,19,21,10,3,0,7,210,6,3,23,9,4,10,6,3,0,0,65,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3
POA6181,..,0,4,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,3,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6182,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,..,0,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,3,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6208,..,8,17,10,7,6,7,4,0,4,63,..,0,3,3,8,3,3,4,0,0,24,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,9,3,8,3,3,4,0,0,28,..,0,0,0,0,0,0,0,0,0,0,..,6,22,11,15,11,10,5,0,4,91,10,36,20,4,3,5,0,3,3,0,76,0,0,12,3,3,3,6,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,4,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,11,37,28,7,5,8,4,3,3,0,105,44,13,31,3,9,5,3,0,0,5,117,0,3,14,0,5,3,3,3,3,0,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6209,..,3,4,0,5,0,4,0,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,4,0,5,0,4,0,0,0,12,3,10,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,22,3,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6210,..,61,391,135,141,131,94,75,38,45,1118,..,17,115,29,52,66,69,44,12,4,408,..,0,0,0,0,3,4,14,10,3,41,..,0,0,0,0,0,0,0,0,0,0,..,18,115,28,52,71,73,59,22,5,444,..,0,0,0,0,0,0,0,0,0,0,..,81,509,157,195,198,171,133,63,56,1569,74,258,428,97,94,43,46,34,22,28,1125,8,51,135,38,34,48,33,29,21,9,403,0,0,0,0,0,6,3,7,0,0,16,0,0,0,0,0,0,0,0,0,0,3,8,51,142,40,32,47,32,34,22,14,423,0,0,0,0,0,0,0,0,0,0,0,84,308,568,138,130,96,82,66,43,41,1551,268,126,257,106,89,84,40,37,18,30,1041,30,47,224,54,75,70,74,52,23,4,650,0,0,6,3,3,4,3,8,0,6,37,0,0,4,0,3,0,0,0,0,0,4,30,50
POA6211,..,3,38,12,18,13,14,0,0,6,109,..,0,9,3,8,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,9,3,8,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,0,..,3,45,12,31,13,14,0,0,6,129,11,16,45,8,3,4,6,5,0,0,101,0,0,7,0,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,16,50,8,6,4,6,11,0,0,114,34,15,32,6,12,0,5,3,0,0,113,0,3,10,8,8,3,5,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
POA6213,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6214,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6215,..,0,13,0,0,5,0,0,0,0,20,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,14,0,3,5,0,0,0,3,26,0,7,6,0,0,3,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,3,0,0,0,0,35,11,6,6,3,3,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6218,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6220,..,3,8,3,3,4,0,3,0,0,26,..,0,8,5,8,12,5,15,0,3,55,..,0,0,0,0,0,3,0,3,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,8,5,8,12,9,15,4,0,64,..,0,0,0,0,0,0,0,0,0,0,..,3,21,6,9,11,13,19,4,5,96,0,5,11,0,0,0,0,4,0,0,21,0,0,12,4,11,3,0,7,3,3,45,0,0,0,0,0,0,0,4,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,11,3,0,13,3,13,61,0,0,0,0,0,0,0,0,0,0,0,0,5,23,4,11,3,0,12,3,14,84,12,3,6,0,0,0,0,3,0,0,29,0,0,17,11,11,13,16,22,14,6,104,0,0,3,6,0,3,10,14,0,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6221,..,0,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6223,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6224,..,3,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,3,3,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6225,..,3,16,0,4,0,0,0,0,3,28,..,0,3,0,0,4,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,3,3,0,4,0,0,0,5,9,..,0,0,0,0,0,0,0,0,0,0,..,3,21,3,6,6,3,0,0,3,39,0,7,16,0,0,0,0,0,0,0,28,0,0,4,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,7,20,3,0,0,0,0,0,3,33,24,7,14,0,0,6,0,0,3,3,56,3,6,8,4,3,3,3,3,0,0,30,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
