POA_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
POA6164,2301,64,3,2369,35,5,0,0,39,13,0,13,55,5,0,58,87,9,4,3,109,12,0,15,122,3,0,123,128,17,4,3,147,23,0,27,172,8,0,175,2106,196,32,36,2379,81,15,91,2474,70,3,2542,698,60,21,20,793,30,3,33,833,52,10,892,3,0,0,0,3,0,0,0,3,0,3,8,2814,259,57,54,3176,114,17,131,3304,119,10,3442,369,41,10,3,415,17,0,16,437,12,0,445,636,60,9,8,711,23,0,21,735,24,0,754,16,7,3,0,22,0,0,0,25,3,0,27,7,0,0,4,12,0,0,0,12,0,0,11,1031,100,17,15,1160,41,3,45,1205,36,0,1241,24,3,0,0,26,4,0,4,32,0,0,34,40,7,0,0,47,5,0,7,51,0,0,54,62,10,0,0,75,4,0,6,79,3,0,87,1090,111,22,19,1234,49,4,53,1288,38,0,1329,268,19,10,7
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,312,3,0,320,4,3,0,0,4,0,0,0,4,0,0,4,6,0,0,0,7,0,0,0,14,0,0,14,15,0,0,0,12,0,0,0,18,0,0,18,274,33,0,3,316,7,4,16,328,3,0,334,93,7,3,0,103,0,0,0,107,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,369,38,4,3,416,13,4,12,428,5,0,443,52,0,4,0,56,0,0,0,53,3,0,56,110,9,0,0,123,0,3,3,125,0,0,128,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,170,8,5,0,185,0,0,0,184,3,0,193,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,4,0,0,12,176,8,5,0,191,0,0,6,194,3,0,198,35,5,0,0
POA6167,654,37,0,687,18,4,0,0,28,5,0,3,30,0,0,30,40,5,0,0,48,3,3,8,49,3,0,51,63,8,0,0,67,8,4,9,83,3,0,82,602,66,19,11,701,33,8,33,734,34,0,771,328,50,8,12,396,26,0,30,422,59,0,487,5,0,0,0,5,0,0,0,5,0,0,12,936,117,30,22,1102,57,10,68,1164,99,3,1271,88,19,0,0,106,3,3,9,114,8,0,122,178,19,4,0,199,3,0,3,204,7,0,213,6,3,0,0,10,0,0,0,10,0,0,10,3,0,0,4,8,0,0,0,10,0,0,12,277,35,4,6,322,8,3,14,332,18,0,347,9,3,0,0,13,0,0,0,16,0,0,16,23,4,0,0,21,3,0,3,27,0,0,27,30,10,0,0,38,4,0,7,41,0,0,41,306,46,7,6,356,13,3,18,375,18,0,392,112,22,4,7
POA6168,345,21,0,372,5,0,0,0,6,3,0,3,11,5,0,12,30,5,0,0,37,4,0,3,40,0,0,40,32,5,0,0,45,9,0,6,51,5,0,54,325,44,3,4,378,21,3,21,400,24,0,427,196,36,9,8,248,26,0,21,273,34,0,304,0,0,0,0,0,0,0,0,0,0,0,0,519,81,17,14,627,43,3,44,670,58,0,729,49,6,0,0,55,4,0,6,60,10,0,74,111,3,4,0,119,13,0,13,129,9,0,139,3,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,167,15,6,0,189,12,0,14,204,21,0,221,3,0,0,0,7,3,0,3,6,3,0,10,10,0,0,0,18,0,0,3,16,0,0,22,16,0,0,0,19,3,0,4,24,3,0,31,186,14,7,3,211,14,0,17,226,22,0,247,78,15,9,3
POA6169,779,38,5,829,29,5,0,0,28,7,3,7,42,3,0,44,38,3,0,0,47,10,0,10,52,0,0,52,67,6,0,0,75,16,3,19,91,3,0,95,721,81,28,3,835,37,7,46,874,48,5,922,387,53,18,13,472,19,8,27,503,37,4,546,5,0,0,0,5,0,0,0,5,0,3,8,1110,136,47,15,1307,61,13,70,1382,84,12,1474,154,15,9,0,176,3,0,3,181,13,0,196,230,21,7,8,266,17,0,15,287,19,3,303,5,0,3,0,9,0,0,0,9,0,0,16,3,0,0,0,8,0,0,0,9,0,0,9,398,42,18,7,465,18,0,18,482,35,3,520,14,4,0,0,17,3,0,3,19,6,0,27,17,3,0,0,19,7,0,8,29,0,0,26,31,3,0,0,32,10,0,11,46,7,0,51,424,44,18,7,496,31,4,29,527,39,3,568,173,30,6,6
POA6170,364,14,0,380,17,0,0,0,17,3,0,5,23,0,0,23,28,0,0,0,28,0,0,0,26,0,0,26,39,0,0,0,39,4,0,6,51,0,0,47,332,32,7,15,384,28,4,30,417,17,0,430,157,23,3,3,185,16,0,16,202,12,0,214,0,0,0,0,0,0,0,0,0,0,3,7,486,56,12,12,575,42,4,45,620,29,3,650,54,11,0,0,72,0,0,0,71,3,0,74,79,18,3,0,98,3,0,3,108,3,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,137,30,4,3,176,3,0,3,177,11,0,191,8,0,0,0,12,3,0,3,15,0,0,15,3,0,0,0,9,0,0,0,9,0,0,9,15,0,0,0,19,3,0,3,21,0,0,21,150,34,4,4,190,6,0,7,196,11,0,206,55,12,0,0
POA6171,1218,34,0,1255,37,0,0,0,33,6,0,6,38,0,0,41,81,6,0,3,91,5,0,5,102,0,0,98,117,8,0,3,132,9,0,9,137,3,0,142,1164,104,39,13,1313,39,0,43,1357,38,0,1398,529,48,25,8,611,12,0,12,623,27,0,649,0,0,0,0,5,0,0,0,3,0,0,4,1697,154,59,28,1928,58,0,54,1987,65,4,2053,239,21,3,0,271,6,0,6,276,4,0,273,344,26,13,3,383,11,0,13,396,7,0,398,17,0,5,0,21,0,0,0,21,0,0,24,3,0,0,0,7,0,0,0,7,0,0,7,600,49,24,9,678,17,0,16,696,11,0,707,14,0,0,0,14,3,0,3,19,0,0,19,24,0,3,0,27,4,0,4,33,0,0,38,38,0,3,0,43,9,0,9,54,0,0,55,641,52,21,9,721,26,0,24,748,14,0,763,172,12,9,7
POA6172,434,20,0,452,12,0,0,0,15,5,0,5,21,0,0,21,27,9,4,0,38,3,0,3,49,0,0,50,38,9,9,0,55,14,0,14,65,0,0,67,412,30,18,3,465,30,4,34,501,21,0,521,179,20,6,0,202,9,0,14,215,17,0,226,0,0,0,0,0,0,0,0,0,0,0,0,587,44,25,3,665,46,3,51,714,36,0,743,83,0,0,0,89,6,4,6,95,10,0,104,149,9,3,3,162,0,0,0,166,8,0,173,3,0,0,0,3,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,243,10,3,4,256,7,4,9,270,17,0,289,9,0,0,0,14,4,0,4,15,0,0,15,14,0,3,0,20,4,0,4,19,0,0,19,27,0,3,0,30,4,0,4,35,0,0,35,267,12,4,4,291,13,4,18,305,17,0,324,82,4,3,0
POA6173,508,13,0,517,14,0,0,0,14,0,0,0,14,4,0,15,38,0,3,0,41,0,0,0,41,0,0,45,47,0,3,0,49,0,0,0,49,4,0,58,483,30,19,10,536,18,0,19,558,16,0,571,233,3,13,4,258,13,0,13,267,11,0,278,0,0,0,0,0,0,0,0,0,0,0,0,713,36,30,10,794,33,0,34,824,24,0,855,102,3,5,0,111,4,0,3,112,3,0,120,178,13,6,0,199,9,0,9,208,0,0,210,3,0,0,0,8,0,0,0,8,0,0,8,0,0,0,3,3,0,0,0,3,0,0,3,284,15,14,5,322,10,3,15,330,3,0,337,15,0,0,0,15,0,0,0,15,0,0,15,29,0,0,0,29,0,0,0,24,3,0,32,35,0,0,0,35,0,0,0,41,3,0,42,319,15,14,5,356,9,3,16,370,4,0,377,93,3,7,3
POA6174,132,3,0,143,3,0,0,0,3,0,0,0,3,0,0,3,3,3,0,0,3,0,0,0,3,0,0,3,4,3,0,0,12,0,0,0,12,0,0,12,121,16,4,4,137,3,0,3,143,3,0,150,46,4,0,0,57,0,0,0,59,4,0,69,0,0,0,0,0,0,0,0,0,0,0,0,165,24,4,3,199,4,0,4,206,12,0,214,24,0,0,0,21,0,0,5,29,0,0,30,34,6,0,0,35,5,0,5,42,0,0,41,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,57,5,3,0,69,7,0,4,73,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,65,5,3,0,73,7,0,4,73,0,0,81,19,0,3,0
POA6175,123,4,0,124,3,0,0,0,3,3,0,3,3,0,0,3,3,0,0,0,3,0,0,0,5,3,0,8,7,0,0,0,7,7,0,7,11,3,0,11,109,13,4,0,128,11,0,11,133,7,0,138,55,10,3,0,64,8,0,8,77,8,0,87,0,0,0,0,0,0,0,0,0,0,0,4,158,22,7,0,194,20,0,20,205,20,0,227,30,4,0,0,30,3,0,3,33,0,0,30,43,6,0,0,47,0,0,0,53,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,71,8,0,0,83,3,0,3,83,3,0,91,10,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,9,0,0,9,75,14,0,0,88,3,0,3,94,3,0,95,14,3,3,4
POA6176,51,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,3,0,51,0,0,0,51,3,0,48,13,3,0,3,16,0,0,0,19,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,59,9,3,3,67,0,0,0,67,3,0,72,10,3,3,0,11,0,0,0,11,0,0,11,10,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,0,26,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,3,0,26,0,0,0,26,0,0,26,6,0,0,0
POA6180,180,12,5,192,4,0,0,0,4,3,0,3,5,0,0,5,8,0,0,0,12,0,0,0,12,0,0,12,13,0,0,0,18,3,0,3,18,0,0,18,165,9,12,3,191,9,0,14,201,12,5,215,74,14,5,4,94,3,0,3,103,3,0,106,0,0,0,0,0,0,0,0,0,0,0,0,241,22,15,9,287,19,0,15,304,17,5,323,14,0,0,0,14,4,0,4,19,0,0,21,68,3,3,3,74,3,0,3,78,0,0,81,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,84,5,3,3,95,8,0,8,103,3,0,107,3,0,0,0,3,3,0,3,4,0,0,4,5,0,3,0,12,0,0,0,14,0,0,14,7,0,3,0,18,4,0,4,18,0,0,18,91,9,4,5,110,8,0,8,118,3,0,126,31,3,0,0
POA6181,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,23,0,0,0,23,0,0,23,7,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,30,0,0,0,30,0,0,30,5,0,0,0,5,0,0,0,5,0,0,5,13,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,17,0,0,0,17,0,0,0,17,0,0,17,3,0,0,0
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,36,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,6,0,0,6,5,0,0,0,5,0,0,0,6,0,0,6,39,0,0,0,43,0,0,0,45,0,0,43,4,0,7,0,13,3,0,3,19,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,44,0,7,0,57,3,0,3,60,3,0,60,3,0,0,0,3,0,0,0,3,0,0,3,17,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,4,0,0,0,0,0,3,0,3,4,0,0,4,18,0,0,0,21,3,0,3,24,0,0,24,3,3,0,0
POA6208,243,18,0,263,19,0,0,0,19,0,0,0,16,0,0,16,16,0,0,0,18,0,0,0,15,0,0,15,31,0,0,0,34,3,0,3,35,0,0,35,238,19,11,0,270,4,3,11,278,18,0,299,97,12,4,3,120,11,0,11,130,21,0,147,3,0,0,0,3,0,0,0,3,0,5,7,339,28,19,8,390,16,3,19,409,41,10,452,45,0,4,5,56,0,0,0,59,9,0,66,93,14,10,0,108,0,0,0,108,4,0,118,4,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,140,12,11,7,170,0,0,0,172,14,0,187,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,7,0,0,0,7,0,0,7,7,0,0,0,15,0,0,0,15,0,0,15,151,18,9,7,184,0,0,0,184,14,0,196,53,6,3,0
POA6209,39,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,7,0,0,0,7,0,0,0,7,0,0,7,35,6,0,0,40,3,0,3,41,5,0,50,6,0,0,0,10,3,0,3,10,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,37,8,0,0,44,3,0,3,50,13,0,59,10,3,0,0,9,0,0,0,9,3,0,12,23,0,3,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,3,0,35,0,0,0,35,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9,3,0,38,0,0,0,38,3,0,39,6,0,0,0
POA6210,1387,82,3,1474,31,9,4,0,47,10,0,10,58,8,0,65,74,13,0,0,93,3,0,3,94,3,0,99,106,25,7,0,140,12,0,9,147,14,0,163,1261,146,42,25,1474,53,5,58,1538,92,3,1632,559,80,34,22,684,44,3,43,726,100,0,827,0,0,0,0,0,4,0,4,4,0,10,15,1818,227,68,48,2160,99,11,108,2271,195,12,2477,256,31,3,0,289,12,0,12,301,19,0,321,440,59,6,4,506,13,0,21,522,27,0,553,8,0,8,0,20,3,0,3,20,4,0,23,7,0,0,3,11,0,0,0,10,0,0,10,714,92,16,11,824,31,0,35,856,49,0,906,18,3,0,0,23,6,0,6,30,5,0,36,39,6,0,0,47,7,0,7,54,0,0,58,61,8,0,0,75,15,0,15,82,7,0,91,772,101,17,11,902,39,0,41,947,49,0,995,240,26,11,16
POA6211,201,5,3,213,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,10,3,0,3,13,0,0,13,7,0,0,0,13,9,0,9,21,0,0,21,171,27,5,0,208,9,0,9,218,5,3,232,85,3,4,3,98,3,0,7,106,11,0,111,0,0,0,0,0,0,0,0,0,0,3,3,261,29,8,9,308,14,0,14,322,14,5,346,35,4,0,3,42,0,0,0,43,5,0,46,67,11,9,0,84,3,0,3,90,3,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,11,5,3,127,3,0,3,128,7,0,142,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,3,0,0,0,6,3,0,7,5,0,0,0,10,0,0,0,10,3,0,11,109,11,5,3,133,6,0,6,142,14,0,150,35,3,0,0
POA6213,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,0,20,0,0,0,21,0,0,21,9,0,0,0,10,0,0,0,10,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,0,26,0,0,0,32,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,12,8,0,0,0
POA6214,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,3,0,4,30,0,0,30,5,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,31,3,0,4,32,0,0,32,3,0,0,0,3,0,0,0,4,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,10,0,0,12,3,0,0,0
POA6215,97,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,5,0,0,5,3,0,0,0,3,3,0,3,5,0,0,5,92,3,0,0,97,8,0,13,104,0,0,107,31,3,0,0,36,4,0,4,39,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,122,6,0,0,128,15,0,18,146,5,0,151,13,0,0,0,18,0,0,0,18,0,0,18,34,6,0,0,42,0,0,0,38,0,0,44,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,54,11,0,0,61,0,0,0,63,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,58,11,0,0,68,3,0,3,71,0,0,72,32,0,0,0
POA6218,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,6,5,0,5,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,5,0,5,15,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,3,0,0,0,3,3,0,3,3,0,0,3,3,0,0,0
